id,margin,hughes,wilson,other,other2,hex_color
26127,15.81%, 54.27%, 38.46%,4.99%, 4.71%,8a0c62
26129,7.87%, 51.20%, 43.32%,2.5100000000000002%, 2.45%,82066e
26131,15.25%, 54.29%, 39.03%,6.680000000000001%, 5.36%,8a1163
26133,25.63%, 61.90%, 36.27%,1.83%,-,9d045c
26135,16.28%, 56.98%, 40.70%,2.33%,-,910567
26137,1.11%, 49.17%, 48.06%,2.78%,-,7d077a
26139,15.81%, 56.19%, 40.38%,3.43%, 2.50%,8f0866
26141,26.28%, 61.52%, 35.24%,3.23%, 2.62%,9c0859
26143,12.37%, 53.44%, 41.07%,5.49%, 4.12%,880d68
26145,6.01%, 51.70%, 45.69%,2.62%,-,830674
26147,16.86%, 57.39%, 40.53%,2.08%,-,920567
26149,6.25%, 45.01%, 51.26%,3.7300000000000004%, 2.74%,720982
26151,41.60%, 69.62%, 28.02%,2.36%,-,b10647
26153,22.00%, 58.96%, 36.95%,4.09%, 2.67%,960a5e
26155,8.07%, 51.29%, 43.22%,2.44%, 2.35%,82066e
26157,30.34%, 63.49%, 33.15%,0.93%,-,a10254
26159,13.85%, 55.32%, 41.47%,3.2%, 2.15%,8d0869
26161,10.19%, 54.09%, 43.90%,2.01%,-,89056f
26163,6.75%, 51.82%, 45.08%,3.1%, 2.37%,840772
26165,15.38%, 55.21%, 39.82%,2.72%, 2.72%,8c0665
27001,10.09%, 46.23%, 36.14%,17.63%, 15.86%,752c5c
27003,3.53%, 48.95%, 45.42%,3.0700000000000003%, 2.99%,7c0773
27005,8.82%, 50.44%, 41.62%,5.319999999999999%, 5.18%,800d6a
27007,14.42%, 33.04%, 47.47%,19.490000000000002%, 17.78%,543179
27009,3.61%, 49.09%, 45.48%,5.4399999999999995%, 3.90%,7d0d73
27011,3.27%, 44.88%, 48.14%,4.329999999999999%, 4.27%,720b7a
27013,12.30%, 53.96%, 41.65%,1.92%,-,89046a
27015,28.06%, 59.68%, 31.62%,8.7%, 7.24%,981650
27017,0.70%, 40.18%, 40.87%,15.65%, 15.58%,662768
27019,33.29%, 65.57%, 32.28%,2.15%,-,a70552
27021,10.82%, 38.21%, 49.03%,12.76%, 10.93%,61207d
27023,6.32%, 46.79%, 40.47%,9.42%, 9.31%,771867
27025,28.18%, 61.22%, 33.04%,5.74%, 4.55%,9c0e54
27027,4.83%, 44.79%, 49.62%,3.15%, 3.01%,72087e
27029,4.13%, 39.92%, 44.05%,13.11%, 12.79%,652170
27031,10.19%, 34.44%, 44.63%,17.36%, 17.36%,572c71
27033,28.02%, 60.23%, 32.21%,4.9%, 4.90%,990c52
27035,3.81%, 44.42%, 40.61%,12.36%, 11.53%,711f67
27037,10.91%, 41.73%, 52.64%,3.19%, 3.19%,6a0886
27039,16.16%, 55.80%, 39.64%,2.21%,-,8e0565
27041,9.15%, 50.26%, 41.12%,5.3%, 5.18%,800d68
27043,29.98%, 61.71%, 31.73%,2.29%, 2.15%,9d0550
27045,36.13%, 65.20%, 29.07%,2.11%, 2.04%,a6054a
27047,26.61%, 60.07%, 33.47%,2.6799999999999997%, 2.63%,990655
27049,28.23%, 61.39%, 33.16%,2.3000000000000003%, 2.16%,9c0554
27051,5.60%, 49.19%, 43.59%,3.81%, 3.70%,7d096f
27053,12.31%, 40.78%, 53.09%,6.140000000000001%, 4.82%,670f87
27055,40.26%, 69.08%, 28.83%,2.09%,-,b00549
27057,6.72%, 40.39%, 47.11%,10.32%, 10.08%,661a78
27059,8.07%, 48.18%, 40.11%,9.31%, 9.31%,7a1766
27061,10.82%, 36.89%, 47.70%,15.42%, 13.61%,5e2779
27063,7.98%, 51.95%, 43.97%,4.08%, 2.59%,840a70
27065,10.61%, 49.02%, 38.41%,12.57%, 10.99%,7d2061
27067,9.23%, 41.82%, 51.05%,4.43%, 4.33%,6a0b82
27069,2.48%, 43.98%, 46.46%,6.83%, 6.64%,701176
27071,33.32%, 25.68%, 58.99%,15.33%, 13.81%,412796
27073,19.78%, 56.30%, 36.52%,3.7700000000000005%, 3.49%,8f095d
27075,7.91%, 30.22%, 38.13%,27.88%, 27.58%,4d4761
27077,0%,-,-,0.0%,-,000000
27079,8.99%, 43.89%, 52.89%,3.22%,-,6f0886
27081,19.51%, 38.18%, 57.69%,2.06%,-,610593
27083,14.14%, 38.97%, 53.11%,5.720000000000001%, 5.61%,630e87
27085,14.55%, 55.22%, 40.67%,4.109999999999999%, 2.15%,8c0a67
27087,20.69%, 36.39%, 57.08%,6.529999999999999%, 5.97%,5c1091
27089,1.59%, 44.73%, 46.33%,6.4%, 6.25%,721076
27091,0.41%, 47.16%, 47.56%,2.38%, 2.38%,780679
27093,9.03%, 52.69%, 43.66%,3.64%,-,86096f
27095,0.55%, 44.58%, 44.03%,11.39%, 9.81%,711d70
27097,6.13%, 48.84%, 42.70%,5.87%, 5.82%,7c0e6c
27099,22.36%, 59.43%, 37.08%,3.49%,-,97085e
27101,2.30%, 46.64%, 48.93%,4.43%, 2.83%,760b7c
27103,21.51%, 58.44%, 36.93%,2.0%,-,95055e
27105,4.74%, 50.39%, 45.65%,1.75%,-,800474
27107,1.21%, 42.11%, 43.32%,9.34%, 9.14%,6b176e
27109,4.14%, 49.67%, 45.53%,2.15%, 2.13%,7e0574
27111,18.45%, 54.33%, 35.88%,6.55%, 6.30%,8a105b
27113,6.34%, 40.47%, 46.81%,12.73%, 11.05%,672077
27115,0.70%, 44.38%, 43.68%,9.91%, 9.88%,71196f
27117,14.43%, 52.44%, 38.01%,9.55%, 7.84%,851860
27119,15.77%, 37.93%, 53.70%,5.989999999999999%, 5.85%,600f88
27121,7.75%, 51.18%, 43.43%,2.36%, 2.21%,82066e
27123,23.64%, 35.08%, 58.72%,6.2%, 4.44%,590f95
27125,18.81%, 37.70%, 56.51%,5.78%, 4.07%,600e90
27127,18.76%, 56.98%, 38.22%,4.8%, 3.40%,910c61
27129,17.54%, 55.25%, 37.71%,2.6999999999999997%, 2.61%,8c0660
27131,6.97%, 51.66%, 44.69%,1.54%,-,830371
27133,24.50%, 59.68%, 35.18%,5.140000000000001%, 3.29%,980d59
27135,0.61%, 38.71%, 39.32%,19.37%, 19.09%,623164
27137,4.68%, 41.47%, 46.15%,10.03%, 9.74%,691975
27139,16.35%, 40.86%, 57.21%,1.93%,-,680491
27141,13.12%, 54.09%, 40.98%,2.3%, 2.30%,890568
27143,27.43%, 62.37%, 34.94%,2.69%,-,9f0659
27145,12.14%, 54.44%, 42.29%,3.27%,-,8a086b
27147,7.13%, 52.20%, 45.06%,2.74%,-,850672
27149,8.70%, 52.56%, 43.87%,1.34%,-,86036f
27151,5.79%, 50.21%, 44.42%,3.31%, 3.20%,800871
27153,0.07%, 44.50%, 44.57%,7.86%, 7.86%,711471
27155,0.31%, 48.71%, 49.02%,2.27%,-,7c057d
27157,10.04%, 53.11%, 43.06%,1.34%,-,87036d
27159,16.62%, 54.31%, 37.70%,7.99%, 6.72%,8a1460
27161,12.23%, 54.11%, 41.88%,1.88%,-,89046a
27163,13.76%, 53.55%, 39.78%,3.75%, 3.68%,880965
27165,23.01%, 59.94%, 36.93%,3.14%,-,98085e
27167,7.56%, 44.20%, 51.76%,4.04%, 2.69%,700a83
27169,0.15%, 47.94%, 47.80%,4.26%, 2.19%,7a0a79
27171,8.20%, 52.24%, 44.04%,3.72%,-,850970
27173,8.78%, 50.08%, 41.31%,5.04%, 4.97%,7f0c69
28001,88.10%, 5.88%, 93.98%,0.14%,-,0e00ef
28003,83.51%, 7.87%, 91.38%,0.76%,-,1401e9
28005,96.37%,-, 97.90%,2.1%,-,0005f9
28007,82.41%, 7.83%, 90.24%,1.92%,-,1304e6
28009,89.95%, 5.03%, 94.97%,0.0%,-,0c00f2
28011,0%,-,-,0.0%,-,000000
28013,90.49%, 3.45%, 93.94%,2.61%, 2.61%,0806ef
28015,91.54%, 3.42%, 94.96%,1.61%,-,0804f2
28017,89.71%, 3.61%, 93.32%,3.07%, 3.07%,0907ed
28019,85.95%, 5.56%, 91.51%,2.94%, 2.94%,0e07e9
28021,97.51%,-, 98.64%,1.36%,-,0003fb
28023,89.15%, 4.19%, 93.33%,2.48%, 2.48%,0a06ed
28025,93.60%, 3.14%, 96.74%,0.12%,-,0800f6
28027,93.76%, 2.91%, 96.67%,0.42%,-,0701f6
28029,96.89%,-, 98.22%,1.78%,-,0004fa
28031,78.87%, 6.49%, 86.19%,7.32%, 7.32%,1012db
28033,97.14%,-, 98.51%,1.49%,-,0003fb
28035,85.90%, 4.28%, 90.81%,4.91%, 4.91%,0a0ce7
28037,93.73%, 2.76%, 96.49%,0.75%,-,0701f6
28039,76.87%, 7.96%, 84.83%,7.21%, 7.21%,1412d8
28041,84.37%, 7.36%, 91.72%,0.92%,-,1202e9
28043,90.79%, 4.09%, 94.88%,1.02%,-,0a02f1
28045,76.29%, 11.68%, 87.97%,0.34%,-,1d00e0
28047,72.74%, 11.96%, 84.70%,3.34%, 3.34%,1e08d7
28049,90.84%, 4.15%, 94.99%,0.86%,-,0a02f2
28051,94.93%,-, 96.83%,3.17%,-,0008f6
28053,0%,-,-,0.0%,-,000000
28055,81.90%, 7.62%, 89.52%,2.86%, 2.86%,1307e4
28057,76.82%, 11.56%, 88.38%,0.06%,-,1d00e1
28059,77.00%, 10.21%, 87.21%,2.58%, 2.58%,1a06de
28061,89.87%, 3.41%, 93.27%,3.32%, 3.32%,0808ed
28063,98.48%,-, 99.13%,0.87%,-,0002fc
28065,86.24%, 6.59%, 92.83%,0.59%,-,1001ec
28067,69.42%, 9.42%, 80.00%,10.58%, 10.58%,181acc
28069,84.44%, 6.91%, 91.34%,1.75%,-,1104e8
28071,92.52%, 3.29%, 95.80%,0.91%,-,0802f4
28073,74.26%, 10.09%, 84.35%,5.56%, 5.56%,190ed7
28075,87.91%, 4.76%, 92.67%,2.58%, 2.58%,0c06ec
28077,94.77%, 2.41%, 97.18%,0.4%,-,0601f7
28079,93.97%, 2.08%, 96.05%,1.88%,-,0504f4
28081,89.49%, 5.12%, 94.60%,0.28%,-,0d00f1
28083,93.64%, 3.18%, 96.82%,0.0%,-,0800f6
28085,83.65%, 7.46%, 91.12%,1.42%,-,1303e8
28087,93.80%, 2.72%, 96.53%,0.75%,-,0601f6
28089,88.81%, 4.29%, 93.10%,2.62%, 2.62%,0a06ed
28091,87.38%, 6.01%, 93.40%,0.59%,-,0f01ee
28093,98.34%,-, 99.12%,0.88%,-,0002fc
28095,89.95%, 4.60%, 94.55%,0.84%,-,0b02f1
28097,91.10%, 3.31%, 94.41%,2.27%, 2.27%,0805f0
28099,88.48%, 4.39%, 92.87%,2.74%, 2.74%,0b06ec
28101,90.75%,-, 94.70%,5.29%, 3.95%,000df1
28103,96.56%,-, 98.06%,1.94%,-,0004fa
28105,89.90%, 5.00%, 94.90%,0.1%,-,0c00f1
28107,95.51%, 2.25%, 97.75%,0.0%,-,0500f9
28109,87.25%, 6.28%, 93.54%,0.18%,-,1000ee
28111,80.67%, 7.11%, 87.78%,5.11%, 5.11%,120ddf
28113,92.22%, 3.50%, 95.71%,0.79%,-,0802f4
28115,84.37%, 7.71%, 92.08%,0.21%,-,1300ea
28117,76.59%, 10.66%, 87.26%,2.08%, 2.08%,1b05de
28119,91.23%, 4.21%, 95.44%,0.35%,-,0a00f3
28121,97.15%,-, 98.22%,1.78%,-,0004fa
28123,94.08%, 2.18%, 96.26%,1.57%,-,0504f5
28125,94.49%, 2.36%, 96.85%,0.79%,-,0602f6
28127,92.64%, 3.38%, 96.02%,0.6%,-,0801f4
28129,94.23%, 2.28%, 96.51%,1.21%,-,0503f6
28131,86.24%, 6.37%, 92.61%,1.03%,-,1002ec
28133,95.34%, 2.22%, 97.56%,0.22%,-,0500f8
28135,98.88%,-, 99.44%,0.56%,-,0001fd
28137,96.09%,-, 97.73%,2.27%,-,0005f9
28139,89.33%, 5.00%, 94.33%,0.67%,-,0c01f0
28141,69.88%, 14.29%, 84.16%,1.55%,-,2403d6
28143,100.00%,-, 100.00%,0.0%,-,0000fe
28145,89.45%, 5.05%, 94.50%,0.45%,-,0c01f0
28147,94.91%,-, 96.66%,3.34%,-,0008f6
28149,88.22%, 5.69%, 93.92%,0.39%,-,0e00ef
28151,89.05%, 5.30%, 94.36%,0.34%,-,0d00f0
28153,85.25%, 5.41%, 90.67%,3.92%, 3.92%,0d09e7
28155,70.70%, 12.62%, 83.32%,4.06%, 4.06%,200ad4
28157,95.76%,-, 97.46%,2.54%,-,0006f8
28159,90.13%, 3.83%, 93.96%,2.2%, 2.20%,0905ef
28161,91.54%, 3.98%, 95.53%,0.49%,-,0a01f3
28163,95.16%, 2.12%, 97.28%,0.59%,-,0501f8
29001,7.74%, 51.10%, 43.36%,5.550000000000001%, 4.65%,820e6e
29003,5.89%, 52.49%, 46.60%,0.91%,-,850276
29005,2.10%, 48.12%, 50.22%,1.66%,-,7a0480
29007,34.15%, 32.48%, 66.63%,0.9%,-,5202a9
29009,1.23%, 47.82%, 49.05%,3.14%, 2.64%,79087d
29011,15.44%, 39.77%, 55.20%,5.03%, 3.83%,650c8c
29013,10.87%, 42.88%, 53.75%,3.37%, 2.13%,6d0889
29015,17.50%, 57.87%, 40.37%,1.76%,-,930466
29017,2.65%, 50.05%, 47.40%,2.56%, 2.13%,7f0678
29019,43.65%, 27.81%, 71.46%,0.73%,-,4601b6
29021,16.79%, 40.56%, 57.35%,2.09%,-,670592
29023,11.52%, 53.76%, 42.24%,3.99%, 3.44%,890a6b
29025,10.21%, 54.74%, 44.52%,0.74%,-,8b0171
29027,31.64%, 33.94%, 65.59%,0.47%,-,5601a7
29029,14.74%, 56.17%, 41.43%,2.41%,-,8f0669
29031,11.06%, 54.60%, 43.55%,1.85%,-,8b046f
29033,2.65%, 50.65%, 48.00%,1.34%,-,81037a
29035,10.35%, 41.50%, 51.86%,6.64%, 5.84%,691084
29037,22.24%, 37.95%, 60.19%,1.86%,-,600499
29039,13.69%, 55.28%, 41.59%,3.12%, 2.18%,8c076a
29041,17.71%, 40.60%, 58.30%,1.1%,-,670294
29043,33.84%, 64.37%, 30.52%,5.109999999999999%, 4.59%,a40d4d
29045,2.56%, 50.68%, 48.12%,1.19%,-,81037a
29047,49.30%, 24.83%, 74.13%,1.04%,-,3f02bd
29049,15.95%, 41.10%, 57.05%,1.85%,-,680491
29051,2.96%, 48.15%, 51.11%,0.74%,-,7a0182
29053,5.41%, 52.27%, 46.86%,0.87%,-,850277
29055,10.92%, 54.35%, 43.43%,2.22%,-,8a056e
29057,8.88%, 53.38%, 44.50%,2.12%,-,880571
29059,16.18%, 56.92%, 40.73%,2.35%,-,910567
29061,0.69%, 49.06%, 49.75%,1.19%,-,7d037e
29063,0.21%, 49.22%, 49.43%,1.35%,-,7d037e
29065,7.37%, 44.99%, 52.35%,2.66%, 2.37%,720685
29067,37.46%, 65.26%, 27.80%,6.94%, 6.19%,a61146
29069,29.82%, 31.89%, 61.71%,6.3999999999999995%, 6.22%,51109d
29071,26.78%, 62.36%, 35.59%,2.05%,-,9f055a
29073,65.52%, 82.20%, 16.68%,1.11%,-,d1022a
29075,13.49%, 42.32%, 55.80%,1.88%,-,6b048e
29077,2.28%, 48.95%, 46.66%,4.39%, 3.52%,7c0b76
29079,15.82%, 56.72%, 40.90%,2.38%,-,900668
29081,10.53%, 53.86%, 43.33%,2.81%,-,89076e
29083,14.23%, 41.90%, 56.12%,1.98%,-,6a058f
29085,33.50%, 64.74%, 31.24%,4.02%, 3.34%,a50a4f
29087,11.25%, 55.01%, 43.77%,1.22%,-,8c036f
29089,43.38%, 27.86%, 71.24%,0.89%,-,4702b5
29091,6.38%, 50.22%, 43.84%,5.9399999999999995%, 5.30%,800f6f
29093,7.90%, 45.14%, 53.05%,1.81%,-,730487
29095,14.69%, 41.68%, 56.38%,1.94%,-,6a048f
29097,5.49%, 44.48%, 49.97%,5.54%, 4.34%,710e7f
29099,4.45%, 51.01%, 46.56%,2.43%, 2.00%,820676
29101,10.86%, 43.83%, 54.69%,1.48%,-,6f038b
29103,6.19%, 45.91%, 52.11%,1.98%,-,750584
29105,3.27%, 50.28%, 47.01%,2.6999999999999997%, 2.38%,800677
29107,0.29%, 49.09%, 49.38%,1.53%,-,7d037d
29109,6.60%, 50.83%, 44.24%,4.92%, 4.09%,810c70
29111,24.21%, 37.28%, 61.49%,1.23%,-,5f039c
29113,19.95%, 39.66%, 59.61%,0.72%,-,650198
29115,10.05%, 43.97%, 54.02%,2.01%,-,700589
29117,3.62%, 47.45%, 51.07%,1.49%,-,780382
29119,6.84%, 44.59%, 51.43%,3.97%, 2.93%,710a83
29121,10.92%, 42.96%, 53.87%,3.17%, 2.32%,6d0889
29123,3.11%, 47.84%, 50.95%,1.21%,-,790381
29125,28.64%, 34.96%, 63.60%,1.45%,-,5903a2
29127,23.98%, 37.28%, 61.26%,1.46%,-,5f039c
29129,24.37%, 61.13%, 36.75%,2.12%,-,9b055d
29131,13.92%, 55.52%, 41.59%,2.89%, 2.62%,8d076a
29133,16.67%, 40.76%, 57.43%,1.81%,-,670492
29135,2.10%, 50.29%, 48.19%,1.52%,-,80037a
29137,65.40%, 16.20%, 81.60%,2.2%,-,2905d0
29139,2.21%, 50.47%, 48.26%,1.26%,-,80037b
29141,7.08%, 53.19%, 46.11%,0.71%,-,870175
29143,13.86%, 41.79%, 55.65%,2.5599999999999996%, 2.03%,6a068d
29145,3.57%, 45.70%, 49.27%,5.03%, 3.89%,740c7d
29147,4.45%, 47.15%, 51.60%,1.25%,-,780383
29149,44.74%, 25.92%, 70.66%,3.4200000000000004%, 3.22%,4208b4
29151,12.12%, 55.56%, 43.44%,1.01%,-,8d026e
29153,33.51%, 65.89%, 32.38%,1.73%,-,a80452
29155,8.03%, 44.93%, 52.95%,2.12%, 2.06%,720587
29157,17.39%, 58.40%, 41.01%,0.59%,-,940168
29159,3.72%, 46.42%, 50.13%,3.45%, 2.72%,76087f
29161,11.69%, 43.44%, 55.13%,1.43%,-,6e038c
29163,17.85%, 40.57%, 58.42%,1.01%,-,670294
29165,52.44%, 23.52%, 75.96%,0.51%,-,3b01c1
29167,9.55%, 53.79%, 44.24%,1.98%,-,890570
29169,14.05%, 41.95%, 56.00%,2.05%,-,6a058e
29171,32.97%, 64.84%, 31.87%,3.29%,-,a50851
29173,41.07%, 29.04%, 70.11%,0.84%,-,4a02b2
29175,40.82%, 29.02%, 69.84%,1.14%,-,4a02b2
29177,32.19%, 33.28%, 65.47%,1.26%,-,5403a6
29179,33.37%, 32.02%, 65.39%,2.6%,-,5106a6
29181,10.90%, 42.19%, 53.08%,4.73%, 4.21%,6b0c87
29183,29.25%, 64.16%, 34.91%,0.93%,-,a30259
29185,4.35%, 45.80%, 50.15%,4.06%, 3.07%,740a7f
29186,3.41%, 47.93%, 51.35%,0.72%,-,7a0182
29187,9.59%, 43.79%, 53.38%,2.83%, 2.28%,6f0788
29189,23.70%, 60.41%, 36.71%,2.8800000000000003%, 2.20%,9a075d
29195,20.32%, 39.21%, 59.53%,1.26%,-,630397
29197,14.56%, 41.86%, 56.42%,1.72%,-,6a048f
29199,12.03%, 42.86%, 54.90%,2.24%,-,6d058b
29201,9.94%, 42.78%, 52.72%,4.49%, 3.76%,6d0b86
29203,19.73%, 36.58%, 56.31%,7.109999999999999%, 6.55%,5d128f
29205,35.73%, 31.53%, 67.26%,1.21%,-,5003ab
29207,12.96%, 40.63%, 53.59%,5.779999999999999%, 5.14%,670e88
29209,39.86%, 67.24%, 27.38%,5.37%, 5.11%,ab0d45
29211,0.53%, 49.02%, 49.54%,1.44%,-,7d037e
29213,24.07%, 60.87%, 36.80%,2.33%,-,9b055d
29215,11.44%, 42.92%, 54.35%,2.73%, 2.04%,6d068a
29217,25.13%, 35.50%, 60.63%,3.87%, 3.10%,5a099a
29219,55.36%, 76.67%, 21.31%,2.01%,-,c30536
29221,8.54%, 53.80%, 45.26%,0.94%,-,890273
29223,2.04%, 47.32%, 49.37%,3.31%, 2.85%,78087d
29225,5.13%, 51.35%, 46.22%,2.43%,-,820675
29227,9.29%, 44.29%, 53.57%,2.14%,-,700588
29229,15.08%, 56.29%, 41.21%,2.51%,-,8f0669
29510,6.01%, 51.72%, 45.71%,2.58%, 2.15%,830674
30001,0.27%, 48.39%, 48.65%,2.96%, 2.96%,7b077c
30003,19.38%, 39.63%, 59.01%,1.36%,-,650396
30005,18.45%, 39.13%, 57.58%,3.29%, 3.29%,630892
30007,29.55%, 33.45%, 63.00%,3.56%, 3.04%,5509a0
30009,5.43%, 42.56%, 47.99%,9.44%, 9.44%,6c187a
30011,0%,-,-,0.0%,-,000000
30013,31.57%, 30.57%, 62.14%,7.29%, 7.12%,4d129e
30015,28.33%, 33.62%, 61.95%,4.43%, 4.14%,550b9d
30017,22.64%, 37.05%, 59.69%,3.25%, 3.23%,5e0898
30019,0%,-,-,0.0%,-,000000
30021,14.24%, 41.06%, 55.30%,3.65%, 3.65%,68098d
30023,37.62%, 30.28%, 67.90%,1.82%,-,4d04ad
30025,21.71%, 37.54%, 59.25%,3.21%, 3.05%,5f0897
30027,26.09%, 34.91%, 61.00%,4.08%, 4.03%,590a9b
30029,1.01%, 45.33%, 46.34%,8.32%, 8.09%,731576
30031,17.98%, 40.07%, 58.06%,1.87%,-,660494
30033,0%,-,-,0.0%,-,000000
30035,0%,-,-,0.0%,-,000000
30037,0%,-,-,0.0%,-,000000
30039,16.09%, 38.81%, 54.90%,6.289999999999999%, 6.02%,62108b
30041,28.44%, 31.73%, 60.17%,8.1%, 7.95%,501499
30043,21.19%, 36.63%, 57.82%,5.56%, 5.35%,5d0e93
30045,0%,-,-,0.0%,-,000000
30047,0%,-,-,0.0%,-,000000
30049,11.48%, 42.99%, 54.47%,2.5399999999999996%, 2.51%,6d068a
30051,0%,-,-,0.0%,-,000000
30053,16.60%, 35.35%, 51.95%,12.7%, 12.61%,5a2084
30055,0%,-,-,0.0%,-,000000
30057,13.02%, 42.38%, 55.40%,2.22%, 2.22%,6c058d
30059,12.06%, 43.10%, 55.15%,1.75%,-,6d048c
30061,43.23%, 20.47%, 63.70%,15.82%, 15.33%,3428a2
30063,15.11%, 38.69%, 53.80%,7.51%, 7.38%,621389
30065,7.36%, 42.92%, 50.28%,6.789999999999999%, 6.77%,6d1180
30067,2.16%, 45.42%, 47.57%,7.01%, 6.89%,731179
30069,0%,-,-,0.0%,-,000000
30071,10.74%, 42.42%, 53.16%,4.41%, 4.33%,6c0b87
30073,0%,-,-,0.0%,-,000000
30075,0%,-,-,0.0%,-,000000
30077,16.98%, 39.75%, 56.73%,3.51%, 3.51%,650890
30079,7.38%, 45.38%, 52.76%,1.87%,-,730486
30081,8.99%, 42.40%, 51.38%,6.22%, 6.09%,6c0f83
30083,21.61%, 36.51%, 58.12%,5.37%, 5.37%,5d0d94
30085,0%,-,-,0.0%,-,000000
30087,8.91%, 43.95%, 52.86%,3.19%, 3.12%,700886
30089,18.12%, 37.32%, 55.44%,7.25%, 7.11%,5f128d
30091,28.72%, 32.15%, 60.86%,6.99%, 6.92%,51119b
30093,29.36%, 31.36%, 60.72%,7.91%, 7.25%,4f149a
30095,12.77%, 42.01%, 54.78%,3.21%, 3.16%,6b088b
30097,2.88%, 50.20%, 47.32%,2.48%, 2.48%,800678
30099,16.06%, 38.41%, 54.47%,7.12%, 7.00%,61128a
30101,19.12%, 35.40%, 54.51%,10.09%, 9.89%,5a198b
30103,0%,-,-,0.0%,-,000000
30105,28.79%, 32.28%, 61.07%,6.65%, 6.45%,52109b
30107,0%,-,-,0.0%,-,000000
30109,10.76%, 42.13%, 52.89%,4.97%, 4.97%,6b0c86
30111,12.54%, 42.06%, 54.60%,3.35%, 3.22%,6b088b
31001,12.65%, 41.93%, 54.58%,3.4899999999999998%, 2.01%,6a088b
31003,11.19%, 43.33%, 54.52%,2.14%,-,6e058b
31005,32.13%, 32.13%, 64.27%,3.59%, 2.02%,5109a3
31007,7.23%, 42.77%, 50.00%,7.23%, 5.12%,6d127f
31009,13.72%, 40.71%, 54.42%,4.87%, 2.88%,670c8a
31011,23.58%, 37.03%, 60.61%,2.36%,-,5e069a
31013,20.57%, 37.64%, 58.22%,4.14%,-,5f0a94
31015,2.50%, 46.98%, 49.48%,3.54%, 2.73%,77097e
31017,24.80%, 35.11%, 59.91%,4.98%, 2.79%,590c98
31019,12.46%, 41.79%, 54.25%,3.96%, 2.56%,6a0a8a
31021,2.77%, 50.33%, 47.56%,2.1%,-,800579
31023,34.52%, 31.90%, 66.42%,1.68%,-,5104a9
31025,14.14%, 40.79%, 54.93%,4.279999999999999%, 2.86%,680a8c
31027,0.34%, 49.47%, 49.13%,1.4%,-,7e037d
31029,18.44%, 37.39%, 55.83%,4.66%, 4.05%,5f0b8e
31031,21.48%, 36.44%, 57.92%,5.64%, 4.14%,5c0e93
31033,18.40%, 38.22%, 56.62%,5.16%, 2.78%,610d90
31035,6.23%, 45.46%, 51.69%,2.85%,-,730783
31037,28.34%, 34.78%, 63.13%,2.09%,-,5805a0
31039,4.18%, 51.04%, 46.86%,2.11%,-,820577
31041,26.13%, 34.24%, 60.37%,5.39%, 3.80%,570d99
31043,25.01%, 36.45%, 61.47%,2.08%,-,5c059c
31045,17.69%, 39.42%, 57.11%,3.46%, 2.57%,640891
31047,15.38%, 40.74%, 56.12%,3.13%,-,67078f
31049,29.23%, 33.27%, 62.50%,4.23%, 2.94%,540a9f
31051,5.43%, 46.20%, 51.63%,2.18%,-,750583
31053,3.73%, 46.10%, 49.83%,4.08%, 3.02%,750a7f
31055,24.71%, 35.13%, 59.84%,5.03%, 4.24%,590c98
31057,22.82%, 35.52%, 58.34%,6.140000000000001%, 4.40%,5a0f94
31059,9.85%, 43.95%, 53.80%,2.25%,-,700589
31061,10.56%, 43.24%, 53.80%,2.96%,-,6e0789
31063,20.36%, 37.28%, 57.65%,5.0600000000000005%, 3.39%,5f0c93
31065,15.44%, 40.45%, 55.90%,3.65%,-,67098e
31067,0.03%, 48.71%, 48.74%,2.55%,-,7c067c
31069,30.54%, 32.01%, 62.55%,5.4399999999999995%, 3.56%,510d9f
31071,15.37%, 37.42%, 52.79%,9.79%, 7.06%,5f1886
31073,16.87%, 40.00%, 56.87%,3.13%,-,660791
31075,20.64%, 38.57%, 59.21%,2.21%,-,620596
31077,33.37%, 31.60%, 64.97%,3.4299999999999997%, 2.17%,5008a5
31079,1.37%, 48.54%, 47.17%,4.29%, 3.02%,7b0a78
31081,11.12%, 43.16%, 54.27%,2.57%,-,6e068a
31083,19.46%, 37.48%, 56.94%,5.569999999999999%, 4.27%,5f0e91
31085,24.81%, 33.33%, 58.14%,8.530000000000001%, 5.94%,541594
31087,24.77%, 36.16%, 60.93%,2.91%, 2.08%,5c079b
31089,16.53%, 40.19%, 56.73%,3.08%,-,660790
31091,32.25%, 32.25%, 64.50%,1.18%,-,5203a4
31093,40.10%, 28.08%, 68.18%,3.74%, 2.17%,4709ad
31095,0.72%, 46.85%, 47.57%,5.58%, 4.57%,770e79
31097,10.14%, 54.40%, 44.26%,1.35%,-,8a0370
31099,28.62%, 34.20%, 62.83%,2.9699999999999998%, 2.07%,5707a0
31101,15.56%, 39.06%, 54.62%,6.33%, 4.62%,63108b
31103,10.69%, 39.75%, 50.44%,6.67%, 5.03%,651180
31105,25.42%, 34.36%, 59.78%,3.85%, 3.08%,570998
31107,9.68%, 44.11%, 53.79%,2.1%,-,700589
31109,12.29%, 42.20%, 54.49%,3.31%,-,6b088a
31111,23.35%, 34.61%, 57.96%,7.43%, 5.63%,581293
31113,22.65%, 35.10%, 57.76%,7.14%, 5.10%,591293
31115,12.76%, 38.05%, 50.81%,11.129999999999999%, 8.35%,611c81
31117,24.53%, 33.33%, 57.86%,5.9799999999999995%, 4.72%,540f93
