id,margin,bush,dukakis,paul,other
27153,5.67%, 52.40%, 46.73%,-, 0.87%
27155,13.65%, 42.85%, 56.50%,-, 0.65%
27157,2.59%, 50.80%, 48.20%,-, 1.00%
27159,19.83%, 59.26%, 39.43%,-, 1.30%
27161,9.05%, 53.95%, 44.90%,-, 1.15%
27163,6.18%, 46.45%, 52.63%,-, 0.92%
27165,5.12%, 52.10%, 46.98%,-, 0.92%
27167,12.97%, 56.08%, 43.11%,-, 0.81%
27169,3.25%, 50.92%, 47.68%,-, 1.40%
27171,2.74%, 50.73%, 47.99%,-, 1.28%
27173,5.69%, 46.59%, 52.28%,-, 1.13%
28001,2.40%, 50.74%, 48.34%,-, 0.91%
28003,10.79%, 54.88%, 44.08%,-, 1.04%
28005,8.07%, 53.88%, 45.81%,-, 0.31%
28007,20.21%, 59.87%, 39.66%,-, 0.46%
28009,4.62%, 47.30%, 51.92%,-, 0.79%
28011,10.66%, 43.34%, 54.00%,-, 2.66%
28013,23.51%, 61.55%, 38.04%,-, 0.40%
28015,25.40%, 62.51%, 37.11%,-, 0.38%
28017,11.05%, 55.35%, 44.29%,-, 0.36%
28019,26.38%, 62.98%, 36.61%,-, 0.41%
28021,42.54%, 28.35%, 70.89%,-, 0.76%
28023,27.42%, 63.71%, 36.29%,-,-
28025,2.70%, 48.26%, 50.96%,-, 0.78%
28027,10.64%, 43.79%, 54.43%,-, 1.77%
28029,9.91%, 54.64%, 44.73%,-, 0.63%
28031,21.32%, 60.38%, 39.06%,-, 0.56%
28033,45.59%, 72.50%, 26.91%,-, 0.59%
28035,34.22%, 66.84%, 32.62%,-, 0.54%
28037,20.52%, 59.97%, 39.45%,-, 0.58%
28039,27.11%, 58.40%, 31.29%, 3.25%,-
28041,24.14%, 57.08%, 32.94%, 3.76%,-
28043,18.43%, 59.10%, 40.67%,-, 0.23%
28045,34.25%, 66.42%, 32.17%,-, 1.40%
28047,38.64%, 68.88%, 30.24%,-, 0.89%
28049,12.31%, 55.52%, 43.22%,-, 1.26%
28051,32.16%, 33.68%, 65.84%,-, 0.48%
28053,13.33%, 42.98%, 56.32%,-, 0.70%
28055,8.94%, 43.58%, 52.52%,-, 3.91%
28057,18.09%, 58.95%, 40.86%,-, 0.19%
28059,48.32%, 73.90%, 25.59%,-, 0.51%
28061,2.80%, 51.25%, 48.45%,-, 0.30%
28063,58.54%, 20.64%, 79.18%,-, 0.18%
28065,3.54%, 47.92%, 51.47%,-, 0.61%
28067,38.65%, 69.07%, 30.42%,-, 0.51%
28069,1.39%, 50.25%, 48.85%,-, 0.90%
28071,19.02%, 59.29%, 40.27%,-, 0.45%
28073,56.27%, 77.86%, 21.58%,-, 0.56%
28075,38.96%, 68.99%, 30.03%,-, 0.98%
28077,18.72%, 59.17%, 40.45%,-, 0.39%
28079,19.83%, 59.86%, 40.03%,-, 0.11%
28081,34.56%, 66.42%, 31.86%,-, 1.72%
28083,4.60%, 50.95%, 46.35%,-, 2.70%
28085,31.41%, 65.50%, 34.10%,-, 0.40%
28087,30.38%, 64.96%, 34.58%,-, 0.46%
28089,15.92%, 57.50%, 41.57%,-, 0.93%
28091,24.50%, 61.87%, 37.38%,-, 0.75%
28093,19.69%, 39.72%, 59.42%,-, 0.86%
28095,15.91%, 57.70%, 41.79%,-, 0.51%
28097,13.86%, 56.79%, 42.93%,-, 0.27%
28099,36.60%, 68.08%, 31.48%,-, 0.45%
28101,41.56%, 70.70%, 29.14%,-, 0.16%
28103,18.40%, 40.38%, 58.78%,-, 0.84%
28105,16.49%, 57.99%, 41.50%,-, 0.51%
28107,1.50%, 50.46%, 48.96%,-, 0.57%
28109,43.82%, 71.30%, 27.48%,-, 1.21%
28111,38.12%, 68.62%, 30.50%,-, 0.87%
28113,7.77%, 53.63%, 45.87%,-, 0.50%
28115,28.00%, 63.81%, 35.81%,-, 0.37%
28117,11.64%, 55.09%, 43.45%,-, 1.46%
28119,15.28%, 42.11%, 57.39%,-, 0.51%
28121,57.21%, 78.41%, 21.20%,-, 0.40%
28123,30.43%, 65.06%, 34.63%,-, 0.32%
28125,11.18%, 43.00%, 54.18%,-, 2.83%
28127,33.99%, 66.69%, 32.70%,-, 0.61%
28129,46.35%, 72.76%, 26.41%,-, 0.83%
28131,34.56%, 66.84%, 32.27%,-, 0.89%
28133,5.77%, 46.96%, 52.73%,-, 0.31%
28135,4.47%, 47.47%, 51.94%,-, 0.59%
28137,22.57%, 61.12%, 38.56%,-, 0.32%
28139,21.50%, 60.41%, 38.91%,-, 0.68%
28141,3.80%, 51.70%, 47.90%,-, 0.40%
28143,25.27%, 36.87%, 62.14%,-, 0.99%
28145,28.72%, 64.15%, 35.43%,-, 0.42%
28147,13.61%, 56.40%, 42.78%,-, 0.82%
28149,25.14%, 62.01%, 36.87%,-, 1.12%
28151,0.03%, 49.45%, 49.41%,-, 1.14%
28153,21.68%, 60.64%, 38.97%,-, 0.39%
28155,32.62%, 66.08%, 33.46%,-, 0.45%
28157,27.23%, 36.18%, 63.41%,-, 0.40%
28159,15.88%, 57.61%, 41.73%,-, 0.66%
28161,5.07%, 52.23%, 47.16%,-, 0.61%
28163,4.76%, 48.03%, 43.27%, 2.72%,-
29001,23.03%, 61.29%, 38.26%,-, 0.45%
29003,4.57%, 52.08%, 47.51%,-, 0.41%
29005,9.05%, 54.37%, 45.32%,-, 0.31%
29007,1.49%, 49.11%, 50.61%,-, 0.28%
29009,26.32%, 63.00%, 36.68%,-, 0.31%
29011,35.01%, 67.35%, 32.33%,-, 0.32%
29013,3.49%, 51.57%, 48.08%,-, 0.35%
29015,13.23%, 56.42%, 43.19%,-, 0.39%
29017,17.99%, 58.94%, 40.95%,-, 0.11%
29019,3.00%, 48.35%, 51.35%,-, 0.29%
29021,9.58%, 44.99%, 54.57%,-, 0.45%
29023,16.14%, 58.00%, 41.86%,-, 0.14%
29025,9.12%, 54.38%, 45.25%,-, 0.37%
29027,12.38%, 56.01%, 43.63%,-, 0.35%
29029,32.68%, 66.10%, 33.42%,-, 0.48%
29031,35.34%, 67.53%, 32.19%,-, 0.28%
29033,9.34%, 54.59%, 45.25%,-, 0.16%
29035,13.53%, 56.53%, 43.00%,-, 0.47%
29037,11.79%, 55.75%, 43.96%,-, 0.29%
29039,25.13%, 62.52%, 37.39%,-, 0.08%
29041,3.38%, 48.14%, 51.53%,-, 0.33%
29043,23.68%, 61.66%, 37.97%,-, 0.37%
29045,12.59%, 43.52%, 56.11%,-, 0.38%
29047,1.12%, 50.26%, 49.15%,-, 0.59%
29049,5.33%, 47.15%, 52.48%,-, 0.37%
29051,36.55%, 68.16%, 31.61%,-, 0.22%
29053,19.58%, 59.64%, 40.06%,-, 0.30%
29055,10.72%, 55.19%, 44.47%,-, 0.34%
29057,24.14%, 61.97%, 37.83%,-, 0.20%
29059,11.60%, 55.55%, 43.95%,-, 0.50%
29061,0.63%, 50.17%, 49.55%,-, 0.28%
29063,2.78%, 48.48%, 51.26%,-, 0.26%
29065,10.23%, 54.92%, 44.69%,-, 0.39%
