id,margin,bush,kerry,trash1,trash2,trash1,other,hex_color
22039,15.68%, 56.86%, 41.18%,-,-, 1.95%,1.960000000000008%,900469
22041,36.39%, 67.46%, 31.07%,-,-, 1.47%,1.4699999999999989%,ac034f
22043,49.23%, 73.97%, 24.74%,-,-, 1.29%,1.2900000000000063%,bc033f
22045,21.67%, 60.17%, 38.50%,-,-, 1.32%,1.3299999999999983%,990362
22047,12.99%, 42.71%, 55.70%,-,-, 1.58%,1.5900000000000034%,6c048e
22049,32.86%, 65.88%, 33.02%,-,-, 1.10%,1.0999999999999943%,a70254
22051,23.87%, 61.50%, 37.64%,-,-, 0.86%,0.8599999999999994%,9c025f
22053,25.45%, 61.93%, 36.48%,-,-, 1.59%,1.5900000000000034%,9d045d
22055,29.49%, 64.20%, 34.71%,-,-, 1.09%,1.0900000000000034%,a30258
22057,21.97%, 60.04%, 38.08%,-,-, 1.88%,1.8799999999999955%,990461
22059,61.88%, 80.39%, 18.52%,-,-, 1.09%,1.0900000000000034%,cc022f
22061,19.48%, 59.23%, 39.75%,-,-, 1.02%,1.0200000000000102%,970265
22063,54.42%, 76.78%, 22.36%,-,-, 0.86%,0.8599999999999994%,c30239
22065,0.92%, 49.03%, 49.95%,-,-, 1.03%,1.019999999999996%,7d027f
22067,16.46%, 57.60%, 41.14%,-,-, 1.26%,1.259999999999991%,920368
22069,10.98%, 54.59%, 43.60%,-,-, 1.81%,1.8100000000000023%,8b046f
22071,55.69%, 21.74%, 77.43%,-,-, 0.84%,0.8299999999999983%,3702c5
22073,30.62%, 64.78%, 34.16%,-,-, 1.05%,1.0600000000000023%,a50257
22075,30.32%, 64.72%, 34.40%,-,-, 0.87%,0.8799999999999955%,a50257
22077,2.51%, 48.17%, 50.68%,-,-, 1.15%,1.1500000000000057%,7a0281
22079,28.83%, 63.79%, 34.96%,-,-, 1.24%,1.25%,a20359
22081,7.78%, 53.15%, 45.37%,-,-, 1.48%,1.480000000000004%,870373
22083,27.57%, 63.14%, 35.57%,-,-, 1.29%,1.289999999999992%,a1035a
22085,41.44%, 70.08%, 28.64%,-,-, 1.27%,1.2800000000000011%,b20349
22087,32.31%, 65.68%, 33.37%,-,-, 0.96%,0.9499999999999886%,a70255
22089,24.71%, 61.87%, 37.15%,-,-, 0.98%,0.980000000000004%,9d025e
22091,17.03%, 40.58%, 57.61%,-,-, 1.82%,1.8100000000000023%,670492
22093,16.76%, 40.92%, 57.68%,-,-, 1.40%,1.4000000000000057%,680393
22095,6.45%, 46.08%, 52.53%,-,-, 1.39%,1.3900000000000006%,750385
22097,0.41%, 49.82%, 49.42%,-,-, 0.76%,0.7599999999999909%,7f017e
22099,7.77%, 52.99%, 45.22%,-,-, 1.79%,1.789999999999992%,870473
22101,14.67%, 56.74%, 42.07%,-,-, 1.19%,1.1899999999999977%,90036b
22103,50.18%, 74.70%, 24.52%,-,-, 0.78%,0.7800000000000011%,be013e
22105,25.72%, 62.14%, 36.42%,-,-, 1.45%,1.4399999999999977%,9e035c
22107,0.54%, 49.04%, 49.58%,-,-, 1.38%,1.3799999999999955%,7d037e
22109,31.24%, 64.96%, 33.73%,-,-, 1.31%,1.3100000000000023%,a50356
22111,40.75%, 69.57%, 28.82%,-,-, 1.60%,1.6100000000000136%,b10449
22113,24.37%, 61.38%, 37.00%,-,-, 1.62%,1.6200000000000045%,9c045e
22115,45.95%, 72.44%, 26.50%,-,-, 1.06%,1.0600000000000023%,b80243
22117,24.95%, 61.69%, 36.74%,-,-, 1.58%,1.5699999999999932%,9d045d
22119,22.97%, 60.00%, 37.04%,-,-, 0.80%,2.960000000000008%,99075e
22121,8.21%, 53.73%, 45.52%,-,-, 0.75%,0.75%,890174
22123,49.85%, 74.31%, 24.46%,-,-, 1.23%,1.2299999999999898%,bd033e
22125,13.76%, 56.19%, 42.43%,-,-, 1.38%,1.3799999999999955%,8f036c
22127,35.50%, 67.10%, 31.60%,-,-, 1.31%,1.3000000000000114%,ab0350
23001,10.67%, 43.73%, 54.40%,-,-, 1.86%,1.8700000000000045%,6f048a
23003,5.31%, 46.55%, 51.86%,-,-, 1.59%,1.5900000000000034%,760484
23005,18.08%, 40.12%, 58.20%,-,-, 1.68%,1.6800000000000068%,660494
23007,12.09%, 42.74%, 54.83%,-,-, 2.42%,2.430000000000007%,6c068b
23009,11.00%, 43.49%, 54.49%,-,-, 2.02%,2.019999999999996%,6e058a
23011,8.77%, 44.57%, 53.34%,-,-, 2.09%,2.0900000000000034%,710588
23013,11.13%, 43.46%, 54.59%,-,-, 1.95%,1.9499999999999886%,6e048b
23015,4.43%, 46.83%, 51.26%,-,-, 1.90%,1.9099999999999966%,770482
23017,7.68%, 45.00%, 52.68%,-,-, 2.32%,2.319999999999993%,720586
23019,0.12%, 49.10%, 49.22%,-,-, 1.68%,1.6800000000000068%,7d047d
23021,8.95%, 53.31%, 44.36%,-,-, 2.33%,2.3299999999999983%,870571
23023,7.64%, 45.05%, 52.69%,-,-, 2.25%,2.260000000000005%,720586
23025,2.22%, 47.78%, 50.00%,-,-, 2.21%,2.219999999999999%,79057f
23027,5.58%, 46.19%, 51.77%,-,-, 2.03%,2.039999999999992%,750584
23029,1.32%, 49.79%, 48.47%,-,-, 1.73%,1.740000000000009%,7e047b
23031,8.34%, 45.01%, 53.35%,-,-, 1.64%,1.6400000000000006%,720488
24001,28.15%, 63.57%, 35.42%,-,-, 1.00%,1.009999999999991%,a2025a
24003,12.48%, 55.59%, 43.11%,-,-, 1.30%,1.2999999999999972%,8d036d
24005,4.65%, 46.98%, 51.62%,-,-, 1.40%,1.4000000000000057%,770383
24009,17.92%, 58.49%, 40.58%,-,-, 0.93%,0.9300000000000068%,950267
24011,31.58%, 65.13%, 33.55%,-,-, 1.32%,1.3200000000000074%,a60355
24013,40.71%, 69.66%, 28.95%,-,-, 1.39%,1.3900000000000006%,b10349
24015,20.91%, 59.87%, 38.97%,-,-, 1.16%,1.1599999999999966%,980263
24017,1.57%, 48.84%, 50.40%,-,-, 0.76%,0.7599999999999909%,7c0180
24019,17.92%, 58.48%, 40.57%,-,-, 0.95%,0.9500000000000028%,950267
24021,20.31%, 59.58%, 39.27%,-,-, 1.15%,1.1500000000000057%,970264
24023,46.41%, 72.77%, 26.36%,-,-, 0.87%,0.8700000000000045%,b90243
24025,28.28%, 63.48%, 35.20%,-,-, 1.31%,1.3199999999999932%,a10359
24027,9.37%, 44.63%, 54.00%,-,-, 1.37%,1.3700000000000045%,710389
24029,6.70%, 52.77%, 46.07%,-,-, 1.15%,1.1599999999999966%,860275
24031,33.14%, 32.83%, 65.97%,-,-, 1.19%,1.2000000000000028%,5303a8
24033,64.37%, 17.44%, 81.81%,-,-, 0.76%,0.75%,2c01d0
24035,34.04%, 66.48%, 32.44%,-,-, 1.08%,1.0799999999999983%,a90252
24037,26.24%, 62.57%, 36.33%,-,-, 1.09%,1.0999999999999943%,9f025c
24039,9.45%, 54.30%, 44.85%,-,-, 0.85%,0.8499999999999943%,8a0272
24041,20.79%, 59.84%, 39.05%,-,-, 1.11%,1.1099999999999994%,980263
24043,28.55%, 63.76%, 35.21%,-,-, 1.04%,1.0300000000000011%,a20259
24045,18.29%, 58.66%, 40.36%,-,-, 0.98%,0.980000000000004%,950266
24047,22.60%, 60.84%, 38.24%,-,-, 0.92%,0.9199999999999875%,9b0261
24510,64.99%, 16.96%, 81.95%,-,-, 1.08%,1.0900000000000034%,2b02d0
25001,10.31%, 44.29%, 54.60%,-,-, 1.11%,1.1099999999999994%,70028b
25003,47.38%, 25.74%, 73.12%,-,-, 1.14%,1.1400000000000006%,4102ba
25005,28.05%, 35.44%, 63.49%,-,-, 1.07%,1.0699999999999932%,5a02a1
25007,46.64%, 26.03%, 72.67%,-,-, 1.30%,1.2999999999999972%,4203b9
25009,17.69%, 40.55%, 58.24%,-,-, 1.22%,1.210000000000008%,670394
25011,38.77%, 29.58%, 68.35%,-,-, 2.07%,2.0700000000000074%,4b05ae
25013,22.92%, 38.00%, 60.93%,-,-, 1.07%,1.0699999999999932%,60029b
25015,40.80%, 28.64%, 69.44%,-,-, 1.92%,1.9200000000000017%,4904b1
25017,29.47%, 34.52%, 63.99%,-,-, 1.49%,1.4899999999999949%,5803a3
25019,27.39%, 35.64%, 63.03%,-,-, 1.33%,1.3299999999999983%,5a03a0
25021,21.63%, 38.58%, 60.21%,-,-, 1.20%,1.210000000000008%,620399
25023,8.39%, 45.27%, 53.66%,-,-, 1.08%,1.0699999999999932%,730288
25025,53.05%, 22.82%, 75.88%,-,-, 1.30%,1.3000000000000114%,3a03c1
25027,14.11%, 42.30%, 56.41%,-,-, 1.29%,1.2900000000000063%,6b038f
26001,11.04%, 55.00%, 43.96%,-,-, 1.04%,1.039999999999992%,8c0270
26003,1.62%, 48.65%, 50.26%,-,-, 1.09%,1.0900000000000034%,7c0280
26005,27.21%, 63.11%, 35.90%,-,-, 0.98%,0.9900000000000091%,a0025b
26007,1.70%, 50.39%, 48.70%,-,-, 0.91%,0.9099999999999966%,80027c
26009,24.28%, 61.52%, 37.24%,-,-, 1.23%,1.2399999999999949%,9c035e
26011,0.06%, 49.55%, 49.61%,-,-, 0.84%,0.8400000000000034%,7e027e
26013,8.60%, 53.66%, 45.06%,-,-, 1.28%,1.2800000000000011%,880372
26015,24.20%, 61.57%, 37.37%,-,-, 1.06%,1.0600000000000023%,9d025f
26017,9.82%, 44.60%, 54.42%,-,-, 0.98%,0.9799999999999898%,71028a
26019,9.21%, 54.04%, 44.83%,-,-, 1.14%,1.1299999999999955%,890272
26021,11.02%, 55.01%, 43.99%,-,-, 1.00%,1.0%,8c0270
26023,21.04%, 60.02%, 38.98%,-,-, 1.00%,1.0%,990263
26025,3.51%, 51.21%, 47.70%,-,-, 1.09%,1.0900000000000034%,820279
26027,15.10%, 57.12%, 42.02%,-,-, 0.86%,0.8599999999999994%,91026b
26029,17.58%, 58.09%, 40.52%,-,-, 1.39%,1.3899999999999864%,940367
26031,13.37%, 56.15%, 42.78%,-,-, 1.07%,1.0699999999999932%,8f026d
26033,11.64%, 55.33%, 43.69%,-,-, 0.99%,0.980000000000004%,8d026f
26035,0.73%, 49.82%, 49.09%,-,-, 1.08%,1.0900000000000034%,7f027d
26037,17.21%, 58.16%, 40.95%,-,-, 0.89%,0.8900000000000006%,940268
26039,12.32%, 55.52%, 43.21%,-,-, 1.27%,1.269999999999996%,8d036e
26041,1.55%, 50.32%, 48.76%,-,-, 0.92%,0.9200000000000017%,80027c
26043,15.38%, 57.08%, 41.70%,-,-, 1.22%,1.2199999999999989%,91036a
26045,7.84%, 53.41%, 45.58%,-,-, 1.01%,1.0100000000000051%,880274
26047,20.07%, 59.48%, 39.41%,-,-, 1.12%,1.1100000000000136%,970264
26049,20.80%, 39.23%, 60.03%,-,-, 0.73%,0.7400000000000091%,640199
26051,3.23%, 51.18%, 47.95%,-,-, 0.86%,0.8700000000000045%,82027a
26053,5.75%, 46.56%, 52.31%,-,-, 1.14%,1.1299999999999955%,760285
26055,19.90%, 59.42%, 39.52%,-,-, 1.06%,1.0600000000000023%,970264
26057,14.14%, 56.59%, 42.45%,-,-, 0.97%,0.9599999999999937%,90026c
26059,28.10%, 63.34%, 35.23%,-,-, 1.43%,1.4300000000000068%,a10359
26061,13.61%, 56.08%, 42.46%,-,-, 1.46%,1.460000000000008%,8f036c
26063,11.69%, 55.37%, 43.68%,-,-, 0.95%,0.9500000000000028%,8d026f
26065,16.64%, 41.14%, 57.78%,-,-, 1.08%,1.0799999999999983%,680293
26067,21.63%, 60.18%, 38.55%,-,-, 1.27%,1.2700000000000102%,990362
26069,5.31%, 52.13%, 46.82%,-,-, 1.06%,1.0499999999999972%,840277
26071,0.14%, 49.52%, 49.38%,-,-, 1.11%,1.0999999999999943%,7e027d
26073,2.38%, 48.19%, 50.57%,-,-, 1.24%,1.240000000000009%,7a0380
26075,12.54%, 55.75%, 43.21%,-,-, 1.03%,1.039999999999992%,8e026e
26077,3.60%, 47.71%, 51.31%,-,-, 0.98%,0.9799999999999898%,790282
26079,22.61%, 60.67%, 38.05%,-,-, 1.28%,1.2800000000000011%,9a0361
26081,18.66%, 58.85%, 40.19%,-,-, 0.96%,0.960000000000008%,960266
26083,10.49%, 54.27%, 43.78%,-,-, 1.95%,1.9499999999999886%,8a046f
26085,3.28%, 47.71%, 50.99%,-,-, 1.30%,1.2999999999999972%,790382
26087,16.92%, 57.89%, 40.97%,-,-, 1.14%,1.1400000000000006%,930268
26089,12.11%, 55.57%, 43.46%,-,-, 0.98%,0.9699999999999989%,8d026e
26091,10.40%, 54.61%, 44.22%,-,-, 1.17%,1.1700000000000017%,8b0270
26093,26.53%, 62.79%, 36.26%,-,-, 0.95%,0.9500000000000028%,a0025c
26095,24.89%, 61.82%, 36.94%,-,-, 1.24%,1.240000000000009%,9d035e
26097,13.44%, 56.16%, 42.72%,-,-, 1.12%,1.1200000000000045%,8f026c
26099,1.49%, 50.24%, 48.75%,-,-, 1.01%,1.009999999999991%,80027c
26101,0.18%, 49.41%, 49.23%,-,-, 1.36%,1.3600000000000136%,7d037d
26103,8.38%, 45.22%, 53.60%,-,-, 1.19%,1.1800000000000068%,730388
26105,12.26%, 55.60%, 43.34%,-,-, 1.05%,1.0600000000000023%,8d026e
26107,11.26%, 55.23%, 43.97%,-,-, 0.80%,0.8000000000000114%,8c0270
26109,5.39%, 52.04%, 46.64%,-,-, 1.32%,1.3199999999999932%,840376
26111,13.90%, 56.31%, 42.41%,-,-, 1.27%,1.2800000000000011%,8f036c
26113,36.87%, 68.12%, 31.25%,-,-, 0.63%,0.6299999999999955%,ad014f
26115,1.86%, 50.54%, 48.68%,-,-, 0.77%,0.7800000000000011%,80017c
26117,13.08%, 55.99%, 42.91%,-,-, 1.10%,1.0999999999999943%,8e026d
26119,19.85%, 59.32%, 39.48%,-,-, 1.20%,1.2000000000000028%,970364
26121,11.18%, 43.96%, 55.14%,-,-, 0.91%,0.9000000000000057%,70028c
26123,19.90%, 59.49%, 39.60%,-,-, 0.91%,0.9099999999999966%,970264
26125,0.43%, 49.32%, 49.75%,-,-, 0.93%,0.9300000000000068%,7d027e
26127,10.05%, 54.30%, 44.25%,-,-, 1.46%,1.4500000000000028%,8a0370
26129,2.21%, 50.52%, 48.30%,-,-, 1.18%,1.1800000000000068%,80037b
26131,9.52%, 53.96%, 44.44%,-,-, 1.60%,1.5999999999999943%,890471
26133,19.06%, 58.98%, 39.93%,-,-, 1.09%,1.0900000000000034%,960265
26135,17.65%, 58.29%, 40.64%,-,-, 1.07%,1.0699999999999932%,940267
26137,22.72%, 60.70%, 37.98%,-,-, 1.32%,1.3199999999999932%,9a0360
26139,43.92%, 71.55%, 27.64%,-,-, 0.81%,0.8100000000000023%,b60246
26141,7.32%, 52.98%, 45.66%,-,-, 1.36%,1.3600000000000136%,870374
26143,3.86%, 51.28%, 47.43%,-,-, 1.29%,1.289999999999992%,820378
26145,7.51%, 45.86%, 53.37%,-,-, 0.78%,0.7700000000000102%,740188
26147,8.23%, 53.60%, 45.36%,-,-, 1.04%,1.039999999999992%,880273
26149,22.55%, 60.78%, 38.23%,-,-, 0.99%,0.9900000000000091%,9a0261
26151,22.87%, 60.84%, 37.97%,-,-, 1.19%,1.1899999999999977%,9b0360
26153,2.93%, 51.05%, 48.12%,-,-, 0.83%,0.8300000000000125%,82027a
26155,6.89%, 52.95%, 46.06%,-,-, 0.99%,0.9899999999999949%,870275
26157,9.73%, 54.31%, 44.57%,-,-, 1.12%,1.1200000000000045%,8a0271
26159,4.34%, 51.60%, 47.26%,-,-, 1.14%,1.1400000000000006%,830278
26161,27.99%, 35.47%, 63.46%,-,-, 1.07%,1.0699999999999932%,5a02a1
26163,39.58%, 29.81%, 69.39%,-,-, 0.80%,0.7999999999999972%,4c02b0
26165,19.34%, 59.14%, 39.80%,-,-, 1.06%,1.0600000000000023%,960265
27001,2.42%, 50.44%, 48.02%,-,-, 1.53%,1.539999999999992%,80037a
27003,6.68%, 52.77%, 46.09%,-,-, 1.14%,1.1399999999999864%,860275
27005,18.09%, 58.30%, 40.21%,-,-, 1.49%,1.490000000000009%,940366
27007,1.68%, 48.45%, 50.13%,-,-, 1.43%,1.4199999999999875%,7b037f
27009,10.79%, 54.63%, 43.84%,-,-, 1.53%,1.5300000000000011%,8b036f
27011,1.73%, 48.35%, 50.08%,-,-, 1.57%,1.5699999999999932%,7b047f
27013,3.41%, 47.52%, 50.92%,-,-, 1.56%,1.5600000000000023%,790381
27015,23.49%, 60.93%, 37.44%,-,-, 1.63%,1.6299999999999955%,9b045f
27017,26.29%, 36.23%, 62.52%,-,-, 1.25%,1.25%,5c039f
27019,26.54%, 62.78%, 36.24%,-,-, 0.98%,0.9799999999999898%,a0025c
27021,12.82%, 55.78%, 42.96%,-,-, 1.26%,1.259999999999991%,8e036d
27023,5.07%, 46.76%, 51.83%,-,-, 1.41%,1.4099999999999966%,770384
27025,12.34%, 55.57%, 43.24%,-,-, 1.19%,1.1899999999999977%,8d036e
27027,4.96%, 51.79%, 46.83%,-,-, 1.38%,1.3799999999999955%,840377
27029,13.00%, 55.90%, 42.90%,-,-, 1.19%,1.2000000000000028%,8e036d
27031,7.39%, 45.08%, 52.47%,-,-, 2.45%,2.450000000000003%,720685
27033,13.05%, 55.85%, 42.80%,-,-, 1.35%,1.3499999999999943%,8e036d
27035,15.21%, 56.96%, 41.75%,-,-, 1.29%,1.289999999999992%,91036a
27037,2.00%, 50.48%, 48.48%,-,-, 1.04%,1.0400000000000063%,80027b
27039,14.96%, 56.68%, 41.72%,-,-, 1.60%,1.5999999999999943%,90046a
27041,17.60%, 58.07%, 40.47%,-,-, 1.46%,1.460000000000008%,940367
27043,11.83%, 55.22%, 43.39%,-,-, 1.38%,1.3900000000000006%,8c036e
27045,1.12%, 48.67%, 49.79%,-,-, 1.53%,1.539999999999992%,7c037e
27047,11.62%, 43.48%, 55.09%,-,-, 1.43%,1.4300000000000068%,6e038c
27049,4.03%, 51.29%, 47.26%,-,-, 1.45%,1.4500000000000028%,820378
27051,0.97%, 49.57%, 48.60%,-,-, 1.83%,1.8299999999999983%,7e047b
27053,19.89%, 39.43%, 59.33%,-,-, 1.24%,1.240000000000009%,640397
27055,3.20%, 50.81%, 47.61%,-,-, 1.58%,1.5799999999999983%,810479
27057,15.02%, 56.83%, 41.81%,-,-, 1.37%,1.3599999999999994%,90036a
27059,17.12%, 57.94%, 40.82%,-,-, 1.24%,1.240000000000009%,930368
27061,10.61%, 43.93%, 54.54%,-,-, 1.53%,1.5300000000000011%,70038b
27063,6.44%, 52.33%, 45.89%,-,-, 1.78%,1.7800000000000011%,850475
27065,11.34%, 54.89%, 43.55%,-,-, 1.56%,1.5600000000000023%,8b036f
27067,11.09%, 54.82%, 43.74%,-,-, 1.44%,1.4399999999999977%,8b036f
27069,0.97%, 48.73%, 49.70%,-,-, 1.57%,1.5699999999999932%,7c047e
27071,1.68%, 48.42%, 50.10%,-,-, 1.48%,1.4799999999999898%,7b037f
27073,6.54%, 46.09%, 52.63%,-,-, 1.28%,1.2800000000000011%,750386
27075,20.41%, 39.16%, 59.57%,-,-, 1.27%,1.2700000000000102%,630397
27077,21.13%, 59.50%, 38.38%,-,-, 2.13%,2.1200000000000045%,970561
27079,8.87%, 53.70%, 44.83%,-,-, 1.47%,1.4699999999999989%,880372
27081,5.33%, 51.94%, 46.62%,-,-, 1.44%,1.4399999999999977%,840376
27083,15.08%, 56.84%, 41.76%,-,-, 1.40%,1.4000000000000057%,90036a
27085,25.50%, 61.95%, 36.45%,-,-, 1.59%,1.5999999999999943%,9d045c
27087,8.25%, 45.14%, 53.39%,-,-, 1.48%,1.4699999999999989%,730388
27089,15.80%, 57.30%, 41.50%,-,-, 1.20%,1.2000000000000028%,920369
27091,15.58%, 57.13%, 41.55%,-,-, 1.32%,1.3199999999999932%,910369
27093,12.66%, 55.57%, 42.91%,-,-, 1.52%,1.5200000000000102%,8d036d
27095,11.61%, 55.06%, 43.45%,-,-, 1.48%,1.4899999999999949%,8c036e
27097,17.33%, 57.87%, 40.54%,-,-, 1.59%,1.5900000000000034%,930467
27099,23.45%, 37.54%, 60.99%,-,-, 1.47%,1.4699999999999989%,5f039b
27101,10.02%, 54.40%, 44.38%,-,-, 1.22%,1.2199999999999989%,8a0371
27103,0.61%, 48.98%, 49.59%,-,-, 1.44%,1.4300000000000068%,7c037e
27105,13.70%, 56.05%, 42.35%,-,-, 1.60%,1.5999999999999943%,8e046b
27107,4.20%, 47.09%, 51.29%,-,-, 1.63%,1.6200000000000045%,780482
27109,5.71%, 52.21%, 46.50%,-,-, 1.28%,1.289999999999992%,850376
27111,23.92%, 61.33%, 37.41%,-,-, 1.26%,1.2600000000000051%,9c035f
27113,9.26%, 53.68%, 44.42%,-,-, 1.90%,1.9000000000000057%,880471
27115,1.34%, 48.44%, 49.79%,-,-, 1.77%,1.7700000000000102%,7b047e
27117,23.17%, 60.93%, 37.76%,-,-, 1.31%,1.3100000000000023%,9b0360
27119,12.73%, 55.68%, 42.95%,-,-, 1.37%,1.3700000000000045%,8d036d
27121,0.03%, 49.30%, 49.27%,-,-, 1.43%,1.4300000000000068%,7d037d
27123,27.42%, 35.62%, 63.04%,-,-, 1.33%,1.3400000000000034%,5a03a0
27125,9.23%, 53.47%, 44.24%,-,-, 2.30%,2.289999999999992%,880570
27127,22.04%, 60.18%, 38.14%,-,-, 1.68%,1.6800000000000068%,990461
27129,7.70%, 53.06%, 45.36%,-,-, 1.58%,1.5799999999999983%,870473
27131,8.27%, 45.15%, 53.42%,-,-, 1.43%,1.4300000000000068%,730388
27133,21.40%, 59.93%, 38.53%,-,-, 1.54%,1.539999999999992%,980362
27135,36.82%, 67.69%, 30.87%,-,-, 1.44%,1.4399999999999977%,ac034e
27137,31.65%, 33.55%, 65.20%,-,-, 1.25%,1.25%,5503a6
27139,19.95%, 59.46%, 39.51%,-,-, 1.03%,1.0300000000000011%,970264
27141,22.59%, 60.75%, 38.15%,-,-, 1.10%,1.0999999999999943%,9a0261
27143,19.63%, 58.74%, 39.11%,-,-, 2.15%,2.1500000000000057%,950563
27145,12.00%, 55.21%, 43.21%,-,-, 1.58%,1.5799999999999983%,8c046e
27147,12.81%, 55.57%, 42.76%,-,-, 1.67%,1.6700000000000017%,8d046d
27149,3.51%, 50.93%, 47.42%,-,-, 1.65%,1.6500000000000057%,810478
27151,11.93%, 43.26%, 55.19%,-,-, 1.55%,1.5500000000000114%,6e038c
27153,15.65%, 56.86%, 41.21%,-,-, 1.92%,1.9300000000000068%,900469
27155,2.34%, 50.26%, 47.92%,-,-, 1.82%,1.8199999999999932%,80047a
27157,4.83%, 51.71%, 46.88%,-,-, 1.41%,1.4099999999999966%,830377
27159,20.06%, 59.41%, 39.35%,-,-, 1.24%,1.240000000000009%,970364
27161,13.04%, 55.68%, 42.64%,-,-, 1.67%,1.6800000000000068%,8d046c
27163,3.39%, 51.19%, 47.80%,-,-, 1.01%,1.0100000000000051%,820279
27165,8.17%, 53.20%, 45.03%,-,-, 1.77%,1.769999999999996%,870472
27167,32.15%, 65.30%, 33.14%,-,-, 1.56%,1.5600000000000023%,a60354
27169,5.63%, 46.26%, 51.90%,-,-, 1.84%,1.8400000000000034%,750484
27171,22.77%, 60.77%, 37.99%,-,-, 1.24%,1.2399999999999949%,9a0360
27173,1.37%, 49.98%, 48.61%,-,-, 1.41%,1.4099999999999966%,7f037b
28001,9.22%, 45.20%, 54.42%,-,-, 0.39%,0.37999999999999545%,73008a
28003,22.33%, 60.64%, 38.30%,-,-, 1.06%,1.0600000000000023%,9a0261
28005,15.77%, 57.62%, 41.85%,-,-, 0.53%,0.5300000000000011%,92016a
28007,22.77%, 61.09%, 38.32%,-,-, 0.58%,0.5900000000000034%,9b0161
28009,6.50%, 46.36%, 52.86%,-,-, 0.78%,0.7800000000000011%,760186
28011,26.76%, 36.16%, 62.92%,-,-, 0.92%,0.9200000000000017%,5c02a0
28013,29.68%, 64.63%, 34.95%,-,-, 0.42%,0.4200000000000017%,a40159
28015,31.55%, 65.52%, 33.98%,-,-, 0.50%,0.5%,a70156
28017,1.38%, 50.22%, 48.84%,-,-, 0.95%,0.9399999999999977%,80027c
28019,32.53%, 66.00%, 33.46%,-,-, 0.54%,0.539999999999992%,a80155
28021,63.72%, 17.74%, 81.46%,-,-, 0.80%,0.8000000000000114%,2d02cf
28023,35.51%, 67.51%, 32.00%,-,-, 0.49%,0.4899999999999949%,ac0151
28025,4.50%, 47.50%, 52.00%,-,-, 0.50%,0.5%,790184
28027,29.50%, 34.65%, 64.15%,-,-, 1.20%,1.1999999999999886%,5803a3
28029,12.40%, 55.95%, 43.54%,-,-, 0.51%,0.5099999999999909%,8e016f
28031,22.86%, 61.12%, 38.27%,-,-, 0.61%,0.6099999999999994%,9b0161
28033,45.25%, 72.30%, 27.05%,-,-, 0.65%,0.6500000000000057%,b80144
28035,22.80%, 61.01%, 38.21%,-,-, 0.77%,0.7800000000000011%,9b0161
28037,29.37%, 64.42%, 35.05%,-,-, 0.53%,0.5300000000000011%,a40159
28039,56.23%, 77.78%, 21.55%,-,-, 0.67%,0.6700000000000017%,c60136
28041,45.84%, 72.66%, 26.82%,-,-, 0.53%,0.5200000000000102%,b90144
28043,16.73%, 58.08%, 41.34%,-,-, 0.58%,0.5799999999999983%,940169
28045,41.83%, 70.41%, 28.58%,-,-, 1.01%,1.0100000000000051%,b30248
28047,26.27%, 62.73%, 36.46%,-,-, 0.80%,0.8100000000000023%,9f025c
28049,19.32%, 39.97%, 59.29%,-,-, 0.74%,0.7400000000000091%,650197
28051,52.55%, 23.39%, 75.94%,-,-, 0.67%,0.6700000000000017%,3b01c1
28053,30.39%, 34.27%, 64.65%,-,-, 1.08%,1.079999999999984%,5702a4
28055,7.94%, 45.26%, 53.20%,-,-, 1.55%,1.539999999999992%,730387
28057,41.50%, 70.34%, 28.84%,-,-, 0.81%,0.8199999999999932%,b30249
28059,38.30%, 68.79%, 30.49%,-,-, 0.72%,0.7199999999999989%,af014d
28061,3.27%, 48.13%, 51.40%,-,-, 0.46%,0.46999999999999886%,7a0183
28063,63.16%, 18.16%, 81.32%,-,-, 0.52%,0.5200000000000102%,2e01cf
28065,5.05%, 46.28%, 51.33%,-,-, 2.39%,2.3900000000000006%,760682
28067,43.98%, 71.72%, 27.74%,-,-, 0.54%,0.5400000000000063%,b60146
28069,7.73%, 45.82%, 53.55%,-,-, 0.63%,0.6299999999999955%,740188
28071,18.09%, 58.46%, 40.37%,-,-, 1.16%,1.1700000000000017%,950266
28073,61.02%, 80.19%, 19.17%,-,-, 0.65%,0.6400000000000006%,cc0130
28075,31.30%, 65.42%, 34.11%,-,-, 0.47%,0.46999999999999886%,a60156
28077,26.13%, 62.73%, 36.60%,-,-, 0.67%,0.6700000000000017%,9f015d
28079,21.31%, 60.41%, 39.10%,-,-, 0.49%,0.4900000000000091%,9a0163
28081,33.05%, 66.11%, 33.05%,-,-, 0.84%,0.8400000000000034%,a80254
28083,23.52%, 37.19%, 60.71%,-,-, 2.10%,2.0999999999999943%,5e059a
28085,38.56%, 69.04%, 30.48%,-,-, 0.48%,0.47999999999998977%,b0014d
28087,13.52%, 56.41%, 42.88%,-,-, 0.71%,0.710000000000008%,8f016d
28089,29.13%, 64.29%, 35.17%,-,-, 0.54%,0.539999999999992%,a30159
28091,34.41%, 66.95%, 32.54%,-,-, 0.50%,0.5099999999999909%,aa0152
28093,17.86%, 40.79%, 58.65%,-,-, 0.57%,0.5600000000000023%,680195
28095,19.65%, 59.54%, 39.90%,-,-, 0.56%,0.5600000000000023%,970165
28097,9.62%, 54.61%, 44.99%,-,-, 0.40%,0.4000000000000057%,8b0172
