id,margin,nixon,kennedy,other,hex_color
40153,47.57%, 73.78%, 26.22%,0.0%,bc0042
41001,3.03%, 48.46%, 51.50%,0.03999999999999204%,7b0083
41003,28.71%, 64.36%, 35.64%,0.0%,a4005a
41005,9.27%, 54.53%, 45.26%,0.21000000000000796%,8b0073
41007,1.90%, 48.86%, 50.75%,0.39000000000000057%,7c0081
41009,12.01%, 43.96%, 55.97%,0.06999999999999318%,70008e
41011,19.08%, 40.32%, 59.40%,0.28000000000000114%,660097
41013,7.31%, 46.35%, 53.65%,0.0%,760088
41015,7.47%, 46.23%, 53.70%,0.06999999999999318%,750088
41017,3.71%, 51.74%, 48.03%,0.22999999999998977%,83007a
41019,3.21%, 48.39%, 51.61%,0.0%,7b0083
41021,8.04%, 54.02%, 45.98%,0.0%,890075
41023,8.26%, 54.13%, 45.87%,0.0%,8a0074
41025,9.07%, 54.40%, 45.34%,0.2599999999999909%,8a0073
41027,11.76%, 55.86%, 44.10%,0.03999999999999204%,8e0070
41029,9.40%, 54.59%, 45.19%,0.21999999999999886%,8b0073
41031,7.57%, 53.75%, 46.18%,0.06999999999999318%,890075
41033,15.34%, 57.57%, 42.23%,0.20000000000000284%,92006b
41035,0.93%, 50.46%, 49.54%,0.0%,80007e
41037,3.81%, 51.90%, 48.10%,0.0%,84007a
41039,5.16%, 52.49%, 47.34%,0.1699999999999875%,850078
41041,0.11%, 49.90%, 50.01%,0.09000000000000341%,7f007f
41043,7.79%, 53.89%, 46.11%,0.0%,890075
41045,19.73%, 59.86%, 40.14%,0.0%,980066
41047,16.68%, 58.28%, 41.61%,0.10999999999999943%,94006a
41049,1.76%, 49.12%, 50.88%,0.0%,7d0081
41051,1.19%, 50.53%, 49.34%,0.12999999999999545%,80007d
41053,18.86%, 59.38%, 40.52%,0.09999999999999432%,970067
41055,13.13%, 56.57%, 43.43%,0.0%,90006e
41057,2.03%, 48.92%, 50.94%,0.14000000000000057%,7c0081
41059,7.58%, 53.77%, 46.19%,0.03999999999999204%,890075
41061,5.05%, 47.48%, 52.52%,0.0%,790085
41063,7.74%, 46.08%, 53.82%,0.09999999999999432%,750089
41065,0.81%, 49.58%, 50.39%,0.030000000000001137%,7e0080
41067,17.78%, 58.85%, 41.07%,0.0799999999999983%,960068
41069,9.69%, 54.84%, 45.16%,0.0%,8b0073
41071,20.01%, 59.98%, 39.97%,0.05000000000001137%,980065
42001,24.16%, 62.02%, 37.86%,0.12000000000000455%,9e0060
42003,14.32%, 42.76%, 57.07%,0.1700000000000017%,6d0091
42005,14.63%, 57.23%, 42.59%,0.18000000000000682%,91006c
42007,12.34%, 43.71%, 56.04%,0.25%,6f008e
42009,35.00%, 67.42%, 32.41%,0.1700000000000017%,ab0052
42011,9.91%, 54.78%, 44.87%,0.3499999999999943%,8b0072
42013,28.92%, 64.40%, 35.48%,0.12000000000000455%,a4005a
42015,40.22%, 70.04%, 29.82%,0.13999999999998636%,b2004c
42017,8.25%, 53.95%, 45.70%,0.3499999999999943%,890074
42019,22.77%, 61.22%, 38.45%,0.3299999999999983%,9c0062
42021,17.12%, 41.35%, 58.48%,0.1700000000000017%,690095
42023,22.25%, 61.06%, 38.80%,0.14000000000000057%,9b0062
42025,0.78%, 50.28%, 49.50%,0.21999999999999886%,80007e
42027,36.13%, 67.98%, 31.85%,0.1699999999999875%,ad0051
42029,27.46%, 63.64%, 36.18%,0.18000000000000682%,a2005c
42031,30.30%, 65.04%, 34.74%,0.21999999999999886%,a50058
42033,14.16%, 56.97%, 42.81%,0.21999999999999886%,91006d
42035,21.23%, 60.58%, 39.34%,0.0799999999999983%,9a0064
42037,24.29%, 62.11%, 37.82%,0.06999999999999318%,9e0060
42039,21.69%, 60.68%, 38.99%,0.3299999999999983%,9a0063
42041,37.97%, 68.79%, 30.83%,0.37999999999999545%,af004e
42043,28.89%, 64.22%, 35.33%,0.45000000000000284%,a3015a
42045,4.23%, 52.02%, 47.79%,0.18999999999999773%,840079
42047,7.98%, 45.96%, 53.95%,0.09000000000000341%,750089
42049,2.08%, 48.82%, 50.90%,0.28000000000000114%,7c0081
42051,20.97%, 39.38%, 60.35%,0.269999999999996%,640099
42053,28.69%, 64.19%, 35.51%,0.30000000000001137%,a3005a
42055,29.07%, 64.48%, 35.41%,0.10999999999999943%,a4005a
42057,23.43%, 61.61%, 38.18%,0.21000000000000796%,9d0061
42059,12.51%, 43.70%, 56.21%,0.09000000000000341%,6f008f
42061,40.38%, 70.07%, 29.69%,0.2400000000000091%,b2004b
42063,17.44%, 58.59%, 41.15%,0.2599999999999909%,950068
42065,27.81%, 63.82%, 36.01%,0.1700000000000017%,a2005b
42067,29.47%, 64.66%, 35.19%,0.15000000000000568%,a40059
42069,23.47%, 38.25%, 61.72%,0.030000000000001137%,61009d
42071,40.36%, 70.06%, 29.70%,0.23999999999999488%,b2004b
42073,1.38%, 49.20%, 50.58%,0.21999999999999886%,7d0080
42075,36.85%, 68.33%, 31.49%,0.18000000000000682%,ae0050
42077,15.54%, 57.64%, 42.10%,0.2599999999999909%,92006b
42079,18.53%, 40.58%, 59.10%,0.3199999999999932%,670096
42081,24.20%, 62.05%, 37.85%,0.09999999999999432%,9e0060
42083,27.55%, 63.62%, 36.07%,0.3100000000000023%,a2005b
42085,9.10%, 54.43%, 45.33%,0.2400000000000091%,8a0073
42087,36.17%, 67.85%, 31.68%,0.46999999999999886%,ad0150
42089,28.13%, 63.74%, 35.61%,0.6500000000000057%,a2015a
42091,21.50%, 60.68%, 39.18%,0.14000000000000057%,9a0063
42093,22.46%, 61.17%, 38.71%,0.12000000000000455%,9b0062
42095,1.06%, 49.43%, 50.48%,0.09000000000000341%,7e0080
42097,10.70%, 55.31%, 44.61%,0.0799999999999983%,8d0071
42099,40.80%, 70.30%, 29.50%,0.20000000000000284%,b3004b
42101,36.22%, 31.79%, 68.02%,0.18999999999999773%,5100ad
42103,40.89%, 70.39%, 29.49%,0.12000000000000455%,b3004b
42105,30.45%, 65.12%, 34.67%,0.20999999999999375%,a60058
42107,0.27%, 49.82%, 50.10%,0.0799999999999983%,7f007f
42109,60.34%, 80.09%, 19.75%,0.1599999999999966%,cc0032
42111,16.46%, 58.17%, 41.71%,0.12000000000000455%,94006a
42113,10.26%, 55.05%, 44.79%,0.1599999999999966%,8c0072
42115,27.81%, 63.88%, 36.07%,0.04999999999999716%,a2005b
42117,46.17%, 73.04%, 26.86%,0.09999999999999432%,ba0044
42119,57.78%, 78.82%, 21.04%,0.14000000000001478%,c80035
42121,36.11%, 68.01%, 31.90%,0.09000000000000341%,ad0051
42123,27.95%, 63.81%, 35.86%,0.3299999999999983%,a2005b
42125,16.68%, 41.59%, 58.28%,0.12999999999999545%,6a0094
42127,35.73%, 67.77%, 32.04%,0.18999999999999773%,ac0051
42129,10.86%, 44.45%, 55.31%,0.23999999999999488%,71008d
42131,38.81%, 69.36%, 30.56%,0.0799999999999983%,b0004d
42133,17.55%, 58.57%, 41.02%,0.4099999999999966%,950168
44001,19.11%, 40.44%, 59.56%,0.0%,670097
44003,11.49%, 44.26%, 55.74%,0.0%,70008e
44005,13.52%, 43.24%, 56.76%,0.0%,6e0090
44007,34.99%, 32.51%, 67.49%,0.0%,5200ac
44009,4.42%, 52.21%, 47.79%,0.0%,850079
45001,56.77%, 21.62%, 78.38%,0.0%,3700c7
45003,23.24%, 61.62%, 38.38%,0.0%,9d0061
45005,20.73%, 60.37%, 39.63%,0.0%,990065
45007,56.67%, 21.67%, 78.33%,0.0%,3700c7
45009,29.06%, 64.53%, 35.47%,0.0%,a4005a
45011,16.10%, 58.05%, 41.95%,0.0%,94006a
45013,5.78%, 52.89%, 47.11%,0.0%,860078
45015,2.42%, 48.79%, 51.21%,0.0%,7c0082
45017,22.77%, 61.38%, 38.62%,0.0%,9c0062
45019,27.72%, 63.86%, 36.14%,0.0%,a2005c
45021,55.00%, 22.50%, 77.50%,0.0%,3900c5
45023,43.94%, 28.03%, 71.97%,0.0%,4700b7
45025,52.87%, 23.57%, 76.43%,0.0%,3c00c2
45027,12.06%, 56.03%, 43.97%,0.0%,8e0070
45029,12.47%, 56.23%, 43.77%,0.0%,8f006f
45031,14.38%, 42.81%, 57.19%,0.0%,6d0091
45033,29.65%, 35.17%, 64.83%,0.0%,5900a5
45035,19.86%, 59.93%, 40.07%,0.0%,980066
45037,26.24%, 63.12%, 36.88%,0.0%,a0005e
45039,2.64%, 48.68%, 51.32%,0.0%,7c0082
45041,2.31%, 48.84%, 51.15%,0.009999999999990905%,7c0082
45043,3.77%, 48.12%, 51.88%,0.0%,7a0084
45045,23.70%, 61.85%, 38.15%,0.0%,9d0061
45047,28.06%, 35.97%, 64.03%,0.0%,5b00a3
45049,25.19%, 62.59%, 37.41%,0.0%,9f005f
45051,22.90%, 38.55%, 61.45%,0.0%,62009c
45053,3.87%, 51.93%, 48.07%,0.0%,84007a
45055,4.32%, 52.16%, 47.84%,0.0%,850079
45057,31.31%, 34.34%, 65.66%,0.0%,5700a7
45059,15.91%, 42.05%, 57.95%,0.0%,6b0093
45061,6.82%, 46.59%, 53.41%,0.0%,760088
45063,22.04%, 61.02%, 38.98%,0.0%,9b0063
45065,32.42%, 33.79%, 66.21%,0.0%,5600a8
45067,18.58%, 40.71%, 59.29%,0.0%,670097
45069,33.40%, 33.30%, 66.70%,0.0%,5400aa
45071,5.05%, 47.48%, 52.52%,0.0%,790085
45073,39.30%, 30.35%, 69.65%,0.0%,4d00b1
45075,14.72%, 57.36%, 42.64%,0.0%,92006c
45077,24.53%, 62.26%, 37.74%,0.0%,9e0060
45079,27.88%, 63.94%, 36.06%,0.0%,a3005b
45081,3.24%, 48.38%, 51.62%,0.0%,7b0083
45083,29.59%, 35.21%, 64.79%,0.0%,5900a5
45085,27.82%, 63.91%, 36.09%,0.0%,a2005c
45087,45.07%, 27.47%, 72.53%,0.0%,4600b8
45089,21.14%, 60.57%, 39.43%,0.0%,9a0064
45091,22.47%, 38.77%, 61.23%,0.0%,62009c
46003,0.12%, 49.94%, 50.06%,0.0%,7f007f
46005,18.34%, 59.17%, 40.83%,0.0%,960068
46007,12.41%, 56.20%, 43.80%,0.0%,8f006f
46009,14.18%, 57.09%, 42.91%,0.0%,91006d
46011,31.51%, 65.75%, 34.25%,0.0%,a70057
46013,0.90%, 50.45%, 49.55%,0.0%,80007e
46015,6.56%, 46.72%, 53.28%,0.0%,770087
46017,6.37%, 46.82%, 53.18%,0.0%,770087
46019,30.89%, 65.44%, 34.56%,0.0%,a60058
46021,57.21%, 78.61%, 21.39%,0.0%,c80036
46023,5.92%, 47.04%, 52.96%,0.0%,770087
46025,22.11%, 61.05%, 38.95%,0.0%,9b0063
46027,19.23%, 59.61%, 40.39%,0.0%,980066
46029,10.45%, 55.23%, 44.77%,0.0%,8c0072
46031,8.27%, 54.13%, 45.87%,0.0%,8a0074
46033,27.17%, 63.58%, 36.42%,0.0%,a2005c
46035,0.04%, 49.98%, 50.02%,0.0%,7f007f
46037,3.83%, 48.09%, 51.91%,0.0%,7a0084
46039,23.83%, 61.92%, 38.08%,0.0%,9d0061
46041,5.61%, 52.80%, 47.20%,0.0%,860078
46043,57.45%, 78.73%, 21.27%,0.0%,c80036
46045,3.57%, 51.78%, 48.22%,0.0%,84007a
46047,27.21%, 63.60%, 36.40%,0.0%,a2005c
46049,8.63%, 54.31%, 45.69%,0.0%,8a0074
46051,10.52%, 55.26%, 44.74%,0.0%,8c0072
46053,7.42%, 53.71%, 46.29%,0.0%,880076
46055,24.44%, 62.22%, 37.78%,0.0%,9e0060
46057,26.98%, 63.49%, 36.51%,0.0%,a1005d
46059,14.53%, 57.27%, 42.73%,0.0%,92006c
46061,2.95%, 48.53%, 51.47%,0.0%,7b0083
46063,27.79%, 63.89%, 36.11%,0.0%,a2005c
46065,23.97%, 61.99%, 38.01%,0.0%,9e0060
46067,43.43%, 71.72%, 28.28%,0.0%,b60048
46069,7.89%, 53.94%, 46.06%,0.0%,890075
46071,22.70%, 61.35%, 38.65%,0.0%,9c0062
46073,14.89%, 57.45%, 42.55%,0.0%,92006c
46075,20.71%, 60.36%, 39.64%,0.0%,990065
46077,26.51%, 63.26%, 36.74%,0.0%,a1005d
46079,22.56%, 61.28%, 38.72%,0.0%,9c0062
46081,32.11%, 66.06%, 33.94%,0.0%,a80056
46083,28.31%, 64.16%, 35.84%,0.0%,a3005b
46085,15.56%, 57.78%, 42.22%,0.0%,93006b
46087,13.85%, 56.93%, 43.07%,0.0%,91006d
46089,58.52%, 79.26%, 20.74%,0.0%,ca0034
46091,0.89%, 50.44%, 49.56%,0.0%,80007e
46093,15.79%, 57.89%, 42.11%,0.0%,93006b
46095,20.56%, 60.28%, 39.72%,0.0%,990065
46097,2.27%, 51.13%, 48.87%,0.0%,82007c
46099,21.06%, 60.53%, 39.47%,0.0%,9a0064
46101,4.98%, 52.49%, 47.51%,0.0%,850079
46103,20.62%, 60.31%, 39.69%,0.0%,990065
46105,20.57%, 60.29%, 39.71%,0.0%,990065
46107,13.82%, 56.91%, 43.09%,0.0%,91006d
46109,3.90%, 48.05%, 51.95%,0.0%,7a0084
46111,0.20%, 50.10%, 49.90%,0.0%,7f007f
46113,26.82%, 36.59%, 63.41%,0.0%,5d00a1
46115,3.30%, 51.65%, 48.35%,0.0%,83007b
46117,3.69%, 48.15%, 51.85%,0.0%,7a0084
46119,28.29%, 64.14%, 35.86%,0.0%,a3005b
46121,0.28%, 50.14%, 49.86%,0.0%,7f007f
46123,17.04%, 58.52%, 41.48%,0.0%,950069
46125,45.40%, 72.70%, 27.30%,0.0%,b90045
46127,7.11%, 53.56%, 46.44%,0.0%,880076
46129,24.21%, 62.11%, 37.89%,0.0%,9e0060
46135,14.09%, 57.04%, 42.96%,0.0%,91006d
46137,5.19%, 52.59%, 47.41%,0.0%,860078
47001,6.01%, 52.56%, 46.55%,0.8900000000000006%,860276
47003,25.50%, 36.81%, 62.32%,0.8700000000000045%,5d029e
47005,6.55%, 45.20%, 51.75%,3.049999999999997%,730783
47007,18.68%, 58.69%, 40.01%,1.3000000000000114%,950366
47009,36.93%, 68.20%, 31.27%,0.5300000000000011%,ad014f
47011,40.39%, 69.69%, 29.30%,1.0100000000000051%,b1024a
47013,23.44%, 61.21%, 37.77%,1.019999999999996%,9c0260
47015,3.22%, 48.05%, 51.27%,0.6800000000000068%,7a0182
47017,20.45%, 59.36%, 38.91%,1.730000000000004%,970463
47019,55.72%, 77.31%, 21.60%,1.0900000000000034%,c50237
47021,46.03%, 26.20%, 72.23%,1.5699999999999932%,4204b8
47023,20.10%, 59.05%, 38.95%,2.0%,960563
47025,28.83%, 64.20%, 35.37%,0.4300000000000068%,a3015a
47027,5.79%, 52.14%, 46.34%,1.519999999999996%,840376
47029,63.48%, 81.30%, 17.81%,0.8900000000000006%,cf022d
47031,19.48%, 39.79%, 59.26%,0.9500000000000028%,650297
47033,0.96%, 48.69%, 47.73%,3.5800000000000125%,7c0979
47035,22.98%, 60.70%, 37.72%,1.5799999999999983%,9a0460
47037,6.72%, 46.25%, 52.98%,0.7700000000000102%,750187
47039,11.80%, 54.76%, 42.96%,2.280000000000001%,8b056d
47041,3.54%, 47.59%, 51.12%,1.289999999999992%,790382
47043,33.97%, 32.71%, 66.68%,0.6099999999999852%,5301aa
47045,2.79%, 49.95%, 47.15%,2.9000000000000057%,7f0778
47047,17.08%, 48.95%, 31.87%,19.179999999999993%,7c3051
47049,45.15%, 71.89%, 26.74%,1.3700000000000045%,b70344
47051,42.02%, 28.59%, 70.61%,0.7999999999999972%,4802b4
47053,5.50%, 45.66%, 51.16%,3.180000000000007%,740882
47055,50.38%, 24.54%, 74.91%,0.5500000000000114%,3e01bf
47057,52.25%, 75.86%, 23.61%,0.5300000000000011%,c1013c
47059,33.36%, 66.55%, 33.19%,0.2600000000000051%,a90054
47061,45.84%, 26.55%, 72.40%,1.0499999999999972%,4302b8
47063,38.76%, 69.23%, 30.47%,0.29999999999999716%,b0004d
47065,12.94%, 55.70%, 42.77%,1.5300000000000011%,8e036d
47067,65.40%, 82.56%, 17.16%,0.28000000000000114%,d2002b
47069,3.05%, 44.42%, 47.48%,8.099999999999994%,711479
47071,32.03%, 65.18%, 33.15%,1.6699999999999875%,a60454
47073,45.74%, 72.48%, 26.74%,0.7800000000000011%,b80144
47075,20.37%, 35.63%, 56.00%,8.370000000000005%,5a158e
47077,41.09%, 70.14%, 29.06%,0.7999999999999972%,b2024a
47079,24.55%, 36.93%, 61.48%,1.5900000000000034%,5e049c
47081,31.92%, 33.20%, 65.12%,1.6799999999999926%,5404a6
47083,51.14%, 23.87%, 75.02%,1.1099999999999994%,3c02bf
47085,38.93%, 29.90%, 68.83%,1.2700000000000102%,4c03af
47087,18.59%, 39.80%, 58.38%,1.8199999999999932%,650494
47089,58.01%, 78.79%, 20.79%,0.4199999999999875%,c80135
47091,73.89%, 86.74%, 12.85%,0.4100000000000108%,dd0120
47093,22.59%, 61.00%, 38.40%,0.5999999999999943%,9b0161
47095,28.54%, 34.03%, 62.58%,3.3900000000000006%,56089f
47097,44.29%, 27.36%, 71.65%,0.9899999999999949%,4502b6
47099,7.96%, 53.66%, 45.70%,0.6400000000000006%,880174
47101,49.44%, 25.09%, 74.52%,0.39000000000000057%,3f00be
47103,54.18%, 22.53%, 76.71%,0.7600000000000051%,3901c3
47105,32.20%, 65.47%, 33.27%,1.259999999999991%,a60354
47107,22.98%, 61.16%, 38.19%,0.6500000000000057%,9b0161
47109,20.32%, 59.15%, 38.83%,2.0200000000000102%,960563
47111,50.61%, 74.80%, 24.19%,1.0100000000000051%,be023d
47113,4.41%, 50.09%, 45.68%,4.22999999999999%,7f0a74
47115,7.96%, 45.30%, 53.27%,1.4300000000000068%,730387
47117,35.42%, 31.87%, 67.29%,0.8399999999999892%,5102ab
47119,22.81%, 37.99%, 60.81%,1.1999999999999886%,60039b
47121,13.08%, 56.14%, 43.05%,0.8100000000000023%,8f026d
47123,19.12%, 59.05%, 39.93%,1.0200000000000102%,960265
47125,49.51%, 24.83%, 74.34%,0.8299999999999983%,3f02bd
47127,46.34%, 26.37%, 72.70%,0.9299999999999926%,4302b9
47129,17.25%, 58.13%, 40.88%,0.9899999999999949%,940268
47131,5.42%, 46.36%, 51.78%,1.8599999999999994%,760484
47133,13.12%, 43.06%, 56.19%,0.75%,6d018f
47135,24.81%, 37.13%, 61.95%,0.9199999999999875%,5e029d
47137,34.11%, 67.05%, 32.95%,0.0%,aa0054
47139,17.46%, 58.30%, 40.84%,0.8599999999999994%,940268
47141,2.33%, 48.65%, 50.98%,0.37000000000000455%,7c0081
47143,21.09%, 59.78%, 38.69%,1.5300000000000011%,980362
47145,13.65%, 56.25%, 42.60%,1.1500000000000057%,8f026c
47147,38.65%, 30.15%, 68.80%,1.0500000000000114%,4c02af
47149,17.05%, 40.95%, 58.00%,1.0499999999999972%,680293
47151,49.94%, 74.84%, 24.89%,0.269999999999996%,be003f
47153,13.72%, 42.48%, 56.19%,1.3300000000000125%,6c038f
47155,70.46%, 85.05%, 14.59%,0.35999999999999943%,d80025
47157,0.52%, 49.37%, 48.85%,1.7800000000000011%,7d047c
47159,19.95%, 39.43%, 59.38%,1.1899999999999977%,640397
47161,53.27%, 22.59%, 75.86%,1.5499999999999972%,3903c1
47163,20.28%, 59.46%, 39.18%,1.3599999999999994%,970363
47165,31.15%, 34.02%, 65.17%,0.8100000000000023%,5602a6
47167,34.21%, 30.91%, 65.12%,3.969999999999999%,4e0aa6
47169,53.69%, 22.71%, 76.40%,0.8899999999999864%,3902c2
47171,50.26%, 75.04%, 24.78%,0.1799999999999926%,bf003f
47173,51.94%, 75.63%, 23.68%,0.6899999999999977%,c0013c
47175,17.69%, 40.30%, 57.99%,1.710000000000008%,660493
47177,7.48%, 45.92%, 53.40%,0.6800000000000068%,750188
47179,40.35%, 69.93%, 29.59%,0.47999999999998977%,b2014b
47181,51.16%, 75.21%, 24.04%,0.75%,bf013d
47183,11.65%, 43.69%, 55.35%,0.960000000000008%,6f028d
47185,12.06%, 43.15%, 55.20%,1.6500000000000057%,6e048c
47187,24.52%, 37.34%, 61.86%,0.7999999999999972%,5f029d
47189,17.77%, 40.77%, 58.54%,0.6899999999999977%,670195
48001,4.96%, 52.16%, 47.21%,0.6299999999999955%,850178
48003,7.95%, 45.47%, 53.42%,1.1099999999999994%,730288
48005,15.00%, 41.32%, 56.32%,2.3599999999999994%,69068f
48007,8.92%, 45.31%, 54.23%,0.46000000000000796%,73018a
48009,32.67%, 33.61%, 66.29%,0.09999999999999432%,5500a9
48011,14.30%, 56.74%, 42.44%,0.8199999999999932%,90026c
48013,16.79%, 41.55%, 58.34%,0.10999999999999943%,690094
48015,6.77%, 52.92%, 46.15%,0.9300000000000068%,860275
48017,5.11%, 51.96%, 46.85%,1.1899999999999977%,840377
48019,27.16%, 63.48%, 36.32%,0.20000000000000284%,a1005c
48021,40.64%, 29.61%, 70.25%,0.14000000000000057%,4b00b3
48023,25.41%, 37.27%, 62.68%,0.04999999999999716%,5f009f
48025,7.04%, 46.38%, 53.42%,0.19999999999998863%,760088
48027,39.54%, 30.13%, 69.67%,0.20000000000000284%,4c00b1
48029,8.16%, 45.59%, 53.74%,0.6699999999999875%,740189
48031,19.58%, 39.96%, 59.54%,0.5%,650197
48033,15.57%, 40.39%, 55.96%,3.6500000000000057%,66098e
48035,5.65%, 46.89%, 52.54%,0.5699999999999932%,770185
48037,21.53%, 39.01%, 60.54%,0.45000000000000284%,63019a
48039,1.47%, 50.13%, 48.66%,1.210000000000008%,7f037c
48041,12.92%, 43.46%, 56.38%,0.1599999999999966%,6e008f
48043,1.37%, 50.51%, 49.14%,0.3499999999999943%,80007d
48045,3.33%, 47.93%, 51.26%,0.8100000000000023%,7a0282
48047,54.44%, 22.58%, 77.02%,0.4000000000000057%,3901c4
48049,2.86%, 48.26%, 51.11%,0.6299999999999955%,7b0182
48051,57.08%, 21.38%, 78.46%,0.1600000000000108%,3600c8
48053,19.52%, 39.95%, 59.48%,0.5699999999999932%,650197
48055,29.54%, 35.10%, 64.64%,0.2599999999999909%,5900a4
48057,10.07%, 44.49%, 54.56%,0.9499999999999886%,71028b
48059,10.50%, 44.43%, 54.93%,0.6400000000000006%,71018c
48061,9.83%, 45.01%, 54.84%,0.15000000000000568%,72008b
48063,19.73%, 39.68%, 59.41%,0.9099999999999966%,650297
48065,15.70%, 57.62%, 41.92%,0.46000000000000796%,92016a
48067,11.57%, 43.89%, 55.46%,0.6500000000000057%,6f018d
48069,30.81%, 34.01%, 64.82%,1.170000000000016%,5602a5
48071,9.38%, 44.74%, 54.12%,1.1400000000000006%,72028a
48073,16.63%, 41.02%, 57.65%,1.3299999999999983%,680393
48075,13.81%, 56.78%, 42.97%,0.25%,90006d
48077,24.76%, 37.49%, 62.25%,0.2599999999999909%,5f009e
48079,22.82%, 38.59%, 61.41%,0.0%,62009c
48081,16.14%, 41.43%, 57.56%,1.009999999999991%,690292
48083,7.34%, 53.48%, 46.14%,0.37999999999999545%,880075
48085,14.89%, 42.20%, 57.10%,0.6999999999999886%,6b0191
48087,22.05%, 60.83%, 38.78%,0.39000000000000057%,9b0062
48089,9.18%, 44.95%, 54.13%,0.9199999999999875%,72028a
48091,25.04%, 62.38%, 37.34%,0.28000000000000114%,9f005f
48093,3.94%, 47.73%, 51.67%,0.5999999999999943%,790183
48095,15.78%, 42.03%, 57.81%,0.1599999999999966%,6b0093
48097,11.36%, 55.50%, 44.15%,0.3499999999999943%,8d0070
48099,29.17%, 35.23%, 64.41%,0.36000000000001364%,5900a4
48101,45.26%, 27.19%, 72.45%,0.35999999999999943%,4500b8
48103,10.84%, 43.24%, 54.08%,2.680000000000007%,6e0689
48105,10.21%, 54.93%, 44.72%,0.3499999999999943%,8c0072
48107,33.32%, 33.13%, 66.46%,0.4099999999999966%,5401a9
48109,6.62%, 46.15%, 52.77%,1.0799999999999983%,750286
48111,6.97%, 53.15%, 46.18%,0.6700000000000017%,870175
48113,25.17%, 62.16%, 36.99%,0.8499999999999943%,9e025e
48115,2.31%, 50.89%, 48.59%,0.519999999999996%,81017b
48117,21.65%, 60.44%, 38.79%,0.7700000000000102%,9a0162
48119,49.13%, 25.11%, 74.24%,0.6500000000000057%,4001bd
48121,3.22%, 51.48%, 48.26%,0.2600000000000051%,83007b
48123,10.14%, 54.94%, 44.80%,0.2600000000000051%,8c0072
48125,34.47%, 32.42%, 66.89%,0.6899999999999977%,5201aa
48127,15.48%, 42.16%, 57.64%,0.20000000000000284%,6b0092
48129,10.87%, 55.29%, 44.42%,0.28999999999999204%,8c0071
48131,64.89%, 17.53%, 82.42%,0.04999999999999716%,2c00d2
48133,4.67%, 52.09%, 47.42%,0.4899999999999949%,840178
48135,10.40%, 53.91%, 43.52%,2.569999999999993%,89066e
48137,46.17%, 72.46%, 26.29%,1.25%,b80343
48139,22.79%, 38.42%, 61.21%,0.37000000000000455%,61009c
48141,9.39%, 45.20%, 54.59%,0.20999999999999375%,73008b
48143,3.95%, 51.69%, 47.74%,0.5699999999999932%,830179
48145,37.06%, 31.40%, 68.46%,0.14000000000001478%,5000ae
48147,39.72%, 30.04%, 69.76%,0.19999999999998863%,4c00b1
48149,21.92%, 38.83%, 60.75%,0.4200000000000017%,63019a
48151,48.47%, 25.57%, 74.05%,0.37999999999999545%,4100bc
48153,4.70%, 51.94%, 47.24%,0.8199999999999932%,840278
48155,45.53%, 27.14%, 72.66%,0.20000000000000284%,4500b9
48157,13.46%, 42.81%, 56.27%,0.9199999999999875%,6d028f
48159,29.76%, 34.95%, 64.71%,0.3400000000000034%,5900a5
48161,10.08%, 44.63%, 54.71%,0.6599999999999966%,71018b
48163,19.83%, 39.83%, 59.66%,0.5100000000000051%,650198
48165,0.72%, 49.98%, 49.26%,0.7600000000000051%,7f017d
48167,18.53%, 40.10%, 58.64%,1.259999999999991%,660395
48169,5.84%, 46.76%, 52.60%,0.6400000000000006%,770186
48171,53.35%, 76.62%, 23.27%,0.10999999999999943%,c3003b
48173,15.03%, 41.53%, 56.56%,1.9099999999999966%,690490
48175,2.06%, 50.93%, 48.87%,0.20000000000000284%,81007c
48177,27.41%, 36.22%, 63.62%,0.1599999999999966%,5c00a2
48179,37.67%, 68.76%, 31.09%,0.14999999999999147%,af004f
48181,14.82%, 42.44%, 57.26%,0.30000000000001137%,6c0092
48183,15.55%, 56.99%, 41.44%,1.5699999999999932%,910469
48185,23.76%, 37.90%, 61.66%,0.4399999999999977%,60019d
48187,7.97%, 53.88%, 45.91%,0.21000000000000796%,890075
48189,12.76%, 56.07%, 43.31%,0.6200000000000045%,8e016e
48191,11.86%, 44.02%, 55.88%,0.09999999999999432%,70008e
48193,16.66%, 58.17%, 41.51%,0.3199999999999932%,940069
48195,44.05%, 71.89%, 27.84%,0.269999999999996%,b70046
48197,10.92%, 55.44%, 44.52%,0.03999999999999204%,8d0071
48199,34.10%, 32.79%, 66.89%,0.3199999999999932%,5300aa
48201,6.11%, 51.68%, 45.57%,2.75%,830774
48203,4.98%, 46.39%, 51.36%,2.25%,760582
48205,1.96%, 50.67%, 48.71%,0.6200000000000045%,81017c
48207,52.33%, 23.73%, 76.05%,0.21999999999999886%,3c00c1
48209,28.92%, 35.46%, 64.39%,0.15000000000000568%,5a00a4
48211,43.52%, 71.72%, 28.20%,0.0799999999999983%,b60047
48213,14.91%, 42.23%, 57.14%,0.6299999999999955%,6b0191
48215,15.54%, 42.05%, 57.59%,0.35999999999999943%,6b0092
48217,32.06%, 33.76%, 65.83%,0.4099999999999966%,5601a7
48219,18.85%, 40.29%, 59.15%,0.5600000000000023%,660196
48221,13.49%, 43.12%, 56.61%,0.27000000000001023%,6d0090
48223,20.74%, 39.52%, 60.26%,0.21999999999999886%,640099
