id,margin,dole,clinton,perot,nader,other,hex_color
12057,2.47%, 44.33%, 46.80%, 8.16%,-,8.870000000000005%,711677
12059,13.77%, 47.75%, 33.98%, 17.75%,-,18.27000000000001%,792e56
12061,14.42%, 51.66%, 37.24%, 10.55%,-,11.099999999999994%,831c5e
12063,3.36%, 46.34%, 42.98%, 10.33%,-,10.680000000000007%,761b6d
12065,14.41%, 38.49%, 52.90%, 8.17%,-,8.61%,621586
12067,14.51%, 50.22%, 35.70%, 13.61%,-,14.079999999999998%,80235b
12069,7.23%, 47.48%, 40.25%, 11.92%,-,12.27000000000001%,791f66
12071,9.16%, 48.75%, 39.59%, 11.08%,-,11.659999999999997%,7c1d64
12073,17.60%, 36.99%, 54.59%, 7.28%,-,8.419999999999987%,5e158b
12075,5.77%, 38.85%, 44.63%, 16.03%,-,16.519999999999996%,632a71
12077,2.08%, 42.19%, 40.11%, 17.38%,-,17.700000000000003%,6b2d66
12079,10.72%, 39.29%, 50.01%, 10.35%,-,10.700000000000003%,641b7f
12081,2.32%, 45.56%, 43.24%, 10.70%,-,11.199999999999989%,741c6e
12083,4.84%, 45.92%, 41.08%, 12.58%,-,13.0%,752168
12085,14.03%, 52.18%, 38.16%, 9.16%,-,9.659999999999997%,851861
12086,19.47%, 37.87%, 57.34%, 4.47%,-,4.789999999999992%,600c92
12087,9.76%, 37.11%, 46.86%, 14.82%,-,16.03%,5e2877
12089,22.98%, 57.36%, 34.38%, 7.83%,-,8.259999999999991%,921557
12091,38.42%, 64.53%, 26.11%, 8.62%,-,9.36%,a41742
12093,14.16%, 34.38%, 48.55%, 16.76%,-,17.069999999999993%,572b7b
12095,0.22%, 45.89%, 45.66%, 7.87%,-,8.450000000000003%,751574
12097,7.61%, 39.44%, 47.05%, 13.10%,-,13.510000000000005%,642277
12099,24.38%, 33.68%, 58.06%, 7.74%,-,8.259999999999991%,551594
12101,13.58%, 36.23%, 49.80%, 13.50%,-,13.969999999999999%,5c237e
12103,8.66%, 40.44%, 49.10%, 9.83%,-,10.460000000000008%,671a7d
12105,0.81%, 45.26%, 44.45%, 9.98%,-,10.289999999999992%,731a71
12107,8.84%, 38.91%, 47.75%, 13.01%,-,13.340000000000003%,632279
12109,21.84%, 56.27%, 34.43%, 8.66%,-,9.299999999999997%,8f1757
12111,9.84%, 39.10%, 48.94%, 11.48%,-,11.960000000000008%,631e7c
12113,36.23%, 62.02%, 25.79%, 11.70%,-,12.189999999999998%,9e1f41
12115,3.72%, 46.46%, 42.73%, 10.03%,-,10.810000000000002%,761b6c
12117,12.83%, 52.04%, 39.21%, 8.14%,-,8.75%,841663
12119,6.86%, 38.70%, 45.56%, 15.42%,-,15.739999999999995%,622874
12121,10.40%, 47.28%, 36.88%, 15.43%,-,15.840000000000003%,78285e
12123,4.94%, 39.86%, 44.80%, 14.26%,-,15.340000000000003%,652772
12125,7.16%, 47.26%, 40.09%, 12.28%,-,12.650000000000006%,782066
12127,9.88%, 39.39%, 49.28%, 10.81%,-,11.329999999999998%,641c7d
12129,1.72%, 40.91%, 42.63%, 15.22%,-,16.460000000000008%,68296c
12131,15.25%, 49.68%, 34.42%, 15.09%,-,15.900000000000006%,7e2857
12133,6.77%, 44.83%, 38.06%, 16.37%,-,17.11%,722b61
13001,9.85%, 50.44%, 40.60%, 8.75%,-,8.960000000000008%,801667
13003,2.14%, 42.94%, 45.07%, 11.77%,-,11.990000000000009%,6d1e72
13005,6.55%, 47.07%, 40.51%, 11.97%,-,12.420000000000002%,781f67
13007,37.08%, 27.66%, 64.75%, 7.12%,-,7.590000000000003%,4613a5
13009,10.44%, 40.79%, 51.23%, 7.58%,-,7.980000000000004%,681482
13011,9.54%, 47.23%, 37.68%, 14.60%,-,15.090000000000003%,782660
13013,13.67%, 51.65%, 37.98%, 9.11%,-,10.370000000000005%,831a60
13015,13.30%, 51.32%, 38.02%, 9.82%,-,10.659999999999997%,821b60
13017,16.68%, 37.08%, 53.77%, 8.76%,-,9.150000000000006%,5e1789
13019,2.55%, 42.87%, 45.42%, 11.54%,-,11.710000000000008%,6d1d73
13021,11.91%, 41.61%, 53.53%, 4.54%,-,4.859999999999999%,6a0c88
13023,8.07%, 49.33%, 41.26%, 9.07%,-,9.409999999999997%,7d1769
13025,6.71%, 47.83%, 41.11%, 10.62%,-,11.060000000000002%,791c68
13027,5.90%, 42.87%, 48.77%, 7.75%,-,8.36%,6d157c
13029,22.73%, 57.06%, 34.33%, 8.18%,-,8.61%,911557
13031,9.59%, 50.97%, 41.38%, 7.20%,-,7.650000000000006%,811369
13033,19.17%, 37.47%, 56.63%, 5.63%,-,5.900000000000006%,5f0f90
13035,5.13%, 42.61%, 47.74%, 8.75%,-,9.650000000000006%,6c1879
13037,36.19%, 28.96%, 65.15%, 5.67%,-,5.889999999999986%,490fa6
13039,6.81%, 49.75%, 42.94%, 6.74%,-,7.310000000000002%,7e126d
13043,1.36%, 45.22%, 43.86%, 10.56%,-,10.920000000000002%,731b6f
13045,12.49%, 51.25%, 38.76%, 9.20%,-,9.990000000000009%,821962
13047,20.71%, 55.89%, 35.18%, 8.53%,-,8.930000000000007%,8e1659
13049,0.20%, 45.33%, 45.13%, 9.24%,-,9.539999999999992%,731873
13051,5.32%, 44.88%, 50.20%, 4.25%,-,4.9199999999999875%,720c80
13053,15.43%, 36.78%, 52.22%, 10.63%,-,11.0%,5d1c85
13055,7.75%, 39.72%, 47.47%, 12.58%,-,12.810000000000002%,652079
13057,35.49%, 63.41%, 27.93%, 7.43%,-,8.659999999999997%,a11647
13059,17.19%, 38.41%, 55.61%, 4.39%,-,5.980000000000004%,610f8d
13061,43.22%, 25.63%, 68.85%, 5.42%,-,5.52000000000001%,410eaf
13063,18.21%, 37.34%, 55.55%, 6.32%,-,7.109999999999999%,5f128d
13065,9.43%, 40.42%, 49.85%, 9.32%,-,9.72999999999999%,67187f
13067,20.16%, 56.93%, 36.77%, 5.20%,-,6.299999999999997%,91105d
13069,6.53%, 48.72%, 42.19%, 8.80%,-,9.090000000000003%,7c176b
13071,7.13%, 48.51%, 41.38%, 9.78%,-,10.11%,7b1969
13073,40.04%, 67.18%, 27.14%, 5.39%,-,5.679999999999993%,ab0e45
13075,12.50%, 39.74%, 52.25%, 7.84%,-,8.009999999999991%,651485
13077,22.92%, 56.85%, 33.93%, 8.48%,-,9.219999999999999%,901756
13079,7.86%, 41.57%, 49.44%, 8.70%,-,8.990000000000009%,6a167e
13081,3.46%, 43.83%, 47.28%, 8.40%,-,8.89%,6f1678
13083,11.95%, 49.16%, 37.21%, 13.24%,-,13.629999999999995%,7d225e
13085,21.11%, 54.41%, 33.30%, 10.98%,-,12.290000000000006%,8a1f54
13087,3.09%, 44.65%, 47.74%, 7.31%,-,7.609999999999999%,711379
13089,37.47%, 29.08%, 66.55%, 3.25%,-,4.3700000000000045%,4a0ba9
13091,3.77%, 42.86%, 46.64%, 10.15%,-,10.5%,6d1a76
13093,30.41%, 31.33%, 61.74%, 6.55%,-,6.930000000000007%,4f119d
13095,15.99%, 39.98%, 55.97%, 3.85%,-,4.050000000000011%,650a8e
13097,18.37%, 54.75%, 36.37%, 7.97%,-,8.879999999999995%,8b165c
13099,8.37%, 41.98%, 50.35%, 7.52%,-,7.670000000000002%,6b1380
13101,3.63%, 45.09%, 41.45%, 13.06%,-,13.459999999999994%,722269
13103,22.50%, 56.76%, 34.26%, 8.69%,-,8.980000000000004%,901657
13105,8.66%, 40.86%, 49.51%, 9.42%,-,9.629999999999995%,68187e
13107,8.45%, 41.73%, 50.18%, 7.66%,-,8.090000000000003%,6a147f
13109,3.51%, 47.52%, 44.01%, 8.04%,-,8.469999999999999%,791570
13111,9.12%, 48.67%, 39.55%, 11.28%,-,11.780000000000001%,7c1e64
13113,33.52%, 63.25%, 29.74%, 6.07%,-,7.010000000000005%,a1114b
13115,7.73%, 48.96%, 41.23%, 9.24%,-,9.810000000000002%,7c1969
13117,39.10%, 64.83%, 25.72%, 8.16%,-,9.450000000000003%,a51841
13119,0.48%, 43.79%, 43.30%, 12.32%,-,12.909999999999997%,6f206e
13121,22.00%, 36.93%, 58.93%, 3.17%,-,4.140000000000001%,5e0a96
13123,10.33%, 49.06%, 38.74%, 11.40%,-,12.199999999999989%,7d1f62
13125,18.25%, 52.78%, 34.52%, 12.70%,-,12.699999999999989%,862058
13127,19.66%, 56.96%, 37.30%, 5.26%,-,5.740000000000009%,910e5f
13129,9.18%, 48.35%, 39.18%, 11.87%,-,12.469999999999999%,7b1f63
13131,3.04%, 43.23%, 46.27%, 10.23%,-,10.5%,6e1a75
13133,10.29%, 42.39%, 52.68%, 4.31%,-,4.930000000000007%,6c0c86
13135,26.26%, 59.29%, 33.03%, 6.28%,-,7.680000000000007%,971354
13137,17.13%, 51.93%, 34.80%, 12.62%,-,13.27000000000001%,842158
13139,27.68%, 59.84%, 32.16%, 7.20%,-,8.0%,981452
13141,64.13%, 16.55%, 80.69%, 2.68%,-,2.760000000000005%,2a07cd
13143,5.90%, 46.89%, 40.99%, 11.62%,-,12.120000000000005%,771e68
13145,14.72%, 53.70%, 38.97%, 6.86%,-,7.329999999999998%,881263
13147,8.39%, 40.22%, 48.61%, 10.70%,-,11.170000000000002%,661c7b
13149,2.74%, 41.14%, 43.88%, 14.28%,-,14.97999999999999%,68266f
13151,25.69%, 58.36%, 32.67%, 7.98%,-,8.969999999999999%,941653
13153,13.13%, 52.18%, 39.05%, 8.35%,-,8.77000000000001%,851663
13155,5.51%, 42.72%, 48.23%, 8.82%,-,9.050000000000011%,6c177a
13157,10.91%, 50.38%, 39.46%, 9.47%,-,10.159999999999997%,801964
13159,4.02%, 44.00%, 48.02%, 7.51%,-,7.97999999999999%,70147a
13161,5.77%, 47.08%, 41.31%, 11.22%,-,11.61%,781d69
13163,22.91%, 35.86%, 58.77%, 5.15%,-,5.3700000000000045%,5b0d95
13165,15.47%, 38.77%, 54.24%, 6.74%,-,6.989999999999995%,62118a
13167,16.81%, 36.14%, 52.95%, 10.73%,-,10.909999999999997%,5c1b87
13169,1.10%, 46.80%, 45.70%, 7.11%,-,7.5%,771374
13171,3.01%, 43.75%, 46.76%, 9.00%,-,9.490000000000009%,6f1877
13173,19.91%, 34.55%, 54.46%, 10.65%,-,10.990000000000009%,581c8a
13175,2.55%, 47.79%, 45.24%, 6.39%,-,6.969999999999999%,791173
13177,30.37%, 61.15%, 30.78%, 7.77%,-,8.069999999999993%,9b144e
13179,17.47%, 37.42%, 54.89%, 7.13%,-,7.689999999999998%,5f138b
13181,1.94%, 47.33%, 45.39%, 7.08%,-,7.280000000000001%,781273
13183,7.35%, 40.11%, 47.46%, 11.97%,-,12.430000000000007%,661f79
13185,5.12%, 48.92%, 43.79%, 7.02%,-,7.289999999999992%,7c126f
13187,12.14%, 49.86%, 37.73%, 11.38%,-,12.409999999999997%,7f1f60
13189,8.29%, 50.96%, 42.68%, 6.19%,-,6.359999999999999%,81106c
13191,20.53%, 35.35%, 55.89%, 8.50%,-,8.759999999999991%,5a168e
13193,42.52%, 26.54%, 69.06%, 4.19%,-,4.400000000000006%,430bb0
13195,19.01%, 53.40%, 34.39%, 11.61%,-,12.210000000000008%,881f57
13197,16.42%, 37.23%, 53.65%, 8.73%,-,9.120000000000005%,5e1788
13199,19.72%, 36.13%, 55.85%, 7.68%,-,8.019999999999996%,5c148e
13201,3.11%, 42.43%, 45.54%, 11.77%,-,12.030000000000001%,6c1e74
13205,20.26%, 36.39%, 56.66%, 6.66%,-,6.950000000000003%,5c1190
13207,4.51%, 48.19%, 43.67%, 7.70%,-,8.14%,7a146f
13209,2.61%, 43.31%, 45.92%, 10.58%,-,10.769999999999996%,6e1b75
13211,0.15%, 45.92%, 45.77%, 7.89%,-,8.310000000000002%,751574
13213,6.01%, 46.17%, 40.16%, 13.17%,-,13.670000000000002%,752266
13215,11.91%, 41.86%, 53.77%, 4.09%,-,4.3700000000000045%,6a0b89
13217,3.33%, 47.10%, 43.77%, 8.15%,-,9.129999999999995%,78176f
13219,24.10%, 58.05%, 33.95%, 6.98%,-,8.0%,941456
13221,6.73%, 48.03%, 41.29%, 9.71%,-,10.680000000000007%,7a1b69
13223,25.25%, 57.57%, 32.32%, 9.09%,-,10.11%,921952
13225,13.42%, 39.63%, 53.05%, 6.98%,-,7.319999999999993%,651287
13227,5.30%, 46.31%, 41.01%, 11.93%,-,12.680000000000007%,762068
13229,21.99%, 56.73%, 34.74%, 8.15%,-,8.530000000000001%,901558
13231,14.83%, 52.52%, 37.69%, 9.13%,-,9.789999999999992%,851860
13233,1.76%, 43.25%, 45.01%, 11.27%,-,11.740000000000009%,6e1d72
13235,11.82%, 39.47%, 51.29%, 8.84%,-,9.240000000000009%,641782
13237,0.66%, 44.81%, 45.47%, 9.21%,-,9.719999999999999%,721873
13239,36.39%, 28.11%, 64.49%, 7.40%,-,7.400000000000006%,4712a4
13241,5.66%, 46.42%, 40.76%, 12.27%,-,12.819999999999993%,762067
13243,26.10%, 34.24%, 60.34%, 5.29%,-,5.4199999999999875%,570d99
13245,12.43%, 41.62%, 54.05%, 4.06%,-,4.3300000000000125%,6a0b89
13247,23.57%, 57.31%, 33.73%, 7.71%,-,8.960000000000008%,921656
13249,9.06%, 40.17%, 49.23%, 10.51%,-,10.599999999999994%,661b7d
13251,5.33%, 44.13%, 49.47%, 6.23%,-,6.400000000000006%,70107e
13253,10.38%, 39.74%, 50.12%, 9.90%,-,10.14%,65197f
13255,9.35%, 50.74%, 41.39%, 7.29%,-,7.8700000000000045%,811469
13257,10.25%, 48.77%, 38.51%, 12.27%,-,12.719999999999999%,7c2062
13259,45.63%, 23.67%, 69.30%, 6.85%,-,7.030000000000001%,3c11b0
13261,10.93%, 41.64%, 52.57%, 5.59%,-,5.789999999999992%,6a0e86
13263,39.51%, 27.79%, 67.31%, 4.73%,-,4.900000000000006%,460cab
13265,42.89%, 26.52%, 69.41%, 4.06%,-,4.070000000000007%,430ab0
13267,2.74%, 46.23%, 43.49%, 9.93%,-,10.280000000000001%,751a6e
13269,16.89%, 37.77%, 54.66%, 7.35%,-,7.569999999999993%,60138b
13271,21.40%, 34.30%, 55.70%, 9.66%,-,10.0%,57198e
13273,14.45%, 40.33%, 54.77%, 4.68%,-,4.900000000000006%,660c8b
13275,4.05%, 49.04%, 45.00%, 5.79%,-,5.960000000000008%,7d0f72
13277,13.38%, 53.07%, 39.69%, 6.88%,-,7.240000000000009%,871265
13279,12.55%, 51.81%, 39.26%, 8.55%,-,8.930000000000007%,841664
13281,8.76%, 48.58%, 39.82%, 10.98%,-,11.599999999999994%,7b1d65
13283,10.74%, 41.10%, 51.85%, 6.94%,-,7.049999999999997%,681184
13285,17.54%, 55.06%, 37.52%, 6.89%,-,7.4199999999999875%,8c125f
13287,14.18%, 37.64%, 51.81%, 10.02%,-,10.549999999999997%,5f1a84
13289,31.16%, 30.80%, 61.96%, 6.75%,-,7.239999999999995%,4e129d
13291,9.25%, 48.70%, 39.45%, 11.28%,-,11.849999999999994%,7c1e64
13293,3.63%, 47.08%, 43.45%, 9.10%,-,9.469999999999999%,78186e
13295,11.79%, 50.10%, 38.32%, 11.19%,-,11.579999999999998%,7f1d61
13297,15.42%, 52.82%, 37.40%, 8.81%,-,9.780000000000001%,86185f
13299,6.00%, 49.55%, 43.54%, 6.64%,-,6.909999999999997%,7e116f
13301,24.12%, 35.82%, 59.94%, 4.04%,-,4.240000000000009%,5b0a98
13303,24.70%, 33.94%, 58.64%, 7.05%,-,7.420000000000002%,561295
13305,13.68%, 52.05%, 38.37%, 9.33%,-,9.580000000000013%,841861
13307,35.72%, 28.55%, 64.28%, 7.17%,-,7.170000000000002%,4812a3
13309,21.44%, 33.90%, 55.34%, 10.39%,-,10.759999999999991%,561b8d
13311,20.20%, 54.59%, 34.39%, 10.26%,-,11.019999999999996%,8b1c57
13313,21.30%, 56.69%, 35.39%, 7.50%,-,7.920000000000002%,90145a
13315,8.72%, 41.56%, 50.28%, 8.06%,-,8.159999999999997%,691480
13317,15.45%, 39.51%, 54.96%, 5.13%,-,5.530000000000001%,640e8c
13319,24.20%, 34.08%, 58.28%, 7.34%,-,7.640000000000001%,561394
13321,7.90%, 48.07%, 40.17%, 9.10%,-,11.759999999999991%,7a1d66
15001,28.07%, 27.60%, 55.66%, 10.49%, 5.08%,16.74000000000001%,462a8d
15003,22.73%, 33.61%, 56.33%, 6.81%, 2.38%,10.060000000000002%,55198f
15005,0%,-,-,-,-,0,000000
15007,38.21%, 25.33%, 63.54%, 7.46%, 2.54%,11.129999999999995%,401ca2
15009,32.34%, 26.74%, 59.08%, 9.36%, 3.66%,14.180000000000007%,442496
16001,15.94%, 52.50%, 36.55%, 9.49%,-,10.950000000000003%,851b5d
16003,26.48%, 54.03%, 27.55%, 15.96%,-,18.42%,892e46
16005,3.99%, 44.80%, 40.81%, 13.25%,-,14.39%,722468
16007,27.71%, 56.37%, 28.67%, 14.10%,-,14.960000000000008%,8f2649
16009,4.57%, 42.54%, 37.97%, 17.89%,-,19.49000000000001%,6c3160
16011,27.46%, 56.39%, 28.92%, 13.58%,-,14.689999999999998%,8f2549
16013,10.19%, 36.55%, 46.73%, 14.52%,-,16.72%,5d2a77
16015,23.56%, 53.26%, 29.71%, 14.87%,-,17.03%,872b4b
16017,6.32%, 43.00%, 36.67%, 18.49%,-,20.33%,6d335d
16019,32.88%, 59.90%, 27.03%, 11.76%,-,13.069999999999993%,982144
16021,19.20%, 50.05%, 30.85%, 16.18%,-,19.099999999999994%,7f304e
16023,15.69%, 49.70%, 34.00%, 15.63%,-,16.299999999999997%,7e2956
16025,23.35%, 52.02%, 28.68%, 17.46%,-,19.299999999999997%,843149
16027,30.22%, 59.48%, 29.26%, 9.81%,-,11.260000000000005%,971c4a
16029,28.81%, 55.77%, 26.96%, 16.06%,-,17.269999999999996%,8e2c44
16031,41.86%, 63.65%, 21.79%, 13.32%,-,14.560000000000002%,a22537
16033,34.33%, 61.29%, 26.96%, 10.37%,-,11.75%,9c1d44
16035,3.89%, 42.70%, 38.81%, 16.74%,-,18.489999999999995%,6c2f62
16037,26.51%, 53.93%, 27.42%, 17.27%,-,18.650000000000006%,892f45
16039,19.47%, 53.13%, 33.66%, 12.24%,-,13.210000000000008%,872155
16041,41.83%, 62.56%, 20.73%, 15.13%,-,16.709999999999994%,9f2a34
16043,39.88%, 62.92%, 23.04%, 13.03%,-,14.039999999999992%,a0233a
16045,22.37%, 53.96%, 31.58%, 13.37%,-,14.460000000000008%,892450
16047,21.95%, 51.05%, 29.09%, 18.97%,-,19.86%,82324a
16049,26.66%, 54.54%, 27.88%, 15.26%,-,17.58%,8b2c47
16051,47.25%, 66.53%, 19.28%, 13.43%,-,14.189999999999998%,a92431
16053,27.41%, 54.82%, 27.41%, 16.56%,-,17.769999999999996%,8b2d45
16055,13.05%, 47.82%, 34.78%, 15.52%,-,17.400000000000006%,792c58
16057,8.78%, 38.74%, 47.52%, 11.22%,-,13.739999999999995%,622379
16059,34.10%, 60.34%, 26.24%, 11.92%,-,13.420000000000002%,992242
16061,9.95%, 45.80%, 35.85%, 16.81%,-,18.349999999999994%,742e5b
16063,17.03%, 47.63%, 30.60%, 20.42%,-,21.769999999999996%,79374e
16065,58.10%, 73.84%, 15.73%, 9.63%,-,10.429999999999993%,bc1a28
16067,28.79%, 56.81%, 28.02%, 13.85%,-,15.170000000000002%,902647
16069,4.89%, 39.98%, 44.87%, 14.28%,-,15.150000000000006%,652672
16071,32.68%, 57.53%, 24.86%, 16.51%,-,17.61%,922c3f
16073,34.25%, 61.18%, 26.93%, 10.65%,-,11.89%,9c1e44
16075,25.39%, 55.59%, 30.19%, 12.91%,-,14.219999999999999%,8d244c
16077,14.68%, 51.12%, 36.44%, 11.72%,-,12.439999999999998%,821f5c
16079,23.40%, 26.67%, 50.07%, 21.55%,-,23.25999999999999%,443b7f
16081,15.47%, 50.28%, 34.81%, 13.10%,-,14.909999999999997%,802658
16083,24.31%, 54.13%, 29.81%, 14.78%,-,16.060000000000002%,8a284c
16085,12.27%, 48.83%, 36.56%, 13.28%,-,14.61%,7c255d
16087,23.78%, 54.90%, 31.12%, 12.43%,-,13.980000000000004%,8b234f
17001,8.80%, 48.70%, 39.90%, 10.80%,-,11.400000000000006%,7c1d65
17003,35.80%, 28.16%, 63.96%, 7.46%,-,7.8799999999999955%,4714a3
17005,2.80%, 43.30%, 46.10%, 9.83%,-,10.599999999999994%,6e1b75
17007,6.43%, 47.51%, 41.09%, 10.58%,-,11.400000000000006%,791d68
17009,2.44%, 45.84%, 43.40%, 10.32%,-,10.759999999999991%,741b6e
17011,6.99%, 40.61%, 47.60%, 11.19%,-,11.789999999999992%,671e79
17013,24.39%, 31.23%, 55.63%, 12.05%,-,13.14%,4f218d
17015,1.51%, 44.55%, 43.04%, 11.65%,-,12.409999999999997%,711f6d
17017,10.94%, 39.07%, 50.01%, 10.39%,-,10.920000000000002%,631b7f
17019,6.36%, 42.50%, 48.86%, 7.23%,-,8.64%,6c167c
17021,12.59%, 37.49%, 50.08%, 11.64%,-,12.430000000000007%,5f1f7f
17023,5.73%, 47.22%, 41.48%, 10.82%,-,11.300000000000011%,781c69
17025,0.75%, 43.40%, 44.16%, 11.54%,-,12.439999999999998%,6e1f70
17027,0.28%, 43.81%, 44.09%, 11.41%,-,12.099999999999994%,6f1e70
17029,4.73%, 41.65%, 46.38%, 11.07%,-,11.969999999999999%,6a1e76
17031,40.06%, 26.73%, 66.79%, 5.60%,-,6.47999999999999%,4410aa
17033,3.89%, 45.61%, 41.72%, 12.16%,-,12.670000000000002%,74206a
17035,5.06%, 44.80%, 39.74%, 14.70%,-,15.460000000000008%,722765
17037,1.17%, 43.40%, 44.57%, 10.55%,-,12.030000000000001%,6e1e71
17039,1.52%, 45.20%, 43.68%, 10.53%,-,11.120000000000005%,731c6f
17041,4.52%, 46.66%, 42.14%, 10.55%,-,11.200000000000003%,761c6b
17043,10.76%, 50.74%, 39.97%, 8.45%,-,9.289999999999992%,811765
17045,2.34%, 45.12%, 42.78%, 11.26%,-,12.099999999999994%,731e6d
17047,16.89%, 51.98%, 35.10%, 12.38%,-,12.920000000000002%,842059
17049,20.21%, 54.18%, 33.97%, 10.95%,-,11.849999999999994%,8a1e56
17051,0.07%, 44.14%, 44.21%, 10.96%,-,11.650000000000006%,701d70
17053,17.54%, 53.33%, 35.79%, 10.23%,-,10.879999999999995%,871b5b
17055,25.69%, 30.84%, 56.54%, 12.08%,-,12.620000000000005%,4e2090
17057,23.57%, 32.82%, 56.39%, 10.25%,-,10.789999999999992%,531b8f
17059,35.78%, 24.37%, 60.15%, 15.00%,-,15.480000000000004%,3e2799
17061,8.24%, 37.83%, 46.07%, 15.22%,-,16.099999999999994%,602975
17063,3.91%, 41.45%, 45.36%, 12.48%,-,13.189999999999998%,692173
17065,12.53%, 37.19%, 49.72%, 12.42%,-,13.090000000000003%,5e217e
17067,0.44%, 43.16%, 43.59%, 12.51%,-,13.25%,6e216f
17069,20.37%, 30.19%, 50.55%, 18.53%,-,19.260000000000005%,4c3180
17071,19.89%, 34.07%, 53.97%, 11.27%,-,11.960000000000008%,561e89
17073,12.82%, 38.33%, 51.15%, 10.02%,-,10.52000000000001%,611a82
17075,15.74%, 51.53%, 35.79%, 11.95%,-,12.680000000000007%,83205b
17077,21.77%, 33.72%, 55.49%, 9.46%,-,10.789999999999992%,551b8d
17079,3.96%, 45.12%, 41.16%, 12.95%,-,13.719999999999999%,732268
17081,8.85%, 39.63%, 48.48%, 10.99%,-,11.89%,651e7b
17083,12.14%, 36.63%, 48.77%, 13.53%,-,14.599999999999994%,5d257c
17085,2.75%, 42.07%, 44.82%, 12.15%,-,13.11%,6b2172
17087,4.71%, 45.46%, 40.75%, 12.98%,-,13.789999999999992%,732367
17089,5.64%, 47.41%, 41.77%, 9.83%,-,10.819999999999993%,781b6a
17091,6.31%, 41.41%, 47.73%, 10.14%,-,10.860000000000014%,691b79
17093,13.91%, 50.69%, 36.78%, 11.63%,-,12.530000000000001%,811f5d
17095,20.69%, 34.69%, 55.38%, 9.30%,-,9.930000000000007%,58198d
17097,0.08%, 45.49%, 45.57%, 8.13%,-,8.939999999999998%,731674
17099,14.93%, 36.01%, 50.94%, 12.38%,-,13.050000000000011%,5b2181
17101,4.74%, 40.18%, 44.92%, 14.33%,-,14.900000000000006%,662572
17103,5.51%, 47.08%, 41.57%, 10.72%,-,11.349999999999994%,781c6a
17105,13.61%, 51.75%, 38.15%, 9.53%,-,10.099999999999994%,831961
17107,15.39%, 52.80%, 37.41%, 9.24%,-,9.790000000000006%,86185f
17109,4.84%, 41.95%, 46.80%, 10.11%,-,11.25%,6a1c77
17111,11.89%, 49.41%, 37.52%, 12.11%,-,13.069999999999993%,7d215f
17113,6.96%, 49.46%, 42.50%, 7.14%,-,8.039999999999992%,7e146c
17115,12.90%, 38.45%, 51.35%, 9.61%,-,10.199999999999989%,621a82
17117,18.37%, 34.33%, 52.70%, 12.01%,-,12.969999999999999%,572186
17119,17.71%, 35.55%, 53.26%, 10.06%,-,11.189999999999998%,5a1c87
17121,11.37%, 38.06%, 49.43%, 11.58%,-,12.509999999999991%,611f7e
17123,3.27%, 42.93%, 46.20%, 10.26%,-,10.870000000000005%,6d1b75
17125,14.82%, 37.71%, 52.53%, 9.31%,-,9.759999999999991%,601885
17127,5.51%, 41.38%, 46.90%, 11.14%,-,11.719999999999999%,691d77
17129,15.37%, 52.93%, 37.56%, 9.10%,-,9.509999999999991%,86185f
17131,20.13%, 34.04%, 54.17%, 11.26%,-,11.789999999999992%,561e8a
17133,4.79%, 46.38%, 41.60%, 11.06%,-,12.019999999999996%,761e6a
17135,12.41%, 37.76%, 50.18%, 11.37%,-,12.060000000000002%,601e7f
17137,1.42%, 44.61%, 43.19%, 11.47%,-,12.200000000000003%,711f6e
17139,7.89%, 40.34%, 48.23%, 10.93%,-,11.430000000000007%,661d7a
17141,15.23%, 52.13%, 36.90%, 10.23%,-,10.969999999999999%,841b5e
17143,8.63%, 41.82%, 50.45%, 7.04%,-,7.72999999999999%,6a1380
17145,21.27%, 32.63%, 53.90%, 12.72%,-,13.469999999999999%,532289
17147,0.12%, 44.05%, 44.17%, 11.04%,-,11.780000000000001%,701e70
17149,4.77%, 40.56%, 45.32%, 13.07%,-,14.120000000000005%,672473
17151,3.16%, 41.38%, 44.55%, 13.49%,-,14.069999999999993%,692371
17153,17.34%, 36.82%, 54.16%, 8.35%,-,9.02000000000001%,5d178a
17155,15.85%, 35.71%, 51.56%, 11.65%,-,12.72999999999999%,5b2083
17157,13.63%, 37.02%, 50.65%, 11.59%,-,12.329999999999998%,5e1f81
17159,6.72%, 46.03%, 39.31%, 13.60%,-,14.659999999999997%,752564
17161,23.29%, 33.84%, 57.13%, 8.42%,-,9.030000000000001%,561791
17163,21.54%, 35.02%, 56.56%, 7.44%,-,8.419999999999987%,591590
17165,21.11%, 31.66%, 52.77%, 15.02%,-,15.569999999999993%,502786
17167,3.71%, 47.87%, 44.15%, 7.32%,-,7.980000000000004%,7a1470
17169,1.04%, 42.60%, 43.64%, 12.88%,-,13.759999999999991%,6c236f
17171,3.94%, 43.81%, 39.87%, 15.60%,-,16.319999999999993%,6f2965
17173,0.35%, 43.06%, 43.41%, 12.89%,-,13.530000000000001%,6d226e
17175,0.56%, 44.62%, 44.06%, 10.89%,-,11.319999999999993%,711c70
17177,9.52%, 48.94%, 39.42%, 10.70%,-,11.64%,7c1d64
17179,0.48%, 45.45%, 44.97%, 8.97%,-,9.579999999999998%,731872
17181,13.34%, 38.00%, 51.34%, 10.05%,-,10.659999999999997%,601b82
17183,11.20%, 38.35%, 49.55%, 11.42%,-,12.099999999999994%,611e7e
