id,margin,reagan,carter,anderson,other
42087,17.12%, 55.78%, 38.65%, 4.28%, 1.29%
42089,21.56%, 55.44%, 33.88%, 8.82%, 1.86%
42091,26.77%, 57.81%, 31.04%, 9.62%, 1.52%
42093,18.49%, 55.76%, 37.27%, 6.15%, 0.82%
42095,5.09%, 47.07%, 41.98%, 8.97%, 1.98%
42097,18.90%, 56.79%, 37.89%, 4.17%, 1.15%
42099,34.49%, 63.70%, 29.22%, 5.69%, 1.39%
42101,24.67%, 33.99%, 58.66%, 5.98%, 1.36%
42103,39.09%, 65.83%, 26.74%, 5.67%, 1.76%
42105,26.60%, 61.07%, 34.47%, 3.37%, 1.08%
42107,17.40%, 55.83%, 38.43%, 4.74%, 1.00%
42109,49.25%, 72.08%, 22.83%, 4.26%, 0.83%
42111,19.81%, 58.21%, 38.40%, 2.68%, 0.71%
42113,20.74%, 57.75%, 37.01%, 4.48%, 0.76%
42115,29.51%, 61.23%, 31.72%, 5.35%, 1.70%
42117,32.47%, 63.33%, 30.85%, 4.79%, 1.03%
42119,40.08%, 66.28%, 26.20%, 6.12%, 1.39%
42121,18.19%, 56.04%, 37.86%, 4.93%, 1.17%
42123,22.57%, 57.37%, 34.81%, 5.77%, 2.05%
42125,15.56%, 39.66%, 55.23%, 4.16%, 0.95%
42127,40.59%, 67.48%, 26.90%, 3.95%, 1.67%
42129,3.92%, 45.06%, 48.97%, 4.27%, 1.70%
42131,34.40%, 64.57%, 30.17%, 4.19%, 1.07%
42133,27.18%, 59.96%, 32.79%, 5.67%, 1.58%
44001,6.15%, 38.93%, 45.08%, 15.37%, 0.62%
44003,4.25%, 39.90%, 44.15%, 15.20%, 0.75%
44005,1.89%, 42.37%, 40.47%, 16.23%, 0.94%
44007,16.27%, 34.88%, 51.15%, 13.31%, 0.67%
44009,1.23%, 41.47%, 40.24%, 17.39%, 0.90%
45001,25.45%, 35.60%, 61.05%,-, 3.35%
45003,17.16%, 57.37%, 40.21%,-, 2.43%
45005,40.00%, 29.62%, 69.62%,-, 0.75%
45007,8.88%, 44.38%, 53.25%,-, 2.37%
45009,22.06%, 38.69%, 60.75%,-, 0.55%
45011,2.55%, 48.14%, 50.69%,-, 1.16%
45013,7.22%, 51.62%, 44.40%, 3.07%, 0.91%
45015,12.92%, 55.63%, 42.71%,-, 1.66%
45017,7.16%, 45.86%, 53.02%,-, 1.12%
45019,14.23%, 55.13%, 40.90%, 2.78%, 1.19%
45021,12.16%, 43.32%, 55.48%,-, 1.21%
45023,24.41%, 37.12%, 61.52%,-, 1.36%
45025,29.23%, 34.88%, 64.11%,-, 1.01%
45027,17.86%, 40.79%, 58.65%,-, 0.56%
45029,9.73%, 44.76%, 54.49%,-, 0.75%
45031,1.17%, 48.39%, 49.55%,-, 2.06%
45033,14.16%, 42.31%, 56.48%,-, 1.21%
45035,19.98%, 59.53%, 39.55%,-, 0.92%
45037,17.69%, 40.68%, 58.36%,-, 0.96%
45039,32.50%, 33.18%, 65.68%,-, 1.14%
45041,1.99%, 50.19%, 48.19%,-, 1.62%
45043,12.87%, 42.78%, 55.65%,-, 1.58%
45045,17.45%, 57.41%, 39.96%,-, 2.63%
45047,11.80%, 43.17%, 54.97%,-, 1.87%
45049,31.99%, 33.58%, 65.56%,-, 0.86%
45051,1.51%, 49.62%, 48.12%,-, 2.26%
45053,34.11%, 32.54%, 66.65%,-, 0.80%
45055,12.94%, 55.55%, 42.62%,-, 1.83%
45057,12.35%, 42.25%, 54.60%, 2.18%, 0.96%
45059,12.91%, 42.83%, 55.74%,-, 1.43%
45061,23.69%, 37.48%, 61.17%,-, 1.36%
45063,38.15%, 67.60%, 29.45%,-, 2.96%
45065,37.50%, 30.60%, 68.10%,-, 1.31%
45067,23.38%, 37.73%, 61.12%,-, 1.15%
45069,34.74%, 32.15%, 66.89%,-, 0.96%
45071,7.07%, 52.96%, 45.90%,-, 1.14%
45073,14.91%, 41.58%, 56.49%,-, 1.94%
45075,17.54%, 40.79%, 58.33%,-, 0.87%
45077,9.96%, 53.42%, 43.46%, 2.24%, 0.88%
45079,4.36%, 49.87%, 45.50%, 2.49%, 2.14%
45081,3.89%, 47.40%, 51.29%,-, 1.32%
45083,4.84%, 51.12%, 46.28%,-, 2.60%
45085,6.72%, 52.45%, 45.74%,-, 1.81%
45087,21.41%, 38.59%, 60.00%,-, 1.41%
45089,22.67%, 38.29%, 60.96%,-, 0.74%
45091,3.37%, 46.85%, 50.22%, 2.24%, 0.68%
46003,25.53%, 58.93%, 33.40%, 5.89%, 1.79%
46005,23.75%, 58.60%, 34.85%, 5.39%, 1.16%
46007,42.98%, 69.41%, 26.44%, 3.17%, 0.98%
46009,37.82%, 65.91%, 28.10%, 5.05%, 0.94%
46011,16.33%, 52.15%, 35.83%, 10.65%, 1.38%
46013,25.00%, 58.61%, 33.61%, 6.35%, 1.42%
46015,26.75%, 59.79%, 33.04%, 5.46%, 1.71%
46017,27.41%, 59.65%, 32.24%, 5.70%,-
46019,51.49%, 73.11%, 21.63%, 3.85%, 1.41%
46021,72.70%, 84.85%, 12.15%, 2.60%, 0.40%
46023,18.85%, 56.71%, 37.86%, 4.41%, 1.02%
46025,40.85%, 67.43%, 26.59%, 5.19%, 0.79%
46027,11.61%, 47.56%, 35.96%, 14.34%, 2.14%
46029,25.53%, 59.09%, 33.56%, 6.39%, 0.96%
46031,38.33%, 66.47%, 28.14%, 4.42%, 0.97%
46033,45.65%, 69.61%, 23.96%, 4.37%, 0.03%
46035,19.22%, 55.72%, 36.50%, 6.67%, 1.10%
46037,17.32%, 55.18%, 37.86%, 5.70%, 1.25%
46039,27.92%, 60.39%, 32.47%, 6.16%, 0.98%
46041,25.18%, 59.14%, 33.96%, 6.17%, 0.74%
46043,54.69%, 75.31%, 20.63%, 3.69%, 0.37%
46045,34.25%, 64.55%, 30.30%, 4.29%, 0.86%
46047,45.46%, 69.61%, 24.15%, 4.52%, 1.72%
46049,40.10%, 66.84%, 26.74%, 5.66%, 0.77%
46051,23.70%, 58.58%, 34.87%, 5.53%, 1.02%
46053,41.92%, 68.35%, 26.44%, 3.62%, 1.59%
46055,61.91%, 79.32%, 17.41%, 2.59%, 0.68%
46057,32.66%, 62.69%, 30.03%, 6.55%, 0.73%
46059,41.19%, 67.38%, 26.19%, 5.19%, 1.24%
46061,24.17%, 58.84%, 34.67%, 5.39%, 1.10%
46063,53.59%, 74.64%, 21.05%, 2.87%, 1.44%
46065,41.16%, 66.00%, 24.84%, 7.86%, 1.29%
46067,51.04%, 73.15%, 22.10%, 4.40%, 0.35%
46069,48.40%, 70.76%, 22.36%, 4.91%, 1.97%
46071,42.53%, 68.71%, 26.18%, 3.70%, 1.41%
46073,24.47%, 58.88%, 34.41%, 5.96%, 0.75%
46075,54.41%, 74.97%, 20.57%, 4.03%, 0.44%
46077,32.68%, 62.41%, 29.73%, 6.78%, 1.08%
46079,15.14%, 52.85%, 37.71%, 8.61%, 0.82%
46081,36.26%, 63.14%, 26.88%, 6.83%, 0.17%
46083,23.69%, 57.45%, 33.76%, 7.82%, 0.97%
46085,41.00%, 66.88%, 25.88%, 5.64%, 1.60%
46087,22.32%, 56.83%, 34.51%, 7.59%, 1.07%
46089,73.65%, 85.60%, 11.95%, 2.25%, 0.21%
46091,19.66%, 56.98%, 37.32%, 4.90%, 0.80%
46093,48.11%, 70.93%, 22.82%, 4.54%, 1.71%
46095,35.83%, 64.80%, 28.97%, 4.78%, 1.45%
46097,15.61%, 53.98%, 38.37%, 6.82%, 0.83%
46099,12.14%, 51.00%, 38.87%, 9.05%, 1.08%
46101,12.73%, 51.93%, 39.20%, 8.02%, 0.86%
46103,42.09%, 67.33%, 25.25%, 5.85%, 1.57%
46105,50.32%, 72.73%, 22.41%, 3.50%, 1.36%
46107,55.19%, 75.29%, 20.10%, 3.73%, 0.88%
46109,21.46%, 57.98%, 36.51%, 4.69%, 0.82%
46111,28.47%, 60.97%, 32.51%, 5.54%, 0.98%
46113,41.14%, 25.96%, 67.10%, 5.39%, 1.54%
46115,27.78%, 60.30%, 32.52%, 6.08%, 1.10%
46117,42.57%, 68.67%, 26.10%, 4.23%, 1.00%
46119,55.00%, 74.15%, 19.15%, 5.22%, 1.48%
46121,8.79%, 41.76%, 50.55%, 5.82%, 1.87%
46123,45.60%, 70.68%, 25.08%, 3.44%, 0.79%
46125,39.23%, 66.43%, 27.21%, 5.58%, 0.78%
46127,18.96%, 55.16%, 36.21%, 7.10%, 1.52%
46129,53.57%, 74.55%, 20.99%, 3.87%, 0.59%
46135,30.38%, 61.22%, 30.84%, 6.32%, 1.61%
46137,34.45%, 65.05%, 30.60%, 3.73%, 0.62%
47001,15.70%, 55.31%, 39.61%, 4.51%, 0.57%
47003,27.24%, 35.24%, 62.48%,-, 2.29%
47005,24.71%, 36.83%, 61.54%,-, 1.63%
47007,10.74%, 54.94%, 44.20%,-, 0.86%
47009,30.37%, 63.81%, 33.44%, 2.20%, 0.54%
47011,21.26%, 59.63%, 38.37%,-, 2.00%
47013,7.51%, 52.99%, 45.47%,-, 1.54%
47015,24.84%, 36.76%, 61.59%,-, 1.65%
47017,3.63%, 50.98%, 47.36%,-, 1.66%
47019,31.21%, 64.44%, 33.22%,-, 2.34%
47021,23.79%, 37.03%, 60.81%,-, 2.16%
47023,12.71%, 55.69%, 42.98%,-, 1.34%
47025,19.90%, 59.05%, 39.16%,-, 1.79%
47027,1.16%, 48.61%, 49.76%,-, 1.63%
47029,51.00%, 74.39%, 23.39%,-, 2.22%
47031,16.11%, 40.72%, 56.84%,-, 2.44%
47033,6.65%, 46.14%, 52.79%,-, 1.07%
47035,24.71%, 60.89%, 36.17%, 2.18%, 0.77%
47037,21.62%, 37.45%, 59.08%, 2.75%, 0.72%
47039,1.03%, 48.95%, 49.98%,-, 1.07%
47041,22.74%, 37.82%, 60.56%,-, 1.62%
47043,28.53%, 34.74%, 63.27%,-, 2.00%
47045,2.09%, 48.00%, 50.08%,-, 1.92%
47047,16.64%, 40.92%, 57.55%,-, 1.53%
47049,23.15%, 60.76%, 37.61%,-, 1.63%
47051,24.93%, 36.02%, 60.96%, 2.26%, 0.76%
47053,17.95%, 40.13%, 58.08%,-, 1.78%
47055,25.16%, 36.58%, 61.74%,-, 1.69%
47057,36.28%, 67.12%, 30.84%,-, 2.04%
47059,28.79%, 63.13%, 34.34%,-, 2.54%
47061,42.25%, 28.34%, 70.59%,-, 1.07%
47063,23.96%, 60.60%, 36.65%, 2.09%, 0.66%
47065,15.34%, 56.40%, 41.05%, 2.04%, 0.51%
47067,41.42%, 69.72%, 28.31%,-, 1.97%
47069,16.96%, 40.68%, 57.64%,-, 1.68%
47071,13.29%, 55.84%, 42.56%,-, 1.60%
47073,18.87%, 57.92%, 39.05%, 2.29%, 0.74%
47075,16.99%, 40.97%, 57.97%,-, 1.06%
47077,30.36%, 64.45%, 34.09%,-, 1.46%
47079,20.61%, 38.49%, 59.11%,-, 2.40%
47081,25.28%, 36.39%, 61.66%,-, 1.95%
47083,40.10%, 29.04%, 69.15%,-, 1.81%
47085,34.81%, 31.80%, 66.61%,-, 1.59%
47087,42.01%, 28.15%, 70.16%,-, 1.70%
47089,36.22%, 66.82%, 30.60%,-, 2.58%
47091,51.97%, 74.99%, 23.03%,-, 1.98%
47093,17.45%, 56.26%, 38.81%, 4.08%, 0.85%
47095,34.92%, 32.11%, 67.03%,-, 0.86%
47097,20.73%, 38.95%, 59.68%,-, 1.37%
47099,3.34%, 48.47%, 45.13%,-, 6.40%
47101,33.67%, 32.52%, 66.18%,-, 1.30%
47103,30.10%, 33.96%, 64.06%,-, 1.97%
47105,25.86%, 61.51%, 35.65%, 2.26%, 0.58%
47107,17.46%, 57.76%, 40.30%,-, 1.93%
47109,9.42%, 54.06%, 44.64%,-, 1.29%
47111,19.71%, 58.96%, 39.25%,-, 1.79%
47113,2.50%, 50.27%, 47.77%,-, 1.96%
47115,8.33%, 45.10%, 53.44%,-, 1.46%
47117,29.93%, 34.23%, 64.16%,-, 1.61%
47119,8.78%, 44.16%, 52.94%,-, 2.90%
47121,12.05%, 55.18%, 43.13%,-, 1.68%
47123,14.77%, 56.45%, 41.68%,-, 1.87%
47125,14.83%, 41.08%, 55.91%, 2.37%, 0.64%
47127,27.71%, 34.55%, 62.26%, 2.13%, 1.07%
47129,14.54%, 56.29%, 41.75%,-, 1.95%
47131,3.25%, 47.49%, 50.73%,-, 1.78%
47133,27.99%, 35.49%, 63.47%,-, 1.04%
47135,27.69%, 35.08%, 62.77%,-, 2.15%
47137,26.69%, 62.75%, 36.06%,-, 1.19%
47139,1.13%, 48.67%, 49.80%,-, 1.53%
47141,12.53%, 42.26%, 54.80%, 2.32%, 0.62%
47143,20.52%, 59.44%, 38.91%,-, 1.65%
47145,25.43%, 61.03%, 35.60%, 2.65%, 0.73%
47147,34.34%, 32.00%, 66.34%,-, 1.66%
47149,14.64%, 40.98%, 55.62%, 2.57%, 0.83%
47151,26.70%, 62.38%, 35.68%,-, 1.95%
47153,0.10%, 49.54%, 49.44%,-, 1.02%
47155,49.35%, 73.25%, 23.89%, 2.34%, 0.52%
47157,6.19%, 45.43%, 51.61%, 2.33%, 0.63%
47159,34.70%, 31.73%, 66.43%,-, 1.84%
47161,38.85%, 29.69%, 68.54%,-, 1.78%
47163,7.18%, 51.44%, 44.27%, 3.71%, 0.58%
47165,8.51%, 44.42%, 52.93%, 2.02%, 0.63%
47167,6.33%, 46.15%, 52.48%,-, 1.36%
47169,44.39%, 26.72%, 71.11%,-, 2.17%
47171,33.33%, 65.50%, 32.17%,-, 2.33%
47173,25.77%, 62.09%, 36.32%,-, 1.59%
47175,27.56%, 35.54%, 63.11%,-, 1.35%
47177,23.64%, 37.16%, 60.79%,-, 2.05%
47179,19.37%, 57.71%, 38.35%, 3.09%, 0.86%
47181,33.70%, 64.53%, 30.83%,-, 4.64%
47183,2.06%, 48.15%, 50.21%,-, 1.64%
47185,23.43%, 37.41%, 60.84%,-, 1.75%
47187,13.19%, 54.98%, 41.79%, 2.61%, 0.63%
47189,19.26%, 39.09%, 58.36%,-, 2.55%
48001,7.12%, 52.69%, 45.57%,-, 1.74%
48003,40.99%, 69.77%, 28.78%,-, 1.45%
48005,1.18%, 48.54%, 49.72%,-, 1.74%
48007,25.28%, 60.79%, 35.52%, 2.64%, 1.05%
48009,10.95%, 54.85%, 43.90%,-, 1.25%
48011,35.31%, 66.57%, 31.27%,-, 2.16%
48013,4.53%, 51.53%, 46.99%,-, 1.48%
48015,32.00%, 64.91%, 32.90%,-, 2.19%
48017,38.00%, 68.14%, 30.13%,-, 1.73%
48019,44.02%, 70.63%, 26.61%,-, 2.77%
48021,10.84%, 43.07%, 53.91%, 2.34%, 0.67%
48023,3.69%, 47.61%, 51.30%,-, 1.08%
48025,7.12%, 52.59%, 45.47%,-, 1.94%
48027,12.95%, 54.72%, 41.77%, 2.47%, 1.05%
48029,7.08%, 51.73%, 44.65%, 3.07%, 0.55%
48031,27.81%, 62.32%, 34.51%, 2.26%, 0.91%
48033,35.66%, 67.23%, 31.57%,-, 1.20%
48035,8.77%, 53.49%, 44.71%,-, 1.80%
48037,10.15%, 54.35%, 44.21%,-, 1.44%
48039,19.69%, 58.08%, 38.39%, 2.53%, 0.99%
48041,26.89%, 60.25%, 33.37%, 4.92%, 1.46%
48043,7.78%, 51.73%, 43.95%, 3.08%, 1.24%
48045,0.09%, 48.87%, 48.78%,-, 2.35%
48047,51.25%, 23.40%, 74.65%,-, 1.95%
48049,14.27%, 56.41%, 42.14%,-, 1.45%
48051,14.58%, 42.16%, 56.74%,-, 1.11%
48053,4.06%, 50.84%, 46.78%,-, 2.38%
48055,4.46%, 46.56%, 51.02%,-, 2.43%
48057,4.24%, 50.57%, 46.33%, 2.08%, 1.02%
48059,6.51%, 52.74%, 46.22%,-, 1.04%
48061,2.50%, 47.62%, 50.12%,-, 2.26%
48063,14.40%, 42.32%, 56.72%,-, 0.97%
48065,29.98%, 64.17%, 34.19%,-, 1.63%
48067,5.48%, 46.79%, 52.27%,-, 0.95%
48069,23.49%, 60.75%, 37.26%,-, 1.99%
48071,10.73%, 54.08%, 43.35%,-, 2.57%
48073,0.84%, 49.01%, 49.85%,-, 1.14%
48075,8.15%, 53.19%, 45.04%,-, 1.77%
48077,9.95%, 44.39%, 54.34%,-, 1.27%
48079,34.29%, 66.21%, 31.92%,-, 1.87%
48081,8.34%, 45.44%, 53.79%,-, 0.77%
48083,12.74%, 55.78%, 43.04%,-, 1.18%
48085,39.68%, 67.88%, 28.20%, 2.89%, 1.03%
48087,11.99%, 55.11%, 43.11%,-, 1.78%
48089,19.08%, 58.75%, 39.68%,-, 1.57%
48091,45.24%, 71.15%, 25.92%, 2.36%, 0.57%
48093,12.49%, 43.09%, 55.58%,-, 1.33%
48095,0.14%, 49.40%, 49.54%,-, 1.06%
48097,27.01%, 62.58%, 35.57%,-, 1.85%
48099,14.08%, 55.38%, 41.30%, 2.30%, 1.02%
48101,17.46%, 40.36%, 57.82%,-, 1.82%
48103,36.03%, 67.15%, 31.11%,-, 1.74%
48105,19.41%, 59.24%, 39.83%,-, 0.94%
48107,1.67%, 48.50%, 50.18%,-, 1.32%
48109,12.09%, 55.43%, 43.34%,-, 1.23%
48111,20.32%, 58.88%, 38.56%, 2.01%, 0.55%
48113,22.43%, 59.18%, 36.75%, 2.75%, 1.31%
48115,26.90%, 62.77%, 35.87%,-, 1.36%
48117,41.05%, 69.46%, 28.41%,-, 2.13%
48119,27.08%, 35.81%, 62.89%,-, 1.31%
48121,25.10%, 59.93%, 34.83%, 3.91%, 1.33%
48123,25.20%, 61.83%, 36.63%,-, 1.54%
48125,24.17%, 37.41%, 61.58%,-, 1.01%
48127,27.96%, 35.30%, 63.26%,-, 1.44%
48129,18.80%, 58.58%, 39.78%,-, 1.64%
48131,56.63%, 21.27%, 77.91%,-, 0.82%
48133,1.40%, 50.05%, 48.65%,-, 1.29%
48135,47.32%, 72.38%, 25.07%,-, 2.55%
48137,41.02%, 69.78%, 28.76%,-, 1.46%
48139,4.22%, 51.31%, 47.08%,-, 1.61%
48141,13.26%, 53.53%, 40.27%, 5.12%, 1.08%
48143,2.11%, 47.93%, 50.04%,-, 2.03%
48145,12.02%, 43.38%, 55.40%,-, 1.22%
48147,24.25%, 37.12%, 61.36%,-, 1.52%
48149,22.25%, 60.32%, 38.07%,-, 1.62%
48151,29.79%, 34.39%, 64.18%,-, 1.44%
48153,15.92%, 57.45%, 41.54%,-, 1.01%
48155,27.40%, 35.69%, 63.09%,-, 1.23%
48157,36.00%, 66.25%, 30.25%, 2.62%, 0.87%
48159,14.51%, 41.97%, 56.48%,-, 1.56%
48161,5.15%, 46.88%, 52.02%,-, 1.10%
48163,23.48%, 37.55%, 61.03%,-, 1.41%
48165,33.04%, 65.37%, 32.33%,-, 2.30%
48167,1.98%, 46.65%, 48.62%, 3.09%, 1.64%
48169,26.94%, 62.63%, 35.69%,-, 1.69%
48171,59.26%, 78.70%, 19.44%,-, 1.86%
48173,56.07%, 77.76%, 21.68%,-, 0.56%
48175,3.89%, 51.16%, 47.27%,-, 1.57%
48177,0.59%, 49.49%, 48.90%,-, 1.60%
48179,43.36%, 70.81%, 27.45%,-, 1.73%
48181,9.59%, 53.66%, 44.08%,-, 2.26%
48183,38.55%, 68.44%, 29.89%,-, 1.67%
48185,7.67%, 45.35%, 53.02%,-, 1.63%
48187,31.45%, 64.18%, 32.73%, 2.64%, 0.46%
48189,33.19%, 65.86%, 32.67%,-, 1.48%
48191,3.78%, 51.40%, 47.61%,-, 0.99%
48193,4.81%, 51.52%, 46.71%,-, 1.78%
48195,58.86%, 78.81%, 19.95%,-, 1.23%
48197,5.19%, 46.46%, 51.65%,-, 1.89%
48199,9.26%, 44.33%, 53.58%,-, 2.09%
48201,19.80%, 57.87%, 38.06%, 3.18%, 0.89%
48203,9.04%, 53.32%, 44.28%,-, 2.40%
48205,44.28%, 71.03%, 26.75%,-, 2.22%
48207,14.67%, 42.11%, 56.78%,-, 1.11%
48209,3.79%, 49.04%, 45.25%, 4.44%, 1.27%
48211,31.46%, 64.72%, 33.26%,-, 2.02%
48213,1.82%, 48.47%, 50.29%,-, 1.25%
48215,14.15%, 41.82%, 55.97%,-, 2.21%
48217,6.43%, 46.03%, 52.46%,-, 1.51%
48219,29.96%, 64.03%, 34.07%,-, 1.91%
48221,10.86%, 54.11%, 43.24%,-, 2.65%
48223,6.13%, 46.09%, 52.22%,-, 1.68%
48225,18.09%, 40.44%, 58.52%,-, 1.04%
48227,19.51%, 58.86%, 39.35%,-, 1.79%
48229,8.71%, 53.28%, 44.57%,-, 2.15%
48231,2.76%, 50.18%, 47.42%,-, 2.41%
48233,42.36%, 69.97%, 27.61%,-, 2.43%
48235,28.06%, 63.73%, 35.67%,-, 0.60%
48237,4.62%, 51.51%, 46.89%,-, 1.60%
48239,16.00%, 56.91%, 40.91%,-, 2.17%
48241,12.78%, 42.86%, 55.64%,-, 1.50%
48243,14.95%, 56.10%, 41.15%,-, 2.74%
48245,10.50%, 43.45%, 53.95%,-, 2.60%
48247,45.17%, 26.79%, 71.96%,-, 1.25%
48249,22.15%, 38.34%, 60.49%,-, 1.17%
48251,3.87%, 50.82%, 46.95%,-, 2.23%
48253,4.73%, 47.07%, 51.80%,-, 1.12%
48255,8.57%, 53.59%, 45.01%,-, 1.40%
48257,3.37%, 47.63%, 51.00%,-, 1.38%
48259,55.35%, 76.48%, 21.14%,-, 2.38%
48261,16.04%, 40.64%, 56.68%,-, 2.67%
48263,1.73%, 48.85%, 50.58%,-, 0.58%
48265,44.36%, 70.71%, 26.35%, 2.01%, 0.93%
48267,24.41%, 61.24%, 36.83%,-, 1.94%
48269,43.41%, 70.24%, 26.83%, 2.44%, 0.49%
48271,6.79%, 51.91%, 45.12%, 2.20%, 0.76%
48273,5.14%, 45.84%, 50.98%, 2.30%, 0.89%
48275,19.31%, 39.79%, 59.10%,-, 1.12%
48277,8.04%, 45.17%, 53.21%,-, 1.62%
48279,26.82%, 62.75%, 35.93%,-, 1.31%
48281,7.85%, 53.02%, 45.17%,-, 1.80%
48283,29.76%, 34.39%, 64.15%,-, 1.47%
48285,9.60%, 54.24%, 44.64%,-, 1.12%
48287,6.41%, 52.08%, 45.67%,-, 2.25%
48289,9.10%, 44.93%, 54.03%,-, 1.04%
48291,2.51%, 47.71%, 50.22%,-, 2.07%
48293,8.99%, 44.86%, 53.85%,-, 1.28%
48295,57.99%, 77.50%, 19.50%,-, 3.00%
48297,22.47%, 60.61%, 38.14%,-, 1.24%
48299,14.44%, 56.23%, 41.79%,-, 1.98%
48301,38.89%, 69.44%, 30.56%,-,-
48303,41.23%, 68.83%, 27.60%, 2.88%, 0.70%
48305,12.77%, 55.78%, 43.01%,-, 1.22%
48307,5.29%, 46.70%, 51.99%,-, 1.31%
48309,9.52%, 53.71%, 44.20%,-, 2.09%
48311,37.44%, 68.09%, 30.65%,-, 1.26%
48313,6.43%, 46.02%, 52.45%,-, 1.52%
48315,9.36%, 44.66%, 54.02%,-, 1.31%
48317,28.44%, 63.69%, 35.26%,-, 1.05%
48319,20.73%, 59.59%, 38.86%,-, 1.54%
48321,9.25%, 53.41%, 44.16%,-, 2.43%
48323,35.77%, 31.37%, 67.14%,-, 1.49%
48325,21.65%, 60.12%, 38.46%,-, 1.42%
48327,5.62%, 52.19%, 46.57%,-, 1.24%
48329,55.63%, 76.55%, 20.92%,-, 2.53%
48331,12.84%, 42.62%, 55.46%,-, 1.91%
48333,2.09%, 47.84%, 49.93%,-, 2.23%
48335,0.31%, 49.73%, 49.42%,-, 0.85%
48337,1.39%, 48.56%, 49.95%,-, 1.48%
48339,34.13%, 65.64%, 31.51%, 2.05%, 0.81%
48341,35.70%, 66.92%, 31.22%,-, 1.86%
48343,18.41%, 40.40%, 58.81%,-, 0.80%
48345,24.97%, 61.68%, 36.71%,-, 1.61%
48347,17.46%, 56.94%, 39.48%, 2.79%, 0.80%
48349,12.61%, 42.89%, 55.50%,-, 1.61%
48351,40.41%, 29.25%, 69.66%,-, 1.08%
48353,0.26%, 48.83%, 49.10%,-, 2.07%
48355,3.28%, 46.84%, 50.12%, 2.36%, 0.68%
48357,65.86%, 81.90%, 16.05%,-, 2.05%
48359,30.55%, 63.73%, 33.18%,-, 1.03%
48361,9.10%, 44.43%, 53.53%,-, 2.04%
48363,2.07%, 47.95%, 50.02%,-, 2.03%
48365,4.97%, 51.92%, 46.95%,-, 1.14%
48367,7.24%, 52.65%, 45.41%,-, 1.94%
48369,56.89%, 77.69%, 20.81%,-, 1.50%
48371,25.51%, 61.96%, 36.45%,-, 1.59%
48373,5.45%, 46.51%, 51.96%,-, 1.53%
48375,24.95%, 60.85%, 35.90%, 2.03%, 1.22%
48377,17.57%, 40.19%, 57.75%,-, 2.06%
48379,17.85%, 40.21%, 58.06%,-, 1.73%
48381,50.39%, 73.72%, 23.34%, 2.16%, 0.78%
48383,37.23%, 67.88%, 30.64%,-, 1.48%
48385,15.76%, 57.26%, 41.50%,-, 1.24%
48387,22.10%, 38.54%, 60.64%,-, 0.81%
48389,3.90%, 50.95%, 47.05%,-, 2.00%
48391,6.59%, 45.73%, 52.32%,-, 1.95%
48393,51.71%, 75.08%, 23.36%,-, 1.56%
48395,35.99%, 31.28%, 67.27%,-, 1.45%
48397,33.17%, 65.27%, 32.10%,-, 2.64%
48399,20.88%, 59.82%, 38.93%,-, 1.25%
48401,21.59%, 60.17%, 38.58%,-, 1.24%
48403,17.54%, 40.82%, 58.36%,-, 0.82%
48405,8.96%, 45.20%, 54.16%,-, 0.65%
48407,15.50%, 41.16%, 56.67%,-, 2.17%
48409,1.72%, 47.59%, 49.31%,-, 3.09%
48411,19.16%, 39.75%, 58.91%,-, 1.34%
48413,20.16%, 59.42%, 39.26%,-, 1.33%
48415,29.80%, 64.06%, 34.26%,-, 1.68%
48417,22.33%, 60.66%, 38.33%,-, 1.01%
48419,9.16%, 44.85%, 54.01%,-, 1.14%
48421,57.83%, 77.47%, 19.64%,-, 2.88%
48423,30.66%, 64.61%, 33.95%,-, 1.43%
48425,12.04%, 42.76%, 54.81%,-, 2.43%
48427,54.26%, 22.21%, 76.48%,-, 1.31%
48429,21.87%, 59.89%, 38.03%,-, 2.08%
48431,24.91%, 62.12%, 37.20%,-, 0.68%
48433,18.95%, 40.03%, 58.98%,-, 0.98%
48435,34.08%, 66.18%, 32.10%,-, 1.72%
48437,12.00%, 43.08%, 55.08%,-, 1.84%
48439,17.18%, 56.86%, 39.69%, 2.56%, 0.89%
48441,26.24%, 62.00%, 35.77%,-, 2.23%
48443,22.01%, 59.91%, 37.90%, 2.04%, 0.15%
48445,23.73%, 61.17%, 37.44%,-, 1.39%
48447,1.21%, 48.90%, 50.11%,-, 0.99%
48449,1.62%, 48.66%, 50.29%,-, 1.05%
48451,24.43%, 60.71%, 36.27%, 2.42%, 0.60%
48453,1.17%, 45.69%, 46.87%, 6.12%, 1.32%
48455,24.75%, 36.95%, 61.70%,-, 1.35%
48457,16.06%, 41.08%, 57.14%,-, 1.78%
48459,0.59%, 49.09%, 49.68%,-, 1.24%
48461,40.62%, 69.42%, 28.80%,-, 1.78%
48463,23.33%, 61.06%, 37.73%,-, 1.21%
48465,10.04%, 54.05%, 44.01%,-, 1.95%
48467,1.87%, 48.46%, 50.33%,-, 1.22%
48469,28.26%, 62.96%, 34.71%,-, 2.33%
48471,7.23%, 51.87%, 44.65%, 2.51%, 0.97%
48473,4.80%, 46.71%, 51.51%,-, 1.78%
48475,34.28%, 66.24%, 31.96%,-, 1.80%
48477,30.73%, 64.32%, 33.60%,-, 2.08%
48479,36.58%, 30.81%, 67.39%,-, 1.80%
48481,12.21%, 55.18%, 42.97%,-, 1.86%
