statecounty,margin,dole,clinton,perot,nader,other
34035,1.06%, 45.93%, 44.87%, 7.42%,-, 1.78%
34037,13.33%, 49.36%, 36.04%, 12.37%,-, 2.23%
34039,22.18%, 34.65%, 56.82%, 6.53%,-, 1.99%
34041,6.25%, 45.52%, 39.27%, 13.24%,-, 1.97%
35001,5.10%, 43.19%, 48.28%, 4.77%, 2.89%, 0.87%
35003,32.81%, 60.56%, 27.76%, 7.48%,-, 4.20%
35005,16.08%, 53.95%, 37.87%, 6.86%,-, 1.31%
35006,25.94%, 32.63%, 58.58%, 7.09%,-, 1.70%
35007,13.24%, 38.23%, 51.47%, 7.96%,-, 2.34%
35009,26.21%, 59.28%, 33.07%, 6.76%,-, 0.89%
35011,1.83%, 44.74%, 46.57%, 7.87%,-, 0.82%
35013,11.99%, 40.26%, 52.26%, 5.21%,-, 2.27%
35015,2.24%, 44.92%, 47.16%, 6.83%,-, 1.09%
35017,17.08%, 36.54%, 53.62%, 7.12%,-, 2.72%
35019,44.47%, 25.12%, 69.59%, 4.55%,-, 0.75%
35021,9.25%, 52.11%, 42.86%, 4.55%,-, 0.49%
35023,7.89%, 40.42%, 48.31%, 10.71%,-, 0.56%
35025,15.46%, 52.24%, 36.77%, 9.99%,-, 1.00%
35027,18.52%, 52.97%, 34.46%, 10.39%,-, 2.18%
35028,10.23%, 50.33%, 40.10%, 5.64%, 2.49%, 1.44%
35029,6.09%, 41.35%, 47.44%, 9.45%,-, 1.75%
35031,36.42%, 28.79%, 65.21%, 4.19%,-, 1.82%
35033,45.32%, 23.43%, 68.76%, 5.47%,-, 2.34%
35035,19.14%, 55.49%, 36.35%, 6.71%,-, 1.46%
35037,2.71%, 46.53%, 43.82%, 9.03%,-, 0.62%
35039,47.89%, 22.57%, 70.46%, 4.15%, 2.37%, 0.46%
35041,19.56%, 55.29%, 35.73%, 7.96%,-, 1.02%
35043,7.81%, 41.65%, 49.46%, 5.60%, 2.34%, 0.95%
35045,16.61%, 53.69%, 37.08%, 7.23%,-, 2.00%
35047,52.42%, 20.09%, 72.51%, 4.20%, 2.59%, 0.61%
35049,36.50%, 25.58%, 62.08%, 4.35%, 7.11%, 0.89%
35051,0.29%, 44.54%, 44.83%, 8.97%,-, 1.66%
35053,16.64%, 36.38%, 53.02%, 7.15%, 2.12%, 1.34%
35055,44.85%, 21.15%, 66.00%, 5.42%, 6.57%, 0.87%
35057,1.76%, 46.27%, 44.51%, 7.13%,-, 2.08%
35059,28.85%, 60.30%, 31.45%, 7.58%,-, 0.67%
35061,7.50%, 41.95%, 49.44%, 6.59%,-, 2.02%
36001,32.77%, 28.22%, 60.99%, 8.48%,-, 2.31%
36003,8.39%, 45.79%, 37.40%, 15.42%,-, 1.38%
36005,75.29%, 10.52%, 85.80%, 2.48%,-, 1.19%
36007,15.07%, 36.09%, 51.15%, 10.50%,-, 2.26%
36009,0.18%, 40.99%, 41.17%, 16.28%,-, 1.55%
36011,15.01%, 34.78%, 49.79%, 13.86%,-, 1.57%
36013,9.90%, 37.77%, 47.67%, 13.30%,-, 1.27%
36015,7.51%, 39.89%, 47.40%, 11.08%,-, 1.63%
36017,7.67%, 37.96%, 45.63%, 14.64%,-, 1.77%
36019,19.36%, 33.58%, 52.95%, 12.00%,-, 1.47%
36021,9.44%, 37.67%, 47.11%, 12.65%,-, 2.57%
36023,7.84%, 39.11%, 46.94%, 12.33%,-, 1.62%
36025,5.36%, 39.62%, 44.98%, 13.41%,-, 1.99%
36027,5.21%, 40.39%, 45.60%, 11.84%,-, 2.18%
36029,22.48%, 32.26%, 54.74%, 11.13%,-, 1.87%
36031,8.91%, 37.55%, 46.47%, 13.91%,-, 2.07%
36033,20.87%, 30.94%, 51.81%, 15.24%,-, 2.01%
36035,8.98%, 37.30%, 46.28%, 15.21%,-, 1.21%
36037,3.08%, 44.64%, 41.56%, 12.36%,-, 1.43%
36039,2.29%, 43.29%, 41.00%, 13.86%,-, 1.84%
36041,16.97%, 50.97%, 34.00%, 13.62%,-, 1.41%
36043,6.85%, 37.88%, 44.73%, 15.91%,-, 1.49%
36045,12.95%, 36.22%, 49.18%, 13.36%,-, 1.23%
36047,64.99%, 15.08%, 80.07%, 2.78%,-, 2.07%
36049,4.29%, 38.93%, 43.22%, 16.39%,-, 1.46%
36051,0.45%, 43.68%, 43.23%, 11.49%,-, 1.59%
36053,1.88%, 41.96%, 43.84%, 12.52%,-, 1.68%
36055,15.86%, 37.32%, 53.18%, 7.72%,-, 1.78%
36057,15.65%, 33.88%, 49.54%, 15.37%,-, 1.21%
36059,19.60%, 36.14%, 55.74%, 6.63%,-, 1.49%
36061,66.20%, 13.76%, 79.96%, 2.26%, 3.24%, 0.77%
36063,14.27%, 35.15%, 49.42%, 14.05%,-, 1.39%
36065,6.75%, 40.03%, 46.77%, 11.90%,-, 1.30%
36067,13.55%, 37.84%, 51.40%, 9.03%,-, 1.73%
36069,4.63%, 41.60%, 46.23%, 10.60%,-, 1.58%
36071,7.89%, 40.12%, 48.01%, 10.28%,-, 1.58%
36073,4.14%, 44.96%, 40.82%, 13.01%,-, 1.21%
36075,7.18%, 37.57%, 44.75%, 16.42%,-, 1.26%
36077,11.17%, 36.37%, 47.54%, 13.33%,-, 2.76%
36079,3.33%, 45.41%, 42.08%, 10.49%,-, 2.02%
36081,51.88%, 21.05%, 72.94%, 4.36%,-, 1.65%
36083,15.96%, 34.72%, 50.68%, 12.43%,-, 2.17%
36085,9.75%, 40.78%, 50.53%, 7.01%,-, 1.68%
36087,20.25%, 35.99%, 56.24%, 6.06%,-, 1.71%
36089,28.51%, 28.14%, 56.65%, 13.80%,-, 1.41%
36091,6.41%, 40.08%, 46.50%, 11.84%,-, 1.58%
36093,19.93%, 33.14%, 53.07%, 11.79%,-, 2.00%
36095,4.14%, 40.37%, 44.51%, 13.54%,-, 1.58%
36097,2.21%, 41.05%, 43.26%, 13.58%,-, 2.11%
36099,13.05%, 35.86%, 48.91%, 13.54%,-, 1.70%
36101,8.46%, 46.40%, 37.94%, 14.40%,-, 1.27%
36103,15.70%, 36.13%, 51.83%, 10.33%,-, 1.72%
36105,20.29%, 33.00%, 53.29%, 12.23%,-, 1.48%
36107,3.04%, 44.24%, 41.20%, 12.79%,-, 1.77%
36109,24.89%, 31.06%, 55.95%, 7.07%, 4.99%, 0.92%
36111,13.05%, 35.49%, 48.55%, 12.52%, 2.59%, 0.85%
36113,1.68%, 41.63%, 43.31%, 13.52%,-, 1.54%
36115,2.74%, 39.72%, 42.46%, 16.18%,-, 1.64%
36117,1.92%, 44.00%, 42.07%, 12.83%,-, 1.10%
36119,21.05%, 35.87%, 56.92%, 5.23%,-, 1.97%
36121,11.01%, 47.26%, 36.25%, 15.24%,-, 1.25%
36123,1.51%, 42.08%, 43.59%, 12.76%,-, 1.57%
37001,15.88%, 53.66%, 37.78%, 8.11%,-, 0.46%
37003,23.81%, 57.53%, 33.72%, 8.56%,-, 0.20%
37005,3.19%, 45.71%, 42.53%, 10.81%,-, 0.94%
37007,35.43%, 28.81%, 64.23%, 6.73%,-, 0.24%
37009,13.86%, 52.33%, 38.47%, 8.70%,-, 0.49%
37011,37.08%, 62.83%, 25.75%, 10.63%,-, 0.78%
37013,13.03%, 53.59%, 40.57%, 5.48%,-, 0.36%
37015,39.18%, 27.83%, 67.01%, 5.04%,-, 0.13%
37017,18.05%, 37.22%, 55.27%, 7.31%,-, 0.20%
37019,0.11%, 45.70%, 45.59%, 8.24%,-, 0.46%
37021,1.65%, 44.19%, 45.84%, 9.05%,-, 0.92%
37023,7.69%, 48.97%, 41.28%, 9.38%,-, 0.37%
37025,20.79%, 55.76%, 34.97%, 8.78%,-, 0.49%
37027,20.07%, 55.18%, 35.11%, 9.15%,-, 0.56%
37029,4.36%, 41.86%, 46.22%, 11.42%,-, 0.51%
37031,19.90%, 56.15%, 36.24%, 7.03%,-, 0.58%
37033,12.28%, 40.57%, 52.86%, 6.25%,-, 0.32%
37035,24.37%, 58.03%, 33.66%, 7.83%,-, 0.49%
37037,8.82%, 42.03%, 50.84%, 6.05%,-, 1.08%
37039,9.56%, 49.26%, 39.69%, 9.96%,-, 1.09%
37041,13.56%, 38.80%, 52.36%, 8.40%,-, 0.44%
37043,8.40%, 48.40%, 40.00%, 10.59%,-, 1.01%
37045,2.64%, 47.71%, 45.07%, 6.84%,-, 0.38%
37047,18.44%, 36.96%, 55.40%, 7.19%,-, 0.45%
37049,11.70%, 52.65%, 40.96%, 6.07%,-, 0.33%
37051,4.41%, 44.83%, 49.25%, 5.68%,-, 0.24%
37053,5.17%, 45.51%, 40.34%, 13.64%,-, 0.51%
37055,4.21%, 46.00%, 41.79%, 11.63%,-, 0.58%
37057,26.55%, 58.75%, 32.21%, 8.76%,-, 0.28%
37059,36.58%, 64.51%, 27.93%, 7.25%,-, 0.31%
37061,6.03%, 43.83%, 49.86%, 6.18%,-, 0.12%
37063,26.40%, 34.39%, 60.79%, 3.86%,-, 0.96%
37065,26.38%, 34.78%, 61.16%, 3.82%,-, 0.23%
37067,11.26%, 52.81%, 41.54%, 5.13%,-, 0.52%
37069,6.14%, 43.36%, 49.50%, 6.84%,-, 0.30%
37071,24.13%, 58.42%, 34.29%, 6.91%,-, 0.37%
37073,30.58%, 30.27%, 60.84%, 8.67%,-, 0.23%
37075,17.97%, 54.76%, 36.79%, 8.21%,-, 0.24%
37077,9.76%, 42.95%, 52.71%, 3.38%,-, 0.96%
37079,8.95%, 51.73%, 42.79%, 5.39%,-, 0.10%
37081,1.00%, 45.89%, 46.89%, 6.60%,-, 0.62%
37083,23.91%, 35.40%, 59.31%, 5.07%,-, 0.22%
37085,13.01%, 53.34%, 40.33%, 5.92%,-, 0.41%
37087,6.75%, 39.84%, 46.59%, 12.93%,-, 0.65%
37089,26.18%, 58.70%, 32.52%, 8.20%,-, 0.58%
37091,43.03%, 25.86%, 68.89%, 5.05%,-, 0.20%
37093,26.92%, 32.28%, 59.20%, 8.11%,-, 0.40%
37095,16.01%, 38.30%, 54.31%, 7.00%,-, 0.39%
37097,21.55%, 56.57%, 35.02%, 7.94%,-, 0.47%
37099,9.20%, 40.40%, 49.60%, 9.23%,-, 0.77%
37101,23.44%, 58.23%, 34.79%, 6.73%,-, 0.24%
37103,3.96%, 45.28%, 49.23%, 5.30%,-, 0.19%
37105,7.05%, 50.04%, 42.99%, 6.70%,-, 0.27%
37107,4.22%, 49.84%, 45.63%, 4.34%,-, 0.18%
37109,17.83%, 54.86%, 37.03%, 7.76%,-, 0.34%
37111,15.10%, 52.18%, 37.08%, 10.38%,-, 0.35%
37113,9.91%, 49.34%, 39.43%, 10.50%,-, 0.73%
37115,3.17%, 44.24%, 47.41%, 7.65%,-, 0.70%
37117,10.64%, 41.98%, 52.62%, 5.20%,-, 0.20%
37119,2.68%, 45.91%, 48.59%, 4.92%,-, 0.58%
37121,39.99%, 65.15%, 25.16%, 9.23%,-, 0.45%
37123,6.09%, 43.11%, 49.20%, 7.49%,-, 0.20%
37125,18.55%, 55.74%, 37.19%, 6.65%,-, 0.42%
37127,14.74%, 54.17%, 39.42%, 6.20%,-, 0.21%
37129,9.22%, 50.92%, 41.70%, 6.60%,-, 0.78%
37131,44.35%, 25.08%, 69.44%, 5.36%,-, 0.12%
37133,19.59%, 55.70%, 36.11%, 7.72%,-, 0.46%
37135,29.13%, 32.19%, 61.32%, 3.28%,-, 3.22%
37137,1.38%, 47.39%, 46.01%, 6.20%,-, 0.40%
37139,15.78%, 38.34%, 54.12%, 7.22%,-, 0.32%
37141,1.08%, 46.38%, 45.30%, 7.91%,-, 0.40%
37143,12.65%, 38.88%, 51.53%, 9.19%,-, 0.40%
37145,3.42%, 48.68%, 45.26%, 5.89%,-, 0.16%
37147,1.77%, 47.95%, 46.18%, 5.36%,-, 0.51%
37149,12.02%, 52.04%, 40.02%, 7.30%,-, 0.64%
37151,32.63%, 61.36%, 28.73%, 9.57%,-, 0.34%
37153,28.05%, 31.04%, 59.09%, 9.61%,-, 0.27%
37155,33.30%, 29.44%, 62.74%, 7.61%,-, 0.21%
37157,7.46%, 49.22%, 41.77%, 8.73%,-, 0.28%
37159,23.66%, 57.94%, 34.28%, 7.39%,-, 0.40%
37161,14.16%, 52.73%, 38.57%, 8.53%,-, 0.17%
37163,0.53%, 47.82%, 47.30%, 4.79%,-, 0.09%
37165,24.24%, 34.44%, 58.68%, 6.60%,-, 0.28%
37167,21.22%, 56.29%, 35.07%, 8.31%,-, 0.32%
37169,30.69%, 61.82%, 31.13%, 6.69%,-, 0.36%
37171,19.05%, 55.53%, 36.48%, 7.68%,-, 0.31%
37173,11.42%, 38.80%, 50.21%, 10.77%,-, 0.21%
37175,14.69%, 52.29%, 37.60%, 9.19%,-, 0.92%
37177,27.76%, 32.25%, 60.01%, 7.40%,-, 0.33%
37179,22.07%, 57.03%, 34.96%, 7.51%,-, 0.50%
37181,14.90%, 39.97%, 54.88%, 4.94%,-, 0.21%
37183,2.31%, 48.18%, 45.88%, 5.23%,-, 0.70%
37185,35.97%, 29.36%, 65.33%, 5.03%,-, 0.28%
37187,27.10%, 34.47%, 61.56%, 3.77%,-, 0.20%
37189,4.63%, 47.30%, 42.67%, 8.22%,-, 1.81%
37191,17.04%, 56.44%, 39.40%, 4.01%,-, 0.15%
37193,26.39%, 58.39%, 32.00%, 9.27%,-, 0.34%
37195,3.45%, 49.03%, 45.59%, 5.13%,-, 0.25%
37197,44.77%, 68.54%, 23.77%, 7.41%,-, 0.28%
37199,0.20%, 45.75%, 45.56%, 8.29%,-, 0.40%
38001,18.14%, 49.91%, 31.77%, 17.36%,-, 0.95%
38003,2.41%, 44.79%, 42.37%, 12.18%,-, 0.66%
38005,9.62%, 39.13%, 48.76%, 11.60%,-, 0.51%
38007,32.54%, 55.42%, 22.88%, 21.10%,-, 0.59%
38009,11.42%, 47.80%, 36.37%, 15.23%,-, 0.60%
38011,15.00%, 48.20%, 33.20%, 17.72%,-, 0.88%
38013,6.15%, 44.35%, 38.20%, 16.16%,-, 1.29%
38015,16.01%, 51.74%, 35.73%, 11.83%,-, 0.71%
38017,5.04%, 48.02%, 42.98%, 8.16%,-, 0.84%
38019,9.95%, 47.85%, 37.90%, 13.13%,-, 1.13%
38021,17.45%, 53.21%, 35.76%, 10.36%,-, 0.68%
38023,11.12%, 36.42%, 47.54%, 15.60%,-, 0.45%
38025,13.94%, 47.62%, 33.68%, 17.44%,-, 1.26%
38027,2.81%, 40.36%, 43.17%, 15.69%,-, 0.78%
38029,28.17%, 53.54%, 25.37%, 20.57%,-, 0.51%
38031,7.86%, 45.93%, 38.07%, 15.19%,-, 0.80%
38033,30.84%, 56.28%, 25.43%, 17.64%,-, 0.65%
38035,0.89%, 44.92%, 44.03%, 10.31%,-, 0.74%
38037,33.60%, 55.51%, 21.91%, 21.55%,-, 1.02%
38039,3.88%, 46.53%, 42.65%, 10.31%,-, 0.51%
38041,24.33%, 53.65%, 29.31%, 16.69%,-, 0.35%
38043,18.60%, 50.00%, 31.40%, 17.51%,-, 1.09%
38045,14.26%, 51.15%, 36.90%, 11.57%,-, 0.38%
38047,25.98%, 53.09%, 27.11%, 19.13%,-, 0.68%
38049,3.30%, 43.07%, 39.77%, 16.44%,-, 0.73%
38051,30.04%, 56.43%, 26.39%, 16.56%,-, 0.62%
38053,15.17%, 49.50%, 34.33%, 15.83%,-, 0.33%
38055,5.23%, 45.39%, 40.16%, 14.11%,-, 0.34%
38057,16.16%, 48.32%, 32.16%, 18.90%,-, 0.62%
38059,9.47%, 46.66%, 37.19%, 15.55%,-, 0.60%
38061,11.93%, 36.90%, 48.83%, 13.77%,-, 0.50%
38063,4.56%, 41.41%, 45.97%, 11.45%,-, 1.17%
38065,16.24%, 48.83%, 32.58%, 17.91%,-, 0.68%
38067,14.78%, 50.94%, 36.16%, 12.14%,-, 0.76%
38069,17.53%, 51.52%, 33.99%, 13.68%,-, 0.81%
38071,0.96%, 43.51%, 44.47%, 11.50%,-, 0.52%
38073,11.46%, 37.78%, 49.24%, 12.44%,-, 0.53%
38075,1.03%, 42.54%, 41.51%, 15.51%,-, 0.44%
38077,6.44%, 47.32%, 40.88%, 11.06%,-, 0.74%
38079,40.99%, 22.85%, 63.84%, 12.44%,-, 0.86%
38081,9.14%, 39.38%, 48.52%, 11.66%,-, 0.44%
38083,33.37%, 60.15%, 26.78%, 12.86%,-, 0.21%
38085,26.96%, 30.00%, 56.96%, 11.88%,-, 1.16%
38087,30.79%, 58.43%, 27.64%, 13.48%,-, 0.45%
38089,11.38%, 46.94%, 35.55%, 16.73%,-, 0.78%
38091,10.94%, 39.67%, 50.61%, 9.39%,-, 0.33%
38093,2.27%, 44.04%, 41.77%, 13.28%,-, 0.92%
38095,7.71%, 39.08%, 46.79%, 13.48%,-, 0.65%
38097,0.05%, 45.03%, 45.08%, 9.40%,-, 0.49%
38099,2.83%, 44.99%, 42.15%, 12.13%,-, 0.73%
38101,8.59%, 48.01%, 39.43%, 11.78%,-, 0.78%
38103,9.05%, 46.89%, 37.84%, 14.67%,-, 0.59%
38105,7.30%, 45.79%, 38.49%, 14.97%,-, 0.74%
39001,4.30%, 45.88%, 41.59%, 11.78%,-, 0.75%
39003,20.01%, 55.35%, 35.33%, 8.64%,-, 0.67%
39005,19.36%, 52.61%, 33.24%, 13.30%,-, 0.85%
39007,15.63%, 34.31%, 49.95%, 14.72%,-, 1.02%
39009,26.15%, 29.87%, 56.02%, 11.59%,-, 2.53%
39011,17.91%, 51.80%, 33.88%, 13.45%,-, 0.87%
39013,30.98%, 26.81%, 57.79%, 14.53%,-, 0.88%
39015,4.24%, 45.36%, 41.12%, 12.63%,-, 0.89%
39017,19.06%, 54.76%, 35.70%, 8.61%,-, 0.94%
39019,2.91%, 37.74%, 40.64%, 20.74%,-, 0.88%
39021,3.88%, 44.10%, 40.22%, 14.90%,-, 0.78%
39023,9.68%, 38.57%, 48.25%, 12.25%,-, 0.92%
39025,23.57%, 56.81%, 33.24%, 9.03%,-, 0.92%
39027,15.16%, 51.68%, 36.52%, 10.94%,-, 0.87%
39029,12.22%, 35.27%, 47.48%, 16.34%,-, 0.92%
39031,0.09%, 42.00%, 41.91%, 15.23%,-, 0.87%
39033,6.59%, 44.88%, 38.30%, 15.79%,-, 1.03%
39035,31.61%, 29.15%, 60.75%, 9.02%,-, 1.08%
39037,8.37%, 46.88%, 38.52%, 13.75%,-, 0.85%
39039,7.08%, 47.00%, 39.91%, 12.14%,-, 0.96%
39041,25.74%, 58.25%, 32.51%, 8.38%,-, 0.86%
39043,13.53%, 36.49%, 50.02%, 12.63%,-, 0.87%
39045,15.84%, 52.98%, 37.13%, 9.19%,-, 0.70%
39047,12.14%, 50.29%, 38.15%, 10.90%,-, 0.67%
39049,3.59%, 44.55%, 48.14%, 6.34%,-, 0.98%
39051,11.40%, 48.60%, 37.20%, 13.47%,-, 0.73%
39053,2.01%, 41.19%, 43.21%, 14.75%,-, 0.85%
39055,14.12%, 50.30%, 36.18%, 12.40%,-, 1.12%
39057,9.06%, 49.65%, 40.60%, 8.49%,-, 1.26%
39059,5.04%, 39.52%, 44.55%, 14.90%,-, 1.03%
39061,7.00%, 50.12%, 43.13%, 5.73%,-, 1.02%
39063,26.47%, 57.68%, 31.21%, 9.71%,-, 1.40%
39065,4.85%, 46.36%, 41.51%, 11.49%,-, 0.63%
39067,19.06%, 31.21%, 50.27%, 17.59%,-, 0.93%
39069,12.69%, 49.94%, 37.25%, 12.12%,-, 0.69%
39071,8.62%, 48.40%, 39.78%, 11.10%,-, 0.72%
39073,6.07%, 38.79%, 44.86%, 15.10%,-, 1.25%
39075,29.52%, 57.39%, 27.86%, 14.05%,-, 0.70%
39077,0.51%, 41.35%, 41.86%, 15.77%,-, 1.02%
39079,5.09%, 40.69%, 45.79%, 12.64%,-, 0.88%
39081,26.54%, 29.49%, 56.04%, 13.71%,-, 0.75%
39083,12.94%, 50.62%, 37.68%, 10.65%,-, 1.04%
39085,2.26%, 41.92%, 44.19%, 12.80%,-, 1.09%
39087,11.55%, 36.91%, 48.46%, 13.51%,-, 1.12%
39089,9.75%, 48.78%, 39.03%, 11.24%,-, 0.95%
39091,11.25%, 48.56%, 37.31%, 13.21%,-, 0.93%
39093,19.55%, 32.82%, 52.37%, 13.99%,-, 0.82%
39095,25.75%, 31.98%, 57.72%, 9.51%,-, 0.79%
39097,13.40%, 51.20%, 37.79%, 10.33%,-, 0.69%
39099,34.96%, 26.57%, 61.53%, 11.18%,-, 0.72%
39101,2.55%, 45.04%, 42.48%, 11.74%,-, 0.74%
39103,4.05%, 44.21%, 40.16%, 14.72%,-, 0.91%
39105,6.90%, 38.27%, 45.17%, 15.35%,-, 1.22%
39107,14.34%, 50.03%, 35.69%, 13.37%,-, 0.91%
39109,9.92%, 48.77%, 38.85%, 11.50%,-, 0.89%
39111,29.54%, 26.64%, 56.18%, 16.19%,-, 0.99%
39113,8.69%, 41.30%, 50.00%, 7.92%,-, 0.78%
39115,3.03%, 42.97%, 39.94%, 15.44%,-, 1.64%
39117,8.37%, 46.07%, 37.69%, 14.22%,-, 2.02%
39119,0.15%, 42.04%, 41.89%, 14.80%,-, 1.27%
39121,3.32%, 39.59%, 42.91%, 16.30%,-, 1.20%
39123,12.34%, 37.01%, 49.35%, 12.91%,-, 0.73%
39125,3.62%, 43.74%, 40.12%, 15.03%,-, 1.11%
39127,9.75%, 37.00%, 46.75%, 14.90%,-, 1.35%
39129,9.28%, 49.52%, 40.24%, 9.73%,-, 0.52%
39131,16.53%, 34.85%, 51.38%, 13.00%,-, 0.78%
39133,18.03%, 32.52%, 50.55%, 15.76%,-, 1.17%
39135,8.92%, 47.50%, 38.59%, 13.05%,-, 0.86%
39137,26.75%, 57.52%, 30.77%, 10.94%,-, 0.77%
39139,5.57%, 46.06%, 40.49%, 12.85%,-, 0.60%
39141,9.16%, 39.87%, 49.03%, 10.26%,-, 0.83%
39143,5.96%, 39.48%, 45.44%, 14.23%,-, 0.85%
39145,10.73%, 37.28%, 48.01%, 14.10%,-, 0.61%
39147,1.41%, 41.31%, 42.72%, 14.88%,-, 1.09%
39149,11.13%, 47.78%, 36.65%, 14.63%,-, 0.95%
39151,8.35%, 38.03%, 46.38%, 14.53%,-, 1.07%
39153,17.89%, 34.18%, 52.07%, 12.88%,-, 0.87%
39155,32.50%, 26.19%, 58.69%, 14.32%,-, 0.81%
39157,5.34%, 38.52%, 43.86%, 16.35%,-, 1.27%
39159,22.00%, 55.26%, 33.25%, 10.64%,-, 0.85%
39161,19.52%, 53.67%, 34.15%, 11.40%,-, 0.78%
39163,14.07%, 34.77%, 48.85%, 15.13%,-, 1.25%
39165,29.09%, 59.94%, 30.84%, 8.46%,-, 0.76%
39167,3.93%, 46.06%, 42.13%, 10.90%,-, 0.90%
39169,11.78%, 48.41%, 36.62%, 14.23%,-, 0.74%
39171,14.25%, 49.67%, 35.41%, 13.60%,-, 1.32%
39173,5.40%, 41.58%, 46.98%, 10.26%,-, 1.17%
39175,8.29%, 46.56%, 38.27%, 14.02%,-, 1.14%
40001,2.51%, 45.33%, 42.82%, 11.52%,-, 0.34%
40003,26.59%, 56.48%, 29.89%, 13.07%,-, 0.56%
40005,16.90%, 35.26%, 52.16%, 12.17%,-, 0.41%
40007,52.78%, 72.50%, 19.72%, 7.62%,-, 0.15%
40009,1.76%, 44.45%, 42.70%, 12.47%,-, 0.38%
40011,6.50%, 46.88%, 40.38%, 12.41%,-, 0.33%
40013,17.81%, 34.79%, 52.60%, 12.32%,-, 0.30%
40015,14.71%, 35.39%, 50.09%, 14.04%,-, 0.48%
40017,30.00%, 59.40%, 29.40%, 10.80%,-, 0.40%
40019,1.33%, 42.83%, 44.16%, 12.64%,-, 0.37%
40021,12.93%, 36.84%, 49.77%, 12.97%,-, 0.41%
40023,30.08%, 29.37%, 59.45%, 10.95%,-, 0.22%
40025,42.96%, 67.77%, 24.81%, 7.01%,-, 0.41%
40027,14.93%, 52.24%, 37.31%, 9.72%,-, 0.72%
40029,20.69%, 32.25%, 52.94%, 14.19%,-, 0.62%
40031,5.35%, 47.76%, 42.41%, 9.31%,-, 0.52%
40033,8.01%, 38.62%, 46.63%, 14.12%,-, 0.63%
40035,10.77%, 37.51%, 48.29%, 13.82%,-, 0.38%
40037,0.83%, 43.91%, 43.08%, 12.63%,-, 0.38%
40039,7.05%, 47.81%, 40.76%, 11.14%,-, 0.28%
40041,1.14%, 43.81%, 42.67%, 13.18%,-, 0.35%
40043,15.78%, 51.24%, 35.46%, 12.69%,-, 0.61%
40045,23.60%, 54.61%, 31.01%, 13.98%,-, 0.40%
40047,19.27%, 53.62%, 34.36%, 11.55%,-, 0.47%
40049,9.15%, 38.34%, 47.50%, 13.77%,-, 0.39%
40051,6.23%, 46.34%, 40.11%, 13.13%,-, 0.42%
40053,19.41%, 52.09%, 32.68%, 14.47%,-, 0.75%
40055,13.31%, 35.96%, 49.26%, 14.34%,-, 0.44%
40057,21.18%, 33.76%, 54.94%, 10.78%,-, 0.53%
40059,29.53%, 58.27%, 28.74%, 12.32%,-, 0.67%
40061,27.47%, 30.01%, 57.48%, 12.28%,-, 0.23%
40063,24.70%, 30.13%, 54.83%, 14.57%,-, 0.48%
40065,13.71%, 51.53%, 37.81%, 10.39%,-, 0.27%
40067,21.35%, 32.69%, 54.04%, 12.74%,-, 0.53%
40069,20.41%, 32.63%, 53.04%, 14.12%,-, 0.21%
40071,14.65%, 49.92%, 35.27%, 14.27%,-, 0.54%
40073,31.64%, 60.27%, 28.63%, 10.94%,-, 0.16%
40075,8.12%, 39.68%, 47.80%, 12.35%,-, 0.17%
40077,25.81%, 29.70%, 55.51%, 14.44%,-, 0.35%
40079,7.98%, 39.74%, 47.72%, 12.02%,-, 0.52%
40081,8.19%, 47.14%, 38.95%, 13.49%,-, 0.42%
40083,8.92%, 48.46%, 39.54%, 11.48%,-, 0.52%
40085,13.65%, 37.05%, 50.70%, 11.65%,-, 0.61%
40087,6.46%, 46.22%, 39.76%, 13.66%,-, 0.36%
40089,4.69%, 39.82%, 44.51%, 15.17%,-, 0.50%
40091,23.65%, 31.21%, 54.86%, 13.57%,-, 0.36%
40093,36.67%, 62.30%, 25.63%, 11.67%,-, 0.40%
40095,20.74%, 32.67%, 53.41%, 13.49%,-, 0.43%
40097,8.33%, 39.59%, 47.92%, 12.15%,-, 0.35%
40099,17.92%, 33.78%, 51.70%, 14.27%,-, 0.26%
40101,15.84%, 35.64%, 51.48%, 12.56%,-, 0.32%
40103,11.73%, 48.38%, 36.65%, 14.49%,-, 0.48%
40105,8.59%, 37.80%, 46.39%, 15.20%,-, 0.60%
40107,17.31%, 34.41%, 51.72%, 13.37%,-, 0.50%
40109,18.16%, 54.68%, 36.52%, 8.36%,-, 0.44%
40111,24.81%, 31.84%, 56.65%, 11.15%,-, 0.37%
40113,9.98%, 38.38%, 48.36%, 12.76%,-, 0.50%
40115,14.93%, 35.87%, 50.80%, 13.00%,-, 0.32%
40117,1.71%, 42.62%, 44.34%, 12.59%,-, 0.45%
40119,7.00%, 48.07%, 41.08%, 10.17%,-, 0.68%
40121,14.96%, 35.58%, 50.55%, 13.22%,-, 0.64%
40123,8.11%, 39.42%, 47.53%, 12.58%,-, 0.48%
40125,3.04%, 45.06%, 42.02%, 12.52%,-, 0.40%
40127,18.71%, 33.59%, 52.29%, 13.55%,-, 0.58%
40129,11.69%, 49.61%, 37.92%, 12.05%,-, 0.41%
40131,13.07%, 50.41%, 37.35%, 11.83%,-, 0.41%
40133,15.68%, 35.67%, 51.34%, 12.65%,-, 0.34%
40135,7.69%, 39.04%, 46.73%, 13.80%,-, 0.44%
40137,5.04%, 45.81%, 40.77%, 13.01%,-, 0.41%
