id,margin,taft,wilson,other,roosevelt,other2,hex_color
01001,58.37%, 5.07%, 73.35%,14.98%, 14.98%,-,0c26bb
01003,52.05%, 4.00%, 67.28%,15.23%, 15.23%,-,0a26ab
01005,83.49%,-, 90.38%,9.629999999999999%, 6.89%,-,0018e6
01007,56.27%, 3.51%, 71.87%,15.6%, 15.60%,-,0827b7
01009,23.52%, 24.65%, 48.74%,26.61%, 25.22%,-,3e437c
01011,98.65%,-, 99.19%,0.81%,-,-,0002fc
01013,75.09%, 7.90%, 83.00%,9.1%, 7.35%,-,1417d3
01015,52.58%, 10.07%, 70.47%,19.46%, 17.89%,-,1931b3
01017,83.92%,-, 90.83%,9.17%, 6.91%,-,0017e7
01019,0.86%, 5.03%, 46.57%,45.71%, 45.71%,-,0c7476
01021,12.20%, 6.23%, 39.18%,51.38%, 51.38%,-,0f8363
01023,74.73%,-, 86.40%,13.6%, 11.66%,-,0022dc
01025,93.02%,-, 95.34%,2.33%,-,-,0005f3
01027,8.04%, 3.03%, 52.46%,44.510000000000005%, 44.42%,-,077185
01029,13.55%, 9.96%, 51.72%,38.32%, 38.17%,-,196183
01031,48.81%, 3.76%, 70.67%,21.86%, 21.86%,-,0937b4
01033,47.09%, 15.25%, 63.28%,16.19%, 16.19%,-,2629a1
01035,70.53%, 6.05%, 80.93%,10.39%, 10.39%,-,0f1ace
01037,36.98%, 9.04%, 63.27%,27.7%, 26.29%,-,1746a1
01039,62.20%, 6.47%, 73.54%,8.64%, 8.64%,-,1016bb
01041,73.61%, 4.03%, 84.49%,11.48%, 10.88%,-,0a1dd7
01043,4.97%, 9.12%, 42.49%,48.39%, 47.46%,-,177b6c
01045,38.40%, 6.17%, 66.02%,27.810000000000002%, 27.62%,-,0f46a8
01047,95.50%,-, 96.69%,3.31%,-,-,0008f6
01049,29.94%, 19.49%, 54.61%,25.900000000000002%, 24.67%,-,31428b
01051,69.86%, 5.74%, 81.70%,12.55%, 11.84%,-,0e20d0
01053,78.00%, 5.37%, 85.64%,8.98%, 7.64%,-,0d16da
01055,21.55%, 12.22%, 52.18%,30.63%, 30.63%,-,1f4e85
01057,21.55%, 28.52%, 50.07%,21.419999999999998%, 20.11%,-,48367f
01059,15.47%, 17.14%, 47.09%,31.61%, 31.61%,-,2b5078
01061,24.71%, 6.44%, 57.93%,33.22%, 33.22%,-,105493
01063,62.79%, 18.22%, 81.01%,0.78%,-,-,2e01ce
01065,97.54%,-, 98.50%,1.5%,-,-,0003fb
01067,59.55%, 5.02%, 75.88%,16.33%, 16.33%,-,0c29c1
01069,48.03%, 4.96%, 70.18%,22.14%, 22.14%,-,0c38b2
01071,52.82%, 10.16%, 70.82%,19.02%, 18.00%,-,1930b4
01073,56.05%, 5.67%, 72.69%,16.64%, 16.64%,-,0e2ab9
01075,62.66%, 5.83%, 77.94%,16.24%, 15.28%,-,0e29c6
01077,53.96%, 13.03%, 68.68%,14.72%, 14.72%,-,2125af
01079,33.69%, 17.46%, 56.70%,23.02%, 23.02%,-,2c3a90
01081,84.45%, 3.25%, 88.98%,3.25%, 3.25%,-,0808e2
01083,75.64%, 7.38%, 83.02%,6.81%, 6.81%,-,1211d3
01085,95.34%,-, 97.00%,3.0%,-,-,0007f7
01087,89.77%, 3.46%, 93.23%,3.31%, 3.31%,-,0808ed
01089,65.20%, 5.47%, 78.21%,13.01%, 13.01%,-,0d21c7
01091,96.47%,-, 97.88%,2.12%,-,-,0005f9
01093,42.65%, 22.39%, 65.05%,12.55%, 12.14%,-,3920a5
01095,8.83%, 13.84%, 47.11%,39.06%, 38.28%,-,236378
01097,68.16%, 3.72%, 79.98%,11.83%, 11.83%,-,091ecb
01099,94.80%,-, 97.12%,2.87%, 2.32%,-,0007f7
01101,90.06%,-, 94.10%,5.9%, 4.05%,-,000fef
01103,55.84%, 10.16%, 71.11%,15.27%, 15.27%,-,1926b5
01105,89.86%,-, 93.84%,6.16%, 3.98%,-,000fef
01107,80.13%, 2.38%, 88.01%,9.61%, 7.88%,-,0618e0
01109,91.61%,-, 95.14%,4.85%, 3.53%,-,000cf2
01111,44.78%, 14.80%, 64.99%,20.21%, 20.21%,-,2533a5
01113,94.05%,-, 96.22%,3.7800000000000002%, 2.17%,-,0009f5
01115,5.53%, 14.37%, 43.50%,37.98%, 37.98%,-,24606e
01117,1.96%, 7.56%, 44.45%,47.989999999999995%, 46.41%,-,137a71
01119,95.71%,-, 97.09%,2.91%,-,-,0007f7
01121,51.16%, 6.13%, 72.49%,21.389999999999997%, 21.33%,-,0f36b8
01123,77.86%, 4.56%, 86.06%,9.379999999999999%, 8.19%,-,0b17db
01125,77.28%, 4.37%, 85.22%,7.94%, 7.94%,-,0b14d9
01127,33.06%, 24.64%, 57.71%,14.1%, 14.10%,-,3e2393
01129,86.19%, 3.12%, 90.20%,4.01%, 4.01%,-,070ae6
01131,96.99%,-, 97.77%,2.23%,-,-,0005f9
01133,22.65%, 17.18%, 29.88%,52.94%, 52.53%,-,2b864c
02013,0%,-,-,0.0%,-,-,000000
02016,0%,-,-,0.0%,-,-,000000
02020,0%,-,-,0.0%,-,-,000000
02050,0%,-,-,0.0%,-,-,000000
02060,0%,-,-,0.0%,-,-,000000
02068,0%,-,-,0.0%,-,-,000000
02070,0%,-,-,0.0%,-,-,000000
02090,0%,-,-,0.0%,-,-,000000
02100,0%,-,-,0.0%,-,-,000000
02105,0%,-,-,0.0%,-,-,000000
02110,0%,-,-,0.0%,-,-,000000
02122,0%,-,-,0.0%,-,-,000000
02130,0%,-,-,0.0%,-,-,000000
02150,0%,-,-,0.0%,-,-,000000
02164,0%,-,-,0.0%,-,-,000000
02170,0%,-,-,0.0%,-,-,000000
02180,0%,-,-,0.0%,-,-,000000
02185,0%,-,-,0.0%,-,-,000000
02188,0%,-,-,0.0%,-,-,000000
02195,0%,-,-,0.0%,-,-,000000
02198,0%,-,-,0.0%,-,-,000000
02220,0%,-,-,0.0%,-,-,000000
02230,0%,-,-,0.0%,-,-,000000
02240,0%,-,-,0.0%,-,-,000000
02261,0%,-,-,0.0%,-,-,000000
02270,0%,-,-,0.0%,-,-,000000
02275,0%,-,-,0.0%,-,-,000000
02282,0%,-,-,0.0%,-,-,000000
02290,0%,-,-,0.0%,-,-,000000
04001,11.37%, 21.96%, 42.35%,31.76%, 30.98%,-,37506b
04003,12.49%, 8.72%, 42.71%,30.83%, 30.22%,-,164e6c
04005,11.93%, 27.72%, 39.65%,21.4%, 20.82%,-,463665
04007,11.59%, 10.27%, 38.09%,27.14%, 26.50%,-,1a4561
04009,28.10%, 9.74%, 51.09%,23.65%, 22.99%,-,183c82
04011,31.09%, 9.28%, 55.54%,24.79%, 24.45%,-,173f8d
04012,0%,-,-,0.0%,-,-,000000
04013,13.90%, 11.32%, 45.97%,34.38%, 32.07%, 2.31%,1c5775
04015,11.41%, 8.56%, 39.70%,28.91%, 28.29%,-,154965
04017,7.35%, 22.86%, 39.05%,32.65%, 31.70%,-,3a5363
04019,4.32%, 19.57%, 38.41%,35.970000000000006%, 34.09%,-,315b61
04021,5.09%, 9.94%, 43.73%,38.75%, 38.63%,-,19626f
04023,27.08%, 11.94%, 53.30%,26.66%, 26.23%,-,1e4387
04025,19.64%, 18.84%, 42.38%,23.62%, 22.73%,-,303c6c
04027,6.09%, 8.43%, 39.74%,34.12%, 33.65%,-,155765
05001,38.39%, 16.95%, 59.16%,20.76%, 20.76%,-,2b3496
05003,31.12%, 23.15%, 54.27%,18.25%, 18.25%,-,3b2e8a
05005,36.14%, 14.26%, 53.82%,17.67%, 17.67%,-,242d89
05007,43.97%, 14.05%, 61.12%,17.14%, 17.14%,-,232b9b
05009,42.68%, 17.45%, 60.12%,17.38%, 17.38%,-,2c2c99
05011,54.02%, 11.84%, 66.72%,12.71%, 12.71%,-,1e20aa
05013,32.79%, 9.05%, 55.03%,22.24%, 22.24%,-,17388c
05015,24.42%, 24.91%, 49.33%,19.22%, 19.22%,-,3f317d
05017,13.25%, 10.62%, 50.00%,36.75%, 36.75%,-,1b5d7f
05019,39.11%, 21.78%, 60.89%,15.24%, 15.24%,-,37269b
05021,27.11%, 24.91%, 52.02%,14.34%, 14.34%,-,3f2484
05023,42.11%, 15.33%, 57.44%,13.11%, 13.11%,-,272192
05025,37.58%, 25.21%, 62.79%,8.98%, 8.98%,-,4016a0
05027,46.12%, 20.61%, 66.73%,10.12%, 10.12%,-,3419aa
05029,38.17%, 22.15%, 60.32%,15.3%, 15.30%,-,382799
05031,46.84%, 13.10%, 61.30%,11.15%, 11.15%,-,211c9c
05033,29.04%, 21.65%, 51.54%,22.5%, 22.50%,-,373983
05035,17.31%, 11.17%, 53.07%,35.76%, 35.76%,-,1c5b87
05037,18.05%, 26.71%, 44.76%,21.33%, 21.33%,-,443672
05039,18.84%, 17.33%, 49.70%,30.85%, 30.85%,-,2c4e7e
05041,28.33%, 9.63%, 58.15%,29.81%, 29.81%,-,184c94
05043,28.57%, 26.45%, 55.02%,15.85%, 15.85%,-,43288c
05045,45.93%, 20.20%, 66.13%,8.09%, 8.09%,-,3314a8
05047,48.89%, 14.75%, 63.64%,11.09%, 11.09%,-,251ca2
05049,10.36%, 34.24%, 44.60%,17.76%, 17.76%,-,572d71
05051,25.31%, 14.80%, 51.60%,26.3%, 26.30%,-,254383
05053,53.05%, 17.68%, 70.74%,7.56%, 7.56%,-,2d13b4
05055,47.42%, 14.05%, 61.47%,12.73%, 12.73%,-,23209c
05057,15.55%, 31.63%, 47.18%,17.71%, 17.71%,-,502d78
05059,34.85%, 20.58%, 55.44%,20.5%, 20.50%,-,34348d
05061,32.91%, 24.06%, 56.97%,14.02%, 14.02%,-,3d2391
05063,36.95%, 18.73%, 55.68%,17.95%, 17.95%,-,2f2d8d
05065,46.17%, 18.70%, 64.87%,11.91%, 11.91%,-,2f1ea5
05067,17.29%, 31.94%, 49.24%,9.35%, 9.35%,-,51177d
05069,28.88%, 18.46%, 52.88%,24.0%, 24.00%,-,2f3d86
05071,45.88%, 12.57%, 61.64%,15.76%, 15.76%,-,20289d
05073,33.30%, 23.88%, 57.18%,18.95%, 17.80%,-,3c3091
05075,49.41%, 15.15%, 64.56%,11.61%, 11.61%,-,261da4
05077,16.45%, 36.10%, 52.55%,11.34%, 10.53%,-,5c1c86
05079,10.65%, 31.74%, 42.39%,16.52%, 16.52%,-,502a6c
05081,37.00%, 22.42%, 59.42%,8.41%, 8.41%,-,391597
05083,21.59%, 12.98%, 51.40%,29.81%, 29.81%,-,214c83
05085,37.47%, 13.52%, 60.09%,22.62%, 22.62%,-,223999
05087,7.23%, 38.91%, 46.14%,11.44%, 11.44%,-,631d75
05089,37.74%, 16.02%, 53.75%,14.51%, 14.51%,-,282589
05091,34.84%, 22.40%, 57.24%,13.19%, 13.19%,-,392191
05093,38.77%, 20.23%, 59.00%,14.08%, 14.08%,-,332396
05095,11.29%, 32.95%, 44.23%,16.56%, 16.56%,-,542a70
05097,24.25%, 21.44%, 45.68%,19.59%, 19.59%,-,363174
05099,22.09%, 24.96%, 47.05%,20.78%, 20.78%,-,3f3477
05101,0.56%, 31.81%, 32.37%,27.57%, 27.57%,-,514652
05103,6.40%, 42.29%, 48.69%,6.99%, 6.99%,-,6b117c
05105,31.71%, 16.89%, 54.09%,22.38%, 22.38%,-,2b3989
05107,55.36%, 15.06%, 70.42%,14.52%, 14.37%,-,2625b3
05109,24.20%, 29.45%, 53.65%,14.06%, 14.06%,-,4b2388
05111,35.89%, 18.96%, 54.86%,14.52%, 14.52%,-,30258b
05113,19.49%, 11.08%, 47.47%,27.98%, 27.98%,-,1c4779
05115,37.82%, 13.14%, 59.70%,21.88%, 21.88%,-,213798
05117,22.85%, 31.70%, 54.55%,8.68%, 8.68%,-,50168b
05119,29.25%, 16.76%, 54.09%,24.84%, 24.84%,-,2a3f89
05121,46.72%, 16.83%, 63.54%,11.34%, 11.34%,-,2a1ca2
05123,26.33%, 29.19%, 55.52%,8.88%, 8.88%,-,4a168d
05125,54.95%, 13.86%, 68.81%,11.83%, 11.83%,-,231eaf
05127,33.44%, 16.60%, 51.57%,18.13%, 18.13%,-,2a2e83
05129,4.38%, 34.79%, 39.18%,16.1%, 16.10%,-,582963
05131,40.17%, 12.53%, 58.40%,18.23%, 18.23%,-,1f2e94
05133,46.19%, 13.26%, 60.14%,12.65%, 12.65%,-,212099
05135,45.94%, 10.75%, 64.25%,18.3%, 18.30%,-,1b2ea3
05137,36.60%, 18.46%, 55.07%,15.03%, 15.03%,-,2f268c
05139,63.25%, 10.25%, 73.50%,9.1%, 9.10%,-,1a17bb
05141,32.03%, 19.94%, 52.90%,20.88%, 20.88%,-,323586
05143,41.95%, 18.01%, 59.96%,16.96%, 16.96%,-,2d2b98
05145,38.42%, 15.10%, 57.53%,19.11%, 19.11%,-,263092
05147,25.31%, 27.84%, 53.15%,15.19%, 15.19%,-,462687
05149,37.94%, 17.18%, 55.20%,17.26%, 17.26%,-,2b2c8c
06001,10.72%,-, 36.75%,49.22%, 47.47%,-,007d5d
06003,2.50%, 10.00%, 42.50%,45.0%, 45.00%,-,19726c
06005,37.48%,-, 64.80%,29.81%, 27.33%, 2.28%,004ca5
06007,7.52%,-, 45.66%,43.79%, 38.14%, 5.54%,006f74
06009,36.23%,-, 60.51%,26.580000000000002%, 24.28%, 2.14%,00439a
06011,34.32%,-, 63.58%,32.4%, 29.26%, 3.03%,0052a2
06013,2.98%,-, 39.40%,45.03%, 42.38%, 2.17%,007264
06015,6.29%,-, 38.32%,49.34%, 44.60%, 4.74%,007d61
06017,30.64%,-, 59.04%,30.779999999999998%, 28.40%,-,004e96
06019,0.25%,-, 42.96%,46.03%, 42.71%, 2.85%,00756d
06021,17.21%,-, 54.41%,40.410000000000004%, 37.21%, 2.75%,00678a
06023,8.44%,-, 33.76%,45.42%, 42.20%, 2.07%,007356
06025,3.71%,-, 38.46%,48.29%, 42.17%, 5.73%,007b62
06027,23.05%,-, 49.54%,31.71%, 26.49%, 4.73%,00507e
06029,17.85%,-, 51.73%,36.190000000000005%, 33.88%,-,005c83
06031,13.88%,-, 49.82%,39.89%, 35.94%, 3.95%,00657f
06033,21.75%,-, 51.86%,35.81%, 30.10%, 5.71%,005b84
06035,6.02%,-, 45.61%,43.910000000000004%, 39.59%, 2.41%,006f74
06037,12.39%,-, 33.34%,52.0%, 45.73%, 4.95%,008455
06039,8.72%,-, 47.71%,42.949999999999996%, 38.98%, 3.68%,006d79
06041,1.55%,-, 44.52%,44.03%, 42.97%,-,007071
06043,32.74%,-, 58.89%,29.31%, 26.15%,-,004a96
06045,4.78%,-, 44.39%,42.3%, 39.61%, 2.50%,006b71
06047,9.63%,-, 46.78%,42.79%, 37.16%, 5.39%,006d77
06049,19.43%,-, 54.90%,38.16%, 35.47%, 2.63%,00618b
06051,20.60%,-, 49.32%,32.52%, 28.73%, 2.98%,00527d
06053,4.24%,-, 46.26%,46.14%, 42.02%, 4.11%,007575
06055,4.02%,-, 46.55%,45.09%, 42.52%, 2.20%,007276
06057,11.71%,-, 46.11%,37.739999999999995%, 34.40%, 2.77%,006075
06059,6.45%,-, 38.58%,53.58%, 45.03%, 7.46%,008862
06061,2.07%,-, 41.84%,47.12%, 43.91%, 2.87%,00786a
06063,1.12%,-, 41.66%,45.08%, 42.78%,-,00726a
06065,21.61%,-, 29.33%,60.42%, 50.94%, 8.25%,009a4a
06067,12.16%,-, 51.39%,40.529999999999994%, 39.23%,-,006783
06069,7.73%,-, 48.70%,44.35%, 40.96%, 2.88%,00717c
06071,2.39%,-, 38.03%,49.58%, 40.42%, 8.04%,007e60
06073,8.33%,-, 44.79%,41.99%, 36.46%, 5.24%,006b72
06075,10.23%,-, 48.40%,39.39%, 38.17%,-,00647b
06077,26.60%,-, 58.00%,34.75%, 31.40%, 3.10%,005893
06079,2.25%,-, 40.48%,46.83%, 42.73%, 3.85%,007767
06081,6.03%,-, 46.47%,41.69%, 40.44%,-,006a76
06083,7.94%,-, 38.84%,52.64%, 46.78%, 4.92%,008663
06085,7.33%,-, 39.64%,51.42%, 46.97%, 3.56%,008365
06087,2.57%,-, 40.20%,47.330000000000005%, 42.77%, 4.52%,007866
06089,8.63%,-, 43.55%,36.42%, 34.93%,-,005c6f
06091,2.76%,-, 44.47%,44.04%, 41.71%,-,007071
06093,14.58%,-, 49.57%,37.7%, 34.99%, 2.09%,00607e
06095,3.72%,-, 45.66%,44.56%, 41.95%, 2.11%,007174
06097,4.89%,-, 45.78%,43.7%, 40.89%, 2.58%,006f74
06099,0.20%,-, 39.58%,50.94%, 39.78%, 10.94%,008164
06101,10.54%,-, 51.65%,44.51%, 41.11%, 3.16%,007183
06103,11.15%,-, 47.16%,41.36%, 36.01%, 4.97%,006978
06105,11.85%,-, 46.29%,35.44%, 34.44%,-,005a76
06107,0.10%,-, 42.31%,45.54%, 42.21%, 2.61%,00746b
06109,26.82%,-, 55.58%,30.590000000000003%, 28.76%,-,004e8d
06111,1.10%,-, 43.62%,47.57%, 42.52%, 3.50%,00796f
06113,22.71%,-, 56.06%,36.410000000000004%, 33.35%, 2.83%,005c8e
06115,4.21%,-, 47.57%,45.31%, 43.36%,-,007379
08001,13.11%, 14.10%, 46.48%,34.57%, 33.37%,-,235876
08003,0%,-,-,0.0%,-,-,000000
08005,0.92%, 20.15%, 36.33%,36.489999999999995%, 35.41%,-,335d5c
08007,11.66%, 33.56%, 45.21%,18.560000000000002%, 17.37%,-,552f73
08009,9.95%, 28.24%, 38.19%,23.709999999999997%, 21.40%, 2.22%,483c61
08011,2.59%, 21.76%, 37.82%,40.41%, 35.23%, 2.90%,376760
08013,17.52%, 23.02%, 40.77%,27.57%, 23.25%, 4.27%,3a4667
08014,0%,-,-,0.0%,-,-,000000
08015,27.04%, 21.30%, 48.34%,22.06%, 20.41%,-,36387b
08017,6.93%, 17.66%, 37.78%,33.53%, 30.85%, 2.61%,2d5560
08019,35.42%, 23.83%, 59.25%,13.62%, 12.35%,-,3c2297
08021,12.12%, 34.36%, 46.48%,14.29%, 13.12%,-,572476
08023,25.94%, 55.06%, 29.12%,12.17%, 10.48%,-,8c1f4a
08025,15.30%, 28.35%, 43.66%,24.35%, 21.62%, 2.67%,483e6f
08027,16.43%, 34.98%, 51.41%,13.61%, 10.99%,-,592283
08029,4.97%, 16.28%, 36.67%,35.69%, 31.70%, 3.93%,295b5d
08031,8.39%, 13.59%, 44.47%,37.36000000000001%, 36.09%,-,225f71
08033,34.20%, 19.48%, 53.68%,12.12%, 12.12%,-,311e88
08035,18.61%, 28.21%, 46.82%,22.700000000000003%, 21.94%,-,473977
08037,22.70%, 25.83%, 48.53%,16.22%, 15.62%,-,41297b
08039,6.20%, 24.22%, 36.96%,32.910000000000004%, 30.76%, 2.00%,3d535e
08041,1.51%, 18.72%, 36.95%,38.169999999999995%, 35.44%, 2.62%,2f615e
08043,18.60%, 20.88%, 43.80%,27.939999999999998%, 25.20%, 2.58%,35476f
08045,23.71%, 21.10%, 46.25%,24.54%, 22.54%,-,353e75
08047,29.36%, 26.65%, 56.02%,14.08%, 13.36%,-,43238e
08049,26.92%, 25.78%, 52.70%,21.509999999999998%, 18.50%,-,413686
08051,28.38%, 24.03%, 52.41%,16.77%, 15.51%,-,3d2a85
08053,5.97%, 38.64%, 44.60%,7.67%, 7.67%,-,621371
08055,34.59%, 63.32%, 28.74%,7.9399999999999995%, 5.85%,-,a11449
08057,4.71%, 42.75%, 47.45%,9.81%, 6.67%,-,6d1978
08059,12.30%, 18.87%, 43.10%,32.29%, 30.80%,-,30526d
08061,10.60%, 18.32%, 42.82%,34.69%, 32.21%, 2.48%,2e586d
08063,0.48%, 25.08%, 31.69%,33.4%, 31.20%, 2.16%,3f5550
08065,22.95%, 22.92%, 45.87%,21.07%, 20.50%,-,3a3574
08067,30.42%, 19.44%, 49.86%,20.3%, 18.17%, 2.05%,31337f
08069,9.29%, 26.98%, 36.27%,29.14%, 23.20%, 5.60%,444a5c
08071,7.25%, 43.82%, 36.57%,15.69%, 14.83%,-,6f285d
08073,0.04%, 23.41%, 34.90%,38.36%, 34.85%, 3.07%,3b6158
08075,7.54%, 20.18%, 40.66%,35.37%, 33.12%, 2.22%,335a67
08077,0.13%, 12.47%, 34.93%,38.14%, 34.80%, 3.20%,1f6159
08079,15.55%, 28.93%, 44.48%,11.51%, 10.58%,-,491d71
08081,12.26%, 31.34%, 43.60%,21.639999999999997%, 19.83%,-,4f376f
08083,37.07%, 15.89%, 56.69%,20.73%, 19.62%,-,283490
08085,12.15%, 16.82%, 39.39%,32.3%, 27.24%, 4.98%,2a5264
08087,2.27%, 28.16%, 33.10%,34.55%, 30.83%, 3.59%,475854
08089,21.14%, 20.98%, 46.80%,28.25%, 25.67%, 2.50%,354877
08091,28.10%, 18.62%, 48.43%,21.009999999999998%, 20.33%,-,2f357b
08093,24.06%, 29.87%, 53.92%,11.520000000000001%, 11.21%,-,4c1d89
08095,4.63%, 22.37%, 37.68%,36.08%, 33.05%, 3.03%,395c60
08097,41.97%, 15.53%, 57.51%,14.260000000000002%, 13.14%,-,272492
08099,1.22%, 29.05%, 32.62%,33.559999999999995%, 31.40%, 2.13%,4a5553
08101,24.62%, 19.64%, 49.20%,26.509999999999998%, 24.58%,-,32437d
08103,14.83%, 33.24%, 48.08%,18.67%, 16.53%,-,542f7a
08105,21.05%, 24.98%, 46.03%,24.77%, 22.37%, 2.36%,3f3f75
08107,23.71%, 26.11%, 49.82%,15.25%, 13.98%,-,42267f
08109,6.43%, 36.37%, 42.80%,14.0%, 13.60%,-,5c236d
08111,31.55%, 22.49%, 54.04%,9.06%, 8.67%,-,391789
08113,18.53%, 30.36%, 48.88%,15.15%, 14.25%,-,4d267c
08115,4.89%, 29.68%, 30.59%,37.199999999999996%, 35.48%,-,4b5e4e
08117,43.63%, 18.55%, 62.18%,16.16%, 15.75%,-,2f299e
08119,27.92%, 11.64%, 52.11%,24.650000000000002%, 24.19%,-,1d3e84
08121,2.34%, 18.34%, 38.87%,39.17%, 36.53%,-,2e6363
08123,14.07%, 27.39%, 41.46%,27.42%, 23.57%, 3.83%,454569
08125,1.49%, 14.42%, 36.20%,39.519999999999996%, 37.69%,-,24645c
09001,6.03%, 31.53%, 37.56%,25.21%, 23.63%,-,50405f
09003,0.47%, 39.09%, 38.62%,17.5%, 15.82%,-,632c62
09005,6.52%, 42.00%, 35.48%,19.81%, 18.47%,-,6b325a
09007,6.14%, 35.43%, 41.57%,20.66%, 19.64%,-,5a346a
09009,5.65%, 34.15%, 39.80%,18.56%, 16.58%,-,572f65
09011,8.87%, 35.13%, 44.00%,18.23%, 16.13%,-,592e70
09013,2.59%, 42.66%, 40.06%,10.9%, 8.64%,-,6c1b66
09015,2.33%, 41.82%, 39.49%,18.69%, 15.26%,-,6a2f64
10001,11.08%, 40.22%, 51.30%,8.48%, 7.14%,-,661582
10003,15.89%, 28.38%, 44.27%,27.349999999999998%, 24.13%,-,484570
10005,9.54%, 39.26%, 48.80%,11.940000000000001%, 10.81%,-,641e7c
11001,0%,-,-,0.0%,-,-,000000
12001,62.56%, 12.77%, 75.33%,8.66%, 4.33%, 4.33%,2016c0
12003,22.66%, 11.18%, 50.76%,28.700000000000003%, 28.10%,-,1c4981
12005,0%,-,-,0.0%,-,-,000000
12007,65.46%, 11.09%, 76.55%,12.370000000000001%, 4.67%, 6.53%,1c1fc3
12009,46.61%, 10.34%, 60.51%,15.26%, 13.90%,-,1a269a
12011,0%,-,-,0.0%,-,-,000000
12013,27.27%, 10.15%, 50.30%,16.52%, 8.94%, 7.58%,192a80
12015,0%,-,-,0.0%,-,-,000000
12017,74.16%, 2.19%, 82.90%,10.74%, 8.75%,-,051bd3
12019,57.69%, 6.67%, 71.54%,7.9399999999999995%, 5.38%, 2.56%,1114b6
12021,0%,-,-,0.0%,-,-,000000
12023,67.76%, 9.85%, 77.61%,9.1%, 7.46%,-,1917c5
12027,56.55%, 8.74%, 67.28%,13.27%, 6.20%, 7.07%,1621ab
12029,0%,-,-,0.0%,-,-,000000
12031,64.87%, 5.20%, 75.26%,12.040000000000001%, 10.39%,-,0d1ebf
12033,67.33%, 3.48%, 77.11%,11.76%, 9.78%,-,081dc4
12035,0%,-,-,0.0%,-,-,000000
12037,53.33%, 14.87%, 68.21%,7.180000000000001%, 5.90%,-,2512ad
12039,69.26%, 9.73%, 78.99%,7.26%, 7.00%,-,1812c9
12041,0%,-,-,0.0%,-,-,000000
12043,0%,-,-,0.0%,-,-,000000
12045,0%,-,-,0.0%,-,-,000000
12047,61.94%, 8.26%, 72.71%,8.26%, 4.31%, 3.95%,1515b9
12049,0%,-,-,0.0%,-,-,000000
12051,0%,-,-,0.0%,-,-,000000
12053,60.05%, 4.70%, 71.02%,13.31%, 5.74%, 7.57%,0b21b5
12055,0%,-,-,0.0%,-,-,000000
12057,50.42%, 4.07%, 67.63%,11.09%, 6.89%, 4.20%,0a1cac
12059,44.79%, 7.74%, 61.16%,19.35%, 16.37%, 2.98%,13319b
12061,0%,-,-,0.0%,-,-,000000
12063,61.40%, 9.61%, 71.01%,10.79%, 4.01%, 6.78%,181bb5
12065,74.10%, 8.45%, 82.55%,8.99%, 7.01%,-,1516d2
12067,64.94%, 11.85%, 76.79%,11.36%,-, 8.28%,1e1cc3
12069,62.15%, 11.34%, 73.49%,10.36%, 7.77%, 2.59%,1c1abb
12071,44.26%, 5.32%, 60.50%,17.93%, 13.59%, 4.34%,0d2d9a
12073,73.57%, 8.41%, 81.98%,7.36%, 6.91%,-,1512d1
12075,56.58%, 13.91%, 70.49%,9.96%, 4.51%, 5.45%,2319b3
12077,65.66%, 12.08%, 77.74%,7.54%, 6.79%,-,1e13c6
12079,82.12%, 2.92%, 87.59%,6.02%, 5.47%,-,070fdf
12081,58.30%, 5.31%, 68.73%,16.5%, 10.42%, 6.08%,0d2aaf
12083,59.87%, 10.87%, 70.73%,10.86%, 7.10%, 3.76%,1b1bb4
12085,0%,-,-,0.0%,-,-,000000
12086,49.38%, 5.56%, 65.71%,18.18%, 16.33%,-,0e2ea7
12087,33.17%, 22.55%, 55.72%,9.7%, 8.28%,-,39188e
12089,75.75%, 7.14%, 82.89%,4.140000000000001%, 3.20%,-,120ad3
12091,0%,-,-,0.0%,-,-,000000
12093,0%,-,-,0.0%,-,-,000000
12095,55.78%, 12.37%, 68.15%,12.75%, 7.27%, 5.48%,1f20ad
12097,39.71%, 12.37%, 57.59%,22.84%, 17.89%, 4.95%,1f3a92
12099,43.03%, 4.28%, 63.17%,21.93%, 20.14%,-,0a37a1
12101,57.16%, 8.34%, 67.45%,15.299999999999999%, 10.29%, 5.01%,1527ab
12103,42.52%, 6.14%, 60.16%,20.38%, 17.63%, 2.75%,0f3399
12105,57.75%, 4.98%, 71.43%,9.92%, 6.63%, 3.29%,0c19b6
12107,46.42%, 19.51%, 65.93%,8.85%, 4.51%, 4.34%,3116a8
12109,61.54%, 3.93%, 73.08%,12.85%, 11.54%,-,0a20ba
12111,56.92%, 8.89%, 69.57%,8.89%, 7.11%,-,1616b1
12113,55.66%, 7.84%, 66.29%,16.02%, 5.38%, 10.64%,1328a9
12115,0%,-,-,0.0%,-,-,000000
12117,0%,-,-,0.0%,-,-,000000
12119,62.01%, 3.94%, 74.73%,17.92%, 12.72%, 5.20%,0a2dbe
12121,48.73%, 5.26%, 69.59%,4.29%, 2.83%,-,0d0ab1
12123,49.59%, 15.43%, 65.01%,17.08%, 5.23%, 11.85%,272ba5
12125,0%,-,-,0.0%,-,-,000000
12127,55.87%, 11.60%, 67.48%,13.9%, 5.16%, 8.74%,1d23ac
12129,68.10%, 8.96%, 77.06%,6.1%, 5.38%,-,160fc4
12131,29.92%, 7.01%, 57.95%,28.5%, 28.03%,-,114893
