statecounty,Margin,McCain,Obama,Other
48377,43.43%, 27.83%, 71.26%, 0.91%
48379,49.53%, 74.27%, 24.74%, 0.99%
48381,62.66%, 80.93%, 18.27%, 0.80%
48383,60.16%, 79.98%, 19.82%, 0.20%
48385,53.01%, 76.04%, 23.03%, 0.92%
48387,38.04%, 68.51%, 30.46%, 1.03%
48389,5.23%, 46.96%, 52.19%, 0.84%
48391,14.50%, 56.88%, 42.38%, 0.74%
48393,84.17%, 92.08%, 7.92%,-
48395,19.45%, 59.31%, 39.87%, 0.82%
48397,46.04%, 72.45%, 26.40%, 1.15%
48399,62.01%, 80.63%, 18.62%, 0.75%
48401,46.27%, 72.89%, 26.62%, 0.50%
48403,54.82%, 76.92%, 22.10%, 0.98%
48405,27.29%, 63.04%, 35.75%, 1.21%
48407,38.29%, 68.66%, 30.38%, 0.96%
48409,16.59%, 57.97%, 41.38%, 0.64%
48411,59.18%, 79.00%, 19.82%, 1.18%
48413,49.54%, 74.39%, 24.85%, 0.77%
48415,59.72%, 79.26%, 19.54%, 1.20%
48417,71.50%, 85.32%, 13.82%, 0.86%
48419,44.27%, 71.91%, 27.64%, 0.46%
48421,74.22%, 86.67%, 12.45%, 0.88%
48423,39.54%, 69.36%, 29.82%, 0.81%
48425,53.16%, 75.77%, 22.62%, 1.61%
48427,69.26%, 15.24%, 84.50%, 0.27%
48429,63.61%, 81.37%, 17.75%, 0.88%
48431,68.34%, 84.01%, 15.67%, 0.32%
48433,43.27%, 71.29%, 28.03%, 0.68%
48435,51.20%, 75.35%, 24.14%, 0.51%
48437,34.32%, 66.39%, 32.07%, 1.54%
48439,11.70%, 55.43%, 43.73%, 0.84%
48441,45.59%, 72.34%, 26.75%, 0.91%
48443,26.40%, 62.24%, 35.84%, 1.93%
48445,35.05%, 67.27%, 32.22%, 0.51%
48447,60.26%, 80.07%, 19.81%, 0.12%
48449,31.18%, 65.20%, 34.02%, 0.78%
48451,41.70%, 70.41%, 28.71%, 0.88%
48453,29.27%, 34.25%, 63.52%, 2.22%
48455,35.71%, 67.39%, 31.68%, 0.94%
48457,43.97%, 71.35%, 27.38%, 1.26%
48459,49.01%, 74.00%, 24.99%, 1.00%
48461,50.96%, 75.02%, 24.06%, 0.92%
48463,5.29%, 52.36%, 47.07%, 0.57%
48465,9.59%, 44.87%, 54.46%, 0.67%
48467,55.06%, 77.15%, 22.09%, 0.76%
48469,33.46%, 66.22%, 32.75%, 1.03%
48471,22.40%, 60.71%, 38.31%, 0.99%
48473,7.17%, 53.30%, 46.12%, 0.58%
48475,49.08%, 74.04%, 24.96%, 1.00%
48477,42.72%, 70.78%, 28.06%, 1.16%
48479,43.43%, 28.02%, 71.45%, 0.53%
48481,31.17%, 65.41%, 34.24%, 0.35%
48483,71.45%, 85.43%, 13.99%, 0.58%
48485,38.85%, 69.01%, 30.16%, 0.83%
48487,46.29%, 72.81%, 26.52%, 0.67%
48489,39.83%, 29.70%, 69.53%, 0.78%
48491,12.96%, 55.49%, 42.53%, 1.98%
48493,33.86%, 66.63%, 32.76%, 0.61%
48495,51.77%, 75.25%, 23.47%, 1.28%
48497,55.73%, 77.39%, 21.66%, 0.94%
48499,54.25%, 76.80%, 22.55%, 0.65%
48501,62.61%, 80.92%, 18.31%, 0.77%
48503,63.50%, 81.34%, 17.84%, 0.82%
48505,35.59%, 32.07%, 67.66%, 0.28%
48507,68.81%, 15.38%, 84.18%, 0.44%
49001,54.01%, 75.54%, 21.53%, 2.94%
49003,62.01%, 79.24%, 17.23%, 3.53%
49005,44.92%, 69.48%, 24.56%, 3.22%
49007,7.96%, 52.30%, 44.34%, 3.36%
49009,37.39%, 66.89%, 29.50%, 3.60%
49011,42.26%, 69.74%, 27.48%, 2.78%
49013,65.45%, 81.24%, 15.78%, 2.98%
49015,53.28%, 75.02%, 21.74%, 3.24%
49017,59.81%, 78.37%, 18.56%, 3.07%
49019,4.78%, 45.65%, 50.43%, 3.93%
49021,55.52%, 75.06%, 19.53%, 3.30%
49023,52.97%, 73.19%, 20.21%, 3.08%
49025,42.70%, 69.65%, 26.95%, 3.40%
49027,61.09%, 77.08%, 15.99%, 1.35%
49029,62.61%, 79.06%, 16.45%, 2.05%
49031,61.67%, 79.28%, 17.60%, 3.12%
49033,67.10%, 82.36%, 15.26%, 2.38%
49035,0.08%, 48.09%, 48.17%, 3.75%
49037,4.52%, 51.42%, 46.90%, 1.68%
49039,56.69%, 75.06%, 18.37%, 2.92%
49041,62.48%, 79.35%, 16.87%, 3.79%
49043,15.22%, 41.11%, 56.34%, 2.55%
49045,29.59%, 62.98%, 33.38%, 3.64%
49047,68.50%, 82.84%, 14.35%, 2.81%
49049,58.91%, 77.71%, 18.80%, 3.49%
49051,29.43%, 62.96%, 33.53%, 3.51%
49053,52.93%, 74.57%, 21.64%, 3.79%
49055,45.08%, 70.04%, 24.96%, 2.91%
49057,27.31%, 61.99%, 34.67%, 3.34%
50001,39.17%, 29.46%, 68.62%, 1.92%
50003,33.41%, 32.06%, 65.47%, 2.47%
50005,23.28%, 37.15%, 60.43%, 2.42%
50007,44.79%, 26.65%, 71.44%, 1.91%
50009,14.48%, 41.41%, 55.89%, 2.71%
50011,24.82%, 36.59%, 61.41%, 1.99%
50013,28.20%, 34.90%, 63.11%, 1.99%
50015,42.62%, 27.75%, 70.37%, 1.89%
50017,31.31%, 33.25%, 64.56%, 2.19%
50019,27.53%, 35.10%, 62.63%, 2.28%
50021,24.58%, 36.64%, 61.22%, 2.14%
50023,40.98%, 28.35%, 69.33%, 2.32%
50025,48.12%, 24.90%, 73.02%, 2.07%
50027,39.66%, 29.15%, 68.81%, 2.04%
51001,1.45%, 50.14%, 48.69%, 1.17%
51003,18.08%, 40.36%, 58.43%, 1.21%
51005,2.20%, 50.41%, 48.22%, 1.37%
51007,22.70%, 60.81%, 38.11%, 1.09%
51009,16.16%, 57.62%, 41.46%, 0.93%
51011,29.65%, 64.26%, 34.61%, 1.13%
51013,44.59%, 27.12%, 71.71%, 1.16%
51015,39.88%, 69.35%, 29.47%, 1.18%
51017,12.58%, 55.47%, 42.89%, 1.64%
51019,37.41%, 68.16%, 30.75%, 1.10%
51021,39.44%, 68.64%, 29.20%, 2.16%
51023,33.20%, 65.90%, 32.71%, 1.39%
51025,26.48%, 36.35%, 62.84%, 0.81%
51027,5.47%, 51.99%, 46.52%, 1.49%
51029,0.87%, 49.01%, 49.89%, 1.10%
51031,36.23%, 67.58%, 31.34%, 1.08%
51033,11.97%, 43.48%, 55.45%, 1.08%
51035,32.42%, 65.08%, 32.67%, 2.25%
51036,37.32%, 31.01%, 68.34%, 0.65%
51037,10.83%, 54.77%, 43.93%, 1.30%
51041,7.47%, 53.31%, 45.85%, 0.84%
51043,5.15%, 51.68%, 46.52%, 1.80%
51045,31.21%, 64.67%, 33.46%, 1.87%
51047,9.67%, 54.26%, 44.59%, 1.15%
51049,3.45%, 51.19%, 47.73%, 1.08%
51051,0.68%, 49.22%, 48.54%, 2.24%
51053,2.17%, 50.62%, 48.45%, 0.93%
51057,10.35%, 44.35%, 54.70%, 0.95%
51059,21.18%, 38.93%, 60.12%, 0.95%
51061,13.47%, 56.19%, 42.71%, 1.10%
51063,20.01%, 59.09%, 39.08%, 1.84%
51065,1.85%, 50.41%, 48.57%, 1.02%
51067,22.82%, 60.68%, 37.86%, 1.45%
51069,21.39%, 59.95%, 38.56%, 1.49%
51071,16.29%, 57.24%, 40.95%, 1.81%
51073,26.91%, 62.89%, 35.98%, 1.13%
51075,22.53%, 60.84%, 38.31%, 0.84%
51077,28.53%, 62.88%, 34.35%, 2.77%
51079,21.86%, 60.29%, 38.43%, 1.28%
51081,28.50%, 35.38%, 63.88%, 0.74%
51083,2.81%, 51.04%, 48.23%, 0.74%
51085,33.60%, 66.39%, 32.80%, 0.81%
51087,12.22%, 43.48%, 55.70%, 0.81%
51089,10.47%, 54.56%, 44.09%, 1.34%
51091,21.88%, 59.85%, 37.97%, 2.19%
51093,13.43%, 56.30%, 42.87%, 0.83%
51095,9.22%, 54.17%, 44.95%, 0.88%
51097,4.18%, 47.58%, 51.77%, 0.65%
51099,13.51%, 56.22%, 42.71%, 1.08%
51101,19.34%, 59.20%, 39.87%, 0.93%
51103,5.94%, 52.57%, 46.63%, 0.81%
51105,28.24%, 63.13%, 34.89%, 1.98%
51107,8.25%, 45.42%, 53.67%, 0.92%
51109,7.84%, 53.29%, 45.45%, 1.26%
51111,3.49%, 51.33%, 47.84%, 0.83%
51113,13.38%, 56.10%, 42.72%, 1.18%
51115,27.98%, 63.53%, 35.55%, 0.92%
51117,4.57%, 51.83%, 47.26%, 0.91%
51119,19.21%, 59.02%, 39.81%, 1.17%
51121,4.93%, 46.81%, 51.73%, 1.46%
51125,9.15%, 44.84%, 53.99%, 1.17%
51127,28.95%, 63.91%, 34.96%, 1.13%
51131,16.50%, 41.19%, 57.70%, 1.11%
51133,9.84%, 54.56%, 44.72%, 0.72%
51135,1.23%, 50.07%, 48.84%, 1.09%
51137,8.85%, 53.83%, 44.98%, 1.19%
51139,17.38%, 58.15%, 40.76%, 1.09%
51141,30.62%, 64.37%, 33.75%, 1.89%
51143,24.04%, 61.55%, 37.51%, 0.95%
51145,40.47%, 69.78%, 29.31%, 0.91%
51147,9.87%, 44.46%, 54.34%, 1.20%
51149,10.13%, 54.68%, 44.55%, 0.77%
51153,15.89%, 41.63%, 57.52%, 0.86%
51155,19.53%, 58.85%, 39.32%, 1.83%
51157,2.77%, 50.56%, 47.79%, 1.66%
51159,12.66%, 55.86%, 43.20%, 0.93%
51161,21.11%, 59.97%, 38.87%, 1.16%
51163,13.59%, 56.22%, 42.64%, 1.14%
51165,36.04%, 67.40%, 31.36%, 1.24%
51167,12.68%, 55.59%, 42.91%, 1.51%
51169,43.09%, 70.68%, 27.59%, 1.72%
51171,26.49%, 62.45%, 35.96%, 1.59%
51173,29.08%, 63.54%, 34.46%, 2.00%
51175,2.00%, 50.55%, 48.55%, 0.90%
51177,6.87%, 52.91%, 46.05%, 1.04%
51179,6.32%, 52.69%, 46.37%, 0.93%
51181,22.27%, 38.45%, 60.72%, 0.83%
51183,23.77%, 37.78%, 61.55%, 0.67%
51185,32.85%, 65.65%, 32.80%, 1.55%
51187,11.67%, 55.06%, 43.39%, 1.55%
51191,32.71%, 65.62%, 32.91%, 1.47%
51193,10.24%, 44.40%, 54.64%, 0.97%
51195,27.72%, 63.05%, 35.33%, 1.62%
51197,32.82%, 65.70%, 32.88%, 1.42%
51199,18.09%, 58.51%, 40.42%, 1.07%
51510,44.47%, 27.26%, 71.73%, 1.01%
51515,10.57%, 54.75%, 44.18%, 1.06%
51520,26.01%, 62.22%, 36.21%, 1.56%
51530,7.18%, 52.91%, 45.73%, 1.36%
51540,58.01%, 20.35%, 78.35%, 1.30%
51550,1.27%, 48.94%, 50.22%, 0.84%
51570,40.67%, 69.62%, 28.95%, 1.42%
51580,12.06%, 43.33%, 55.40%, 1.27%
51590,19.10%, 40.02%, 59.13%, 0.85%
51595,30.76%, 34.28%, 65.04%, 0.69%
51600,16.53%, 41.16%, 57.69%, 1.16%
51610,40.37%, 29.19%, 69.56%, 1.26%
51620,28.08%, 35.60%, 63.68%, 0.72%
51630,28.34%, 35.27%, 63.60%, 1.13%
51640,11.03%, 54.83%, 43.80%, 1.37%
51650,38.92%, 30.14%, 69.05%, 0.81%
51660,16.33%, 41.21%, 57.54%, 1.25%
51670,11.93%, 43.56%, 55.49%, 0.94%
51678,25.37%, 36.87%, 62.24%, 0.89%
51680,3.99%, 51.36%, 47.37%, 1.26%
51683,11.32%, 43.85%, 55.17%, 0.98%
51685,20.02%, 39.47%, 59.49%, 1.04%
51690,28.04%, 35.44%, 63.48%, 1.07%
51700,28.67%, 35.26%, 63.93%, 0.81%
51710,42.97%, 28.06%, 71.03%, 0.92%
51720,0.07%, 49.21%, 49.14%, 1.65%
51730,78.45%, 10.19%, 88.64%, 1.18%
51735,49.27%, 74.01%, 24.74%, 1.25%
51740,39.31%, 29.97%, 69.27%, 0.76%
51750,9.43%, 44.54%, 53.97%, 1.49%
51760,59.06%, 20.03%, 79.09%, 0.87%
51770,23.40%, 37.76%, 61.15%, 1.09%
51775,15.51%, 57.13%, 41.63%, 1.24%
51790,2.17%, 48.39%, 50.56%, 1.05%
51800,13.23%, 43.01%, 56.24%, 0.74%
51810,0.71%, 49.85%, 49.14%, 1.02%
51820,10.26%, 54.35%, 44.09%, 1.57%
51830,29.10%, 34.67%, 63.77%, 1.56%
51840,5.36%, 46.66%, 52.02%, 1.31%
53001,34.38%, 66.32%, 31.95%, 1.73%
53003,13.42%, 55.74%, 42.32%, 1.94%
53005,25.98%, 61.83%, 35.84%, 2.33%
53007,11.89%, 54.74%, 42.85%, 2.42%
53009,3.30%, 47.25%, 50.55%, 2.21%
53011,6.06%, 45.79%, 51.85%, 2.37%
53013,36.01%, 66.39%, 30.38%, 3.23%
53015,11.08%, 42.96%, 54.05%, 2.99%
53017,21.26%, 59.52%, 38.26%, 2.22%
53019,12.70%, 54.19%, 41.49%, 4.33%
53021,23.62%, 60.81%, 37.19%, 2.01%
53023,42.46%, 70.50%, 28.04%, 1.46%
53025,27.33%, 62.07%, 34.74%, 3.18%
53027,14.56%, 41.47%, 56.04%, 2.49%
53029,6.24%, 46.07%, 52.31%, 1.61%
53031,34.40%, 31.46%, 65.85%, 2.69%
53033,41.94%, 28.03%, 69.97%, 2.00%
53035,12.26%, 42.63%, 54.89%, 2.47%
53037,8.02%, 52.68%, 44.67%, 2.65%
53039,0.21%, 48.64%, 48.85%, 2.51%
53041,19.03%, 57.99%, 38.96%, 3.05%
53043,29.48%, 63.30%, 33.82%, 2.88%
53045,8.59%, 44.19%, 52.78%, 3.03%
53047,6.98%, 51.79%, 44.82%, 3.39%
53049,13.92%, 41.20%, 55.12%, 3.67%
53051,17.49%, 56.28%, 38.79%, 2.83%
53053,12.12%, 42.76%, 54.88%, 2.37%
53055,41.72%, 27.94%, 69.66%, 2.40%
53057,9.54%, 43.89%, 53.42%, 2.69%
53059,5.34%, 45.97%, 51.31%, 2.71%
53061,18.80%, 39.33%, 58.13%, 2.54%
53063,1.14%, 49.01%, 47.87%, 3.13%
53065,20.51%, 58.13%, 37.62%, 4.25%
53067,21.60%, 37.97%, 59.57%, 2.47%
53069,0.69%, 47.92%, 48.61%, 3.47%
53071,16.49%, 57.01%, 40.52%, 2.47%
53073,17.87%, 39.84%, 57.71%, 2.44%
53075,5.49%, 46.07%, 51.57%, 2.36%
53077,10.52%, 54.10%, 43.58%, 2.32%
54001,20.31%, 59.13%, 38.82%, 2.05%
54003,12.96%, 55.72%, 42.76%, 1.51%
54005,10.72%, 43.39%, 54.11%, 2.50%
54007,1.39%, 48.55%, 49.94%, 1.51%
54009,2.48%, 50.33%, 47.85%, 1.82%
54011,10.08%, 54.11%, 44.03%, 1.86%
54013,15.36%, 56.24%, 40.88%, 2.88%
54015,10.23%, 53.75%, 43.52%, 2.73%
54017,49.14%, 73.49%, 24.35%, 2.15%
54019,2.74%, 50.40%, 47.66%, 1.93%
54021,17.49%, 57.32%, 39.83%, 2.86%
54023,51.42%, 75.06%, 23.64%, 1.30%
54025,12.28%, 55.10%, 42.83%, 2.07%
54027,26.82%, 62.56%, 35.74%, 1.70%
54029,15.23%, 56.87%, 41.63%, 1.50%
54031,27.28%, 62.44%, 35.16%, 2.40%
54033,13.22%, 55.56%, 42.34%, 2.09%
54035,18.69%, 58.42%, 39.73%, 1.86%
54037,4.80%, 46.78%, 51.58%, 1.64%
54039,0.43%, 49.41%, 48.98%, 1.62%
54041,33.69%, 65.60%, 31.92%, 2.48%
54043,8.90%, 53.21%, 44.32%, 2.47%
54045,10.74%, 54.17%, 43.43%, 2.40%
54047,8.52%, 44.82%, 53.34%, 1.84%
54049,0.49%, 48.45%, 48.94%, 2.62%
54051,12.59%, 55.42%, 42.83%, 1.76%
54053,12.91%, 55.20%, 42.29%, 2.51%
54055,27.48%, 62.81%, 35.33%, 1.86%
54057,33.48%, 65.96%, 32.48%, 1.57%
54059,12.05%, 55.01%, 42.96%, 2.03%
54061,3.83%, 46.99%, 50.82%, 2.19%
54063,24.81%, 60.93%, 36.13%, 2.94%
54065,23.46%, 60.86%, 37.40%, 1.75%
54067,4.78%, 51.32%, 46.54%, 2.14%
54069,10.75%, 54.73%, 43.98%, 1.29%
54071,21.35%, 59.94%, 38.59%, 1.47%
54073,21.18%, 59.56%, 38.39%, 2.05%
54075,12.71%, 55.22%, 42.50%, 2.28%
54077,26.45%, 62.10%, 35.65%, 2.26%
54079,23.42%, 60.92%, 37.51%, 1.57%
54081,25.87%, 62.10%, 36.23%, 1.68%
54083,14.04%, 55.94%, 41.90%, 2.16%
54085,46.36%, 72.31%, 25.95%, 1.74%
54087,7.75%, 52.78%, 45.03%, 2.19%
54089,11.31%, 54.38%, 43.08%, 2.54%
54091,18.43%, 58.12%, 39.69%, 2.19%
54093,23.81%, 60.54%, 36.73%, 2.74%
54095,31.38%, 64.55%, 33.17%, 2.27%
54097,33.29%, 65.89%, 32.61%, 1.50%
54099,18.21%, 57.98%, 39.77%, 2.24%
54101,5.43%, 45.34%, 50.77%, 3.89%
54103,6.20%, 51.78%, 45.58%, 2.63%
54105,30.70%, 64.32%, 33.62%, 2.06%
54107,28.57%, 63.38%, 34.80%, 1.82%
54109,25.05%, 61.37%, 36.32%, 2.31%
55001,18.35%, 39.80%, 58.14%, 2.06%
55003,37.14%, 30.72%, 67.86%, 1.42%
55005,7.08%, 45.69%, 52.77%, 1.53%
55007,27.53%, 35.54%, 63.08%, 1.38%
55009,9.15%, 44.77%, 53.92%, 1.31%
55011,14.66%, 41.76%, 56.41%, 1.83%
55013,1.58%, 48.34%, 49.92%, 1.74%
55015,2.16%, 48.05%, 50.22%, 1.73%
55017,9.09%, 44.63%, 53.72%, 1.65%
55019,7.55%, 44.99%, 52.54%, 2.47%
55021,15.26%, 41.65%, 56.92%, 1.43%
55023,27.03%, 35.46%, 62.49%, 2.05%
55025,46.98%, 25.82%, 72.80%, 1.37%
55027,8.95%, 53.74%, 44.80%, 1.46%
55029,17.33%, 40.68%, 58.02%, 1.30%
55031,33.22%, 32.56%, 65.78%, 1.67%
55033,14.95%, 41.61%, 56.56%, 1.83%
55035,22.15%, 38.10%, 60.25%, 1.65%
55037,14.08%, 56.31%, 42.23%, 1.45%
55039,8.98%, 53.83%, 44.84%, 1.33%
55041,15.16%, 41.92%, 57.08%, 1.00%
55043,23.88%, 37.29%, 61.16%, 1.55%
55045,25.75%, 36.31%, 62.06%, 1.63%
55047,14.61%, 56.55%, 41.95%, 1.50%
55049,34.74%, 31.99%, 66.73%, 1.28%
55051,13.11%, 42.66%, 55.77%, 1.57%
55053,21.84%, 38.40%, 60.23%, 1.37%
55055,0.82%, 48.87%, 49.69%, 1.44%
55057,9.00%, 44.65%, 53.65%, 1.70%
55059,18.06%, 40.12%, 58.18%, 1.71%
55061,11.04%, 43.67%, 54.71%, 1.61%
55063,23.45%, 37.49%, 60.94%, 1.57%
55065,22.32%, 38.10%, 60.43%, 1.47%
55067,0.97%, 48.85%, 49.82%, 1.34%
55069,12.48%, 42.70%, 55.17%, 2.13%
55071,7.53%, 45.35%, 52.88%, 1.77%
55073,8.86%, 44.66%, 53.53%, 1.81%
55075,6.91%, 45.76%, 52.67%, 1.57%
55077,5.28%, 46.57%, 51.85%, 1.58%
55078,74.03%, 12.78%, 86.81%, 0.41%
55079,35.85%, 31.45%, 67.30%, 1.25%
55081,8.00%, 45.25%, 53.25%, 1.50%
55083,6.18%, 46.16%, 52.34%, 1.51%
55085,10.38%, 43.92%, 54.30%, 1.78%
55087,11.60%, 43.33%, 54.93%, 1.74%
55089,21.72%, 60.29%, 38.56%, 1.15%
55091,12.89%, 42.85%, 55.74%, 1.41%
55093,9.01%, 44.38%, 53.39%, 2.23%
55095,1.79%, 49.83%, 48.03%, 2.14%
55097,27.92%, 35.03%, 62.95%, 2.02%
55099,13.40%, 42.24%, 55.64%, 2.12%
55101,7.41%, 45.66%, 53.07%, 1.27%
55103,20.63%, 39.03%, 59.66%, 1.31%
55105,29.26%, 34.56%, 63.82%, 1.61%
55107,8.28%, 44.73%, 53.01%, 2.26%
55109,3.70%, 50.95%, 47.25%, 1.80%
55111,23.04%, 37.75%, 60.79%, 1.46%
55113,6.23%, 46.22%, 52.45%, 1.33%
55115,3.59%, 47.48%, 51.07%, 1.45%
55117,0.65%, 49.59%, 48.94%, 1.47%
55119,0.25%, 49.07%, 48.82%, 2.11%
55121,26.39%, 36.11%, 62.50%, 1.39%
55123,22.00%, 38.13%, 60.13%, 1.74%
55125,4.10%, 51.31%, 47.21%, 1.48%
55127,2.59%, 50.54%, 47.95%, 1.51%
55129,4.28%, 47.22%, 51.50%, 1.27%
55131,29.58%, 64.14%, 34.56%, 1.29%
55133,25.68%, 62.32%, 36.64%, 1.03%
55135,2.82%, 47.95%, 50.77%, 1.28%
55137,0.83%, 48.70%, 49.52%, 1.78%
55139,11.66%, 43.28%, 54.94%, 1.78%
55141,13.13%, 42.46%, 55.59%, 1.95%
56001,4.14%, 46.36%, 50.50%, 3.14%
56003,55.31%, 76.18%, 20.87%, 2.96%
56005,61.40%, 79.72%, 18.32%, 1.95%
56007,29.11%, 63.19%, 34.08%, 2.73%
56009,54.91%, 76.30%, 21.39%, 2.31%
56011,63.94%, 80.56%, 16.62%, 2.82%
56013,28.80%, 63.00%, 34.20%, 2.80%
56015,35.69%, 66.68%, 30.99%, 2.33%
56017,47.72%, 72.03%, 24.31%, 3.65%
56019,55.72%, 76.57%, 20.85%, 2.57%
56021,20.37%, 58.98%, 38.61%, 2.41%
56023,54.41%, 75.69%, 21.28%, 3.03%
56025,34.36%, 65.85%, 31.49%, 2.66%
56027,59.78%, 78.65%, 18.87%, 2.47%
56029,47.26%, 72.33%, 25.07%, 2.60%
56031,34.98%, 65.83%, 30.86%, 3.31%
56033,38.18%, 67.93%, 29.76%, 2.31%
56035,54.64%, 76.12%, 21.49%, 2.39%
56037,27.53%, 62.02%, 34.50%, 3.48%
56039,23.60%, 37.07%, 60.67%, 2.27%
56041,41.11%, 68.75%, 27.64%, 3.61%
56043,46.81%, 72.29%, 25.48%, 2.23%
56045,57.77%, 77.16%, 19.39%, 3.45%
60010,0%,-,-,-
60020,0%,-,-,-
60030,0%,-,-,-
60040,0%,-,-,-
60050,0%,-,-,-
66010,0%,-,-,-
69085,0%,-,-,-
69100,0%,-,-,-
69110,0%,-,-,-
69120,0%,-,-,-
72001,0%,-,-,-
72003,0%,-,-,-
72005,0%,-,-,-
72007,0%,-,-,-
72009,0%,-,-,-
72011,0%,-,-,-
72013,0%,-,-,-
72015,0%,-,-,-
72017,0%,-,-,-
72019,0%,-,-,-
72021,0%,-,-,-
72023,0%,-,-,-
72025,0%,-,-,-
72027,0%,-,-,-
72029,0%,-,-,-
72031,0%,-,-,-
72033,0%,-,-,-
72035,0%,-,-,-
72037,0%,-,-,-
72039,0%,-,-,-
72041,0%,-,-,-
72043,0%,-,-,-
72045,0%,-,-,-
72047,0%,-,-,-
72049,0%,-,-,-
72051,0%,-,-,-
72053,0%,-,-,-
72054,0%,-,-,-
72055,0%,-,-,-
72057,0%,-,-,-
72059,0%,-,-,-
72061,0%,-,-,-
72063,0%,-,-,-
72065,0%,-,-,-
72067,0%,-,-,-
72069,0%,-,-,-
72071,0%,-,-,-
72073,0%,-,-,-
72075,0%,-,-,-
72077,0%,-,-,-
72079,0%,-,-,-
72081,0%,-,-,-
72083,0%,-,-,-
72085,0%,-,-,-
72087,0%,-,-,-
72089,0%,-,-,-
72091,0%,-,-,-
72093,0%,-,-,-
72095,0%,-,-,-
72097,0%,-,-,-
72099,0%,-,-,-
72101,0%,-,-,-
72103,0%,-,-,-
72105,0%,-,-,-
72107,0%,-,-,-
72109,0%,-,-,-
72111,0%,-,-,-
72113,0%,-,-,-
72115,0%,-,-,-
72117,0%,-,-,-
72119,0%,-,-,-
72121,0%,-,-,-
72123,0%,-,-,-
72125,0%,-,-,-
72127,0%,-,-,-
72129,0%,-,-,-
72131,0%,-,-,-
72133,0%,-,-,-
72135,0%,-,-,-
72137,0%,-,-,-
72139,0%,-,-,-
72141,0%,-,-,-
72143,0%,-,-,-
72145,0%,-,-,-
72147,0%,-,-,-
72149,0%,-,-,-
72151,0%,-,-,-
72153,0%,-,-,-
74300,0%,-,-,-
78010,0%,-,-,-
78020,0%,-,-,-
78030,0%,-,-,-
