statecounty,margin,bush,clinton,perot
30053,0.41%, 33.41%, 33.00%, 31.48%
30055,7.68%, 39.00%, 31.31%, 29.17%
30057,11.28%, 42.89%, 23.61%, 31.62%
30059,11.18%, 42.12%, 25.95%, 30.94%
30061,7.40%, 24.65%, 40.61%, 33.21%
30063,17.20%, 29.79%, 46.99%, 22.48%
30065,8.30%, 39.32%, 29.08%, 31.01%
30067,7.86%, 38.04%, 30.18%, 29.16%
30069,13.51%, 45.61%, 20.61%, 32.09%
30071,2.93%, 39.09%, 24.15%, 36.15%
30073,6.51%, 39.56%, 33.05%, 27.01%
30075,17.91%, 47.32%, 22.32%, 29.41%
30077,2.35%, 36.01%, 33.66%, 29.68%
30079,17.76%, 48.13%, 30.37%, 20.91%
30081,4.98%, 35.90%, 30.92%, 30.45%
30083,4.95%, 37.07%, 30.33%, 32.12%
30085,14.67%, 28.91%, 43.57%, 25.97%
30087,13.76%, 28.84%, 42.60%, 28.05%
30089,6.90%, 30.20%, 37.48%, 30.58%
30091,10.59%, 29.85%, 40.44%, 29.37%
30093,29.70%, 19.24%, 54.89%, 25.18%
30095,5.82%, 38.19%, 32.36%, 29.01%
30097,20.71%, 48.86%, 21.93%, 28.15%
30099,9.43%, 40.06%, 30.63%, 28.46%
30101,1.47%, 34.71%, 31.43%, 33.24%
30103,5.12%, 37.66%, 28.70%, 32.54%
30105,4.77%, 32.77%, 37.54%, 28.90%
30107,8.17%, 41.57%, 33.39%, 24.70%
30109,6.43%, 38.55%, 32.13%, 28.50%
30111,4.71%, 40.43%, 35.72%, 23.26%
31001,22.07%, 48.36%, 26.29%, 25.01%
31003,22.38%, 52.41%, 17.21%, 30.03%
31005,18.94%, 56.06%, 6.82%, 37.12%
31007,32.50%, 59.17%, 14.17%, 26.67%
31009,27.81%, 56.51%, 14.13%, 28.70%
31011,19.94%, 50.21%, 19.08%, 30.27%
31013,4.59%, 38.74%, 34.15%, 26.60%
31015,17.57%, 47.36%, 22.47%, 29.79%
31017,25.68%, 54.12%, 16.85%, 28.44%
31019,31.92%, 55.11%, 21.23%, 23.19%
31021,11.32%, 42.61%, 31.29%, 25.79%
31023,17.45%, 45.35%, 26.22%, 27.90%
31025,13.68%, 43.23%, 29.55%, 26.63%
31027,10.49%, 43.85%, 22.29%, 33.36%
31029,15.60%, 48.01%, 19.11%, 32.41%
31031,32.48%, 56.75%, 18.72%, 24.27%
31033,26.79%, 51.80%, 22.80%, 25.02%
31035,24.28%, 50.84%, 22.35%, 26.56%
31037,17.33%, 46.21%, 24.40%, 28.89%
31039,31.97%, 57.10%, 17.60%, 25.13%
31041,29.00%, 54.64%, 19.35%, 25.64%
31043,7.09%, 43.21%, 36.12%, 20.44%
31045,21.09%, 48.21%, 24.26%, 27.11%
31047,27.39%, 53.64%, 19.81%, 26.25%
31049,20.63%, 49.82%, 20.71%, 29.20%
31051,21.41%, 48.59%, 27.18%, 23.77%
31053,15.87%, 44.30%, 28.44%, 27.00%
31055,13.20%, 46.73%, 33.53%, 19.34%
31057,26.50%, 52.99%, 19.55%, 26.50%
31059,14.39%, 42.93%, 28.32%, 28.55%
31061,22.24%, 48.87%, 24.05%, 26.63%
31063,19.48%, 49.97%, 19.22%, 30.49%
31065,20.03%, 48.73%, 22.28%, 28.70%
31067,6.84%, 39.65%, 32.81%, 27.12%
31069,23.94%, 53.49%, 16.27%, 29.55%
31071,29.90%, 54.74%, 20.33%, 24.84%
31073,18.61%, 46.95%, 24.24%, 28.34%
31075,27.39%, 55.01%, 16.70%, 27.62%
31077,10.78%, 41.44%, 30.66%, 27.84%
31079,16.33%, 44.67%, 26.58%, 28.34%
31081,25.30%, 51.72%, 21.53%, 26.42%
31083,17.30%, 46.88%, 23.06%, 29.58%
31085,23.70%, 55.35%, 13.00%, 31.65%
31087,16.41%, 47.60%, 20.74%, 31.20%
31089,24.85%, 54.90%, 14.64%, 30.05%
31091,39.78%, 62.20%, 15.38%, 22.42%
31093,6.83%, 39.65%, 27.11%, 32.82%
31095,6.17%, 39.70%, 33.53%, 26.21%
31097,2.67%, 37.50%, 34.83%, 27.20%
31099,27.62%, 53.72%, 19.73%, 26.09%
31101,22.37%, 51.65%, 18.64%, 29.28%
31103,33.28%, 58.32%, 16.64%, 25.04%
31105,27.39%, 52.04%, 22.81%, 24.65%
31107,22.21%, 49.55%, 22.70%, 27.35%
31109,0.18%, 39.46%, 39.28%, 20.83%
31111,12.11%, 45.04%, 32.94%, 21.75%
31113,38.36%, 60.09%, 17.74%, 21.73%
31115,34.95%, 59.69%, 15.05%, 24.74%
31117,47.11%, 65.96%, 14.89%, 18.84%
31119,31.67%, 57.10%, 17.14%, 25.43%
31121,20.52%, 48.65%, 22.67%, 28.13%
31123,17.10%, 46.89%, 22.83%, 29.80%
31125,14.19%, 42.83%, 28.13%, 28.64%
31127,15.20%, 44.01%, 28.80%, 26.47%
31129,14.97%, 43.16%, 28.19%, 27.98%
31131,13.48%, 43.29%, 29.80%, 26.32%
31133,5.75%, 37.06%, 31.31%, 31.25%
31135,19.21%, 50.54%, 18.01%, 31.33%
31137,29.57%, 56.13%, 16.93%, 26.56%
31139,21.59%, 52.02%, 17.15%, 30.43%
31141,29.29%, 55.75%, 17.47%, 26.45%
31143,21.42%, 49.25%, 22.65%, 27.83%
31145,15.63%, 46.80%, 21.83%, 31.17%
31147,10.86%, 41.47%, 30.61%, 27.49%
31149,35.97%, 59.57%, 16.41%, 23.61%
31151,11.88%, 30.18%, 42.06%, 27.34%
31153,24.03%, 50.44%, 26.41%, 22.83%
31155,16.06%, 44.11%, 27.41%, 28.05%
31157,20.32%, 48.24%, 27.92%, 23.52%
31159,13.54%, 44.12%, 30.58%, 24.96%
31161,31.61%, 56.68%, 17.86%, 25.07%
31163,8.05%, 38.74%, 29.89%, 30.68%
31165,29.80%, 55.49%, 18.45%, 25.69%
31167,19.04%, 49.71%, 19.35%, 30.67%
31169,9.15%, 40.79%, 27.10%, 31.64%
31171,35.82%, 60.34%, 14.93%, 24.52%
31173,1.46%, 39.79%, 38.33%, 21.58%
31175,17.64%, 45.29%, 27.64%, 26.76%
31177,22.49%, 48.47%, 25.37%, 25.97%
31179,26.21%, 51.73%, 22.45%, 25.52%
31181,13.96%, 42.98%, 27.61%, 29.02%
31183,25.65%, 53.02%, 18.97%, 27.37%
31185,27.91%, 53.94%, 19.75%, 26.04%
32001,23.82%, 49.45%, 23.10%, 25.63%
32003,8.98%, 32.17%, 41.15%, 24.89%
32005,9.03%, 40.82%, 25.94%, 31.79%
32007,13.25%, 43.67%, 23.33%, 30.42%
32009,0.17%, 37.84%, 20.21%, 37.67%
32011,16.81%, 47.83%, 18.70%, 31.01%
32013,10.11%, 42.72%, 22.99%, 32.61%
32015,11.70%, 44.43%, 21.23%, 32.73%
32017,20.41%, 47.93%, 27.52%, 21.22%
32019,7.95%, 38.12%, 30.17%, 29.51%
32021,0.34%, 34.76%, 34.42%, 28.25%
32023,2.27%, 34.19%, 31.92%, 31.18%
32027,11.24%, 41.06%, 29.82%, 27.39%
32029,4.08%, 30.15%, 32.13%, 36.21%
32031,2.73%, 37.18%, 34.45%, 27.01%
32033,3.97%, 32.33%, 36.30%, 28.69%
32510,6.74%, 38.83%, 32.10%, 27.63%
33001,8.66%, 42.16%, 33.50%, 23.79%
33003,6.71%, 40.16%, 33.44%, 25.55%
33005,12.32%, 34.00%, 46.33%, 19.09%
33007,8.15%, 33.35%, 41.50%, 24.47%
33009,5.34%, 37.01%, 42.34%, 20.08%
33011,2.00%, 39.04%, 37.04%, 22.85%
33013,3.95%, 37.59%, 41.54%, 20.16%
33015,2.45%, 38.25%, 35.80%, 25.19%
33017,10.98%, 33.72%, 44.69%, 20.87%
33019,9.01%, 35.50%, 44.50%, 19.23%
34001,5.93%, 37.96%, 43.89%, 17.60%
34003,1.77%, 44.21%, 42.44%, 12.92%
34005,5.27%, 36.75%, 42.02%, 20.38%
34007,17.88%, 31.87%, 49.75%, 17.61%
34009,8.55%, 44.01%, 35.46%, 20.05%
34011,5.69%, 36.94%, 42.64%, 19.00%
34013,24.92%, 32.20%, 57.12%, 9.74%
34015,4.87%, 35.69%, 40.55%, 23.07%
34017,17.99%, 35.94%, 53.93%, 7.87%
34019,17.98%, 46.56%, 28.57%, 23.60%
34021,14.39%, 34.75%, 49.14%, 15.49%
34023,7.05%, 38.10%, 45.16%, 15.79%
34025,6.00%, 44.23%, 38.24%, 17.08%
34027,19.52%, 51.82%, 32.31%, 15.51%
34029,9.50%, 44.39%, 34.88%, 19.27%
34031,0.68%, 43.15%, 42.47%, 13.04%
34033,1.08%, 37.10%, 36.02%, 26.04%
34035,10.91%, 46.39%, 35.48%, 17.39%
34037,25.82%, 51.71%, 25.89%, 21.97%
34039,4.25%, 41.76%, 46.01%, 11.42%
34041,13.17%, 44.50%, 31.33%, 23.77%
35001,6.76%, 38.52%, 45.27%, 15.57%
35003,19.70%, 49.65%, 29.94%, 18.61%
35005,13.29%, 46.95%, 33.65%, 19.00%
35006,20.42%, 32.64%, 53.06%, 13.48%
35007,16.78%, 33.09%, 49.87%, 16.66%
35009,24.79%, 54.07%, 29.28%, 16.27%
35011,6.33%, 44.39%, 38.06%, 17.22%
35013,8.11%, 36.88%, 44.99%, 17.37%
35015,0.53%, 40.18%, 40.70%, 18.84%
35017,26.14%, 28.38%, 54.52%, 16.40%
35019,25.40%, 32.87%, 58.28%, 8.23%
35021,6.49%, 46.02%, 39.53%, 14.45%
35023,5.36%, 37.62%, 42.98%, 19.09%
35025,17.62%, 48.56%, 30.94%, 19.82%
35027,16.03%, 45.57%, 29.54%, 24.43%
35028,3.97%, 40.59%, 36.62%, 21.98%
35029,7.51%, 34.53%, 42.04%, 23.04%
35031,30.17%, 30.39%, 60.56%, 8.40%
35033,36.64%, 27.59%, 64.23%, 7.77%
35035,12.99%, 46.17%, 33.19%, 20.10%
35037,0.02%, 41.01%, 40.99%, 17.60%
35039,44.64%, 23.22%, 67.86%, 8.53%
35041,16.01%, 49.36%, 33.35%, 16.66%
35043,10.44%, 36.02%, 46.45%, 16.77%
35045,6.98%, 44.30%, 37.32%, 17.67%
35047,42.64%, 23.26%, 65.90%, 10.28%
35049,40.79%, 22.56%, 63.35%, 13.18%
35051,4.73%, 35.36%, 40.09%, 23.88%
35053,11.86%, 35.91%, 47.77%, 15.08%
35055,44.86%, 21.16%, 66.01%, 12.17%
35057,0.12%, 40.00%, 39.88%, 19.44%
35059,24.60%, 52.59%, 27.99%, 19.15%
35061,7.10%, 37.60%, 44.70%, 17.31%
36001,20.07%, 31.83%, 51.90%, 15.49%
36003,22.05%, 47.95%, 25.90%, 25.12%
36005,52.95%, 20.73%, 73.67%, 4.95%
36007,8.80%, 34.71%, 43.51%, 21.31%
36009,9.35%, 39.74%, 28.92%, 30.38%
36011,2.87%, 33.82%, 36.69%, 28.82%
36013,2.27%, 33.80%, 36.07%, 29.39%
36015,2.53%, 41.11%, 38.58%, 19.15%
36017,0.45%, 37.24%, 36.80%, 24.58%
36019,1.79%, 42.06%, 40.27%, 16.85%
36021,0.69%, 39.81%, 39.12%, 20.06%
36023,0.16%, 37.32%, 37.48%, 24.45%
36025,8.17%, 43.01%, 34.84%, 21.45%
36027,4.38%, 40.50%, 36.12%, 22.82%
36029,14.79%, 28.67%, 43.46%, 27.32%
36031,8.23%, 43.63%, 35.40%, 19.94%
36033,5.55%, 36.13%, 41.68%, 21.00%
36035,3.23%, 40.00%, 36.77%, 22.41%
36037,13.70%, 44.47%, 30.78%, 23.61%
36039,11.64%, 44.31%, 32.67%, 22.13%
36041,28.16%, 53.39%, 25.23%, 20.78%
36043,3.91%, 40.26%, 36.34%, 22.93%
36045,2.26%, 38.01%, 35.75%, 25.28%
36047,47.77%, 22.93%, 70.70%, 5.68%
36049,3.85%, 37.17%, 33.32%, 28.68%
36051,12.96%, 45.21%, 32.25%, 21.54%
36053,4.11%, 38.90%, 34.78%, 25.46%
36055,2.20%, 39.38%, 41.57%, 18.58%
36057,3.02%, 37.55%, 40.56%, 21.41%
36059,5.86%, 40.52%, 46.38%, 12.65%
36061,62.32%, 15.88%, 78.20%, 5.20%
36063,5.43%, 31.48%, 36.91%, 31.19%
36065,2.62%, 40.43%, 37.81%, 20.97%
36067,6.05%, 36.13%, 42.18%, 21.02%
36069,6.53%, 42.32%, 35.79%, 21.32%
36071,6.16%, 43.66%, 37.50%, 18.36%
36073,15.17%, 44.57%, 29.41%, 25.52%
36075,3.02%, 36.38%, 33.36%, 29.16%
36077,1.24%, 38.12%, 39.36%, 21.95%
36079,11.84%, 45.89%, 34.05%, 19.41%
36081,34.53%, 28.34%, 62.87%, 8.28%
36083,1.15%, 38.80%, 39.95%, 20.38%
36085,9.34%, 47.85%, 38.51%, 13.32%
36087,5.87%, 40.72%, 46.59%, 12.33%
36089,10.15%, 32.85%, 43.00%, 23.06%
36091,4.35%, 41.10%, 36.76%, 21.26%
36093,8.23%, 35.55%, 43.77%, 20.09%
36095,4.81%, 40.14%, 35.32%, 23.52%
36097,4.48%, 39.35%, 34.87%, 25.02%
36099,2.52%, 36.28%, 38.80%, 24.44%
36101,18.64%, 47.72%, 29.08%, 22.65%
36103,1.52%, 40.40%, 38.88%, 19.89%
36105,7.34%, 36.02%, 43.36%, 20.03%
36107,6.49%, 40.26%, 33.78%, 25.44%
36109,28.03%, 27.65%, 55.68%, 16.09%
36111,4.53%, 36.16%, 40.69%, 22.21%
36113,8.48%, 42.62%, 34.14%, 22.25%
36115,7.46%, 41.00%, 33.53%, 24.44%
36117,15.65%, 45.84%, 30.19%, 23.38%
36119,8.53%, 40.12%, 48.65%, 10.54%
36121,15.19%, 44.73%, 24.70%, 29.54%
36123,11.14%, 43.26%, 32.12%, 23.33%
37001,11.98%, 48.33%, 36.35%, 15.09%
37003,14.05%, 49.64%, 35.59%, 14.69%
37005,8.84%, 39.18%, 48.01%, 12.68%
37007,34.37%, 27.33%, 61.71%, 10.79%
37009,5.20%, 46.97%, 41.77%, 11.02%
37011,31.53%, 57.39%, 25.86%, 16.55%
37013,5.58%, 45.91%, 40.33%, 13.60%
37015,38.94%, 26.04%, 64.99%, 8.90%
37017,24.43%, 31.58%, 56.01%, 12.26%
37019,6.00%, 39.43%, 45.43%, 14.95%
37021,2.73%, 40.92%, 43.65%, 15.21%
37023,2.76%, 44.48%, 41.71%, 13.69%
37025,18.89%, 51.75%, 32.86%, 15.20%
37027,13.72%, 49.04%, 35.32%, 15.50%
37029,4.26%, 38.84%, 43.10%, 17.91%
37031,10.57%, 47.36%, 36.79%, 15.59%
37033,23.10%, 33.40%, 56.50%, 9.89%
37035,18.48%, 51.54%, 33.06%, 15.23%
37037,15.89%, 35.36%, 51.25%, 13.05%
37039,3.83%, 45.91%, 42.09%, 11.87%
37041,10.54%, 36.86%, 47.40%, 15.53%
37043,7.32%, 47.73%, 40.40%, 11.74%
37045,2.01%, 44.72%, 42.71%, 12.40%
37047,31.76%, 28.88%, 60.63%, 10.38%
37049,6.24%, 45.77%, 39.54%, 14.55%
37051,4.89%, 42.10%, 46.98%, 10.54%
37053,4.78%, 41.31%, 36.53%, 21.96%
37055,4.04%, 40.73%, 36.70%, 22.33%
37057,16.91%, 50.01%, 33.11%, 16.74%
37059,25.20%, 54.86%, 29.67%, 15.36%
37061,11.13%, 38.45%, 49.58%, 11.90%
37063,23.89%, 33.36%, 57.24%, 9.08%
37065,24.92%, 31.92%, 56.84%, 11.06%
37067,3.25%, 45.40%, 42.15%, 12.27%
37069,13.93%, 35.20%, 49.13%, 15.54%
37071,25.38%, 56.51%, 31.12%, 12.19%
37073,27.33%, 30.20%, 57.54%, 12.15%
37075,9.49%, 49.51%, 40.02%, 10.40%
37077,13.52%, 37.42%, 50.94%, 10.89%
37079,10.26%, 38.03%, 48.29%, 13.61%
37081,4.22%, 41.08%, 45.30%, 13.39%
37083,23.54%, 32.40%, 55.94%, 11.50%
37085,6.11%, 46.58%, 40.48%, 12.82%
37087,14.72%, 34.71%, 49.43%, 15.72%
37089,18.94%, 51.43%, 32.50%, 15.90%
37091,31.30%, 28.78%, 60.08%, 11.03%
37093,31.86%, 27.00%, 58.86%, 14.00%
37095,20.37%, 32.34%, 52.71%, 14.86%
37097,15.77%, 49.80%, 34.03%, 15.92%
37099,12.79%, 36.99%, 49.78%, 13.12%
37101,13.05%, 48.67%, 35.62%, 15.59%
37103,13.62%, 37.39%, 51.01%, 11.54%
37105,5.50%, 45.42%, 39.92%, 14.50%
37107,0.70%, 45.02%, 44.32%, 10.62%
37109,12.83%, 49.29%, 36.46%, 14.06%
37111,5.87%, 45.81%, 39.93%, 14.15%
37113,1.53%, 42.53%, 41.00%, 16.22%
37115,10.75%, 39.07%, 49.82%, 10.73%
37117,13.86%, 36.90%, 50.76%, 12.24%
37119,1.06%, 43.57%, 42.50%, 13.70%
37121,38.18%, 62.79%, 24.62%, 12.50%
37123,9.60%, 38.67%, 48.27%, 12.94%
37125,10.53%, 46.81%, 36.29%, 16.73%
37127,12.17%, 48.34%, 36.17%, 15.20%
37129,7.76%, 46.67%, 38.91%, 14.19%
37131,42.05%, 23.16%, 65.21%, 11.50%
37133,15.61%, 48.70%, 33.08%, 18.04%
37135,32.95%, 27.50%, 60.45%, 11.70%
37137,6.03%, 38.77%, 44.80%, 16.26%
37139,13.46%, 35.69%, 49.15%, 14.97%
37141,7.79%, 39.07%, 46.86%, 13.88%
37143,10.03%, 36.85%, 46.88%, 16.09%
37145,1.34%, 43.60%, 42.26%, 13.99%
37147,3.38%, 41.63%, 45.02%, 13.19%
37149,6.76%, 45.77%, 39.02%, 15.05%
37151,24.22%, 53.20%, 28.98%, 17.66%
37153,30.91%, 28.01%, 58.91%, 12.96%
37155,38.07%, 25.52%, 63.59%, 10.75%
37157,3.84%, 40.54%, 44.39%, 14.94%
37159,16.36%, 49.84%, 33.48%, 16.51%
37161,9.31%, 47.95%, 38.64%, 13.26%
37163,3.72%, 43.12%, 46.84%, 9.97%
37165,23.45%, 31.84%, 55.29%, 12.78%
37167,15.21%, 50.91%, 35.70%, 13.18%
37169,9.10%, 47.90%, 38.80%, 13.11%
37171,6.28%, 46.33%, 40.05%, 13.49%
37173,11.02%, 37.88%, 48.89%, 13.12%
37175,6.58%, 45.55%, 38.97%, 15.27%
37177,22.40%, 33.03%, 55.44%, 11.29%
37179,17.98%, 51.71%, 33.72%, 14.38%
37181,14.46%, 37.09%, 51.55%, 11.28%
37183,1.05%, 41.84%, 42.89%, 15.01%
37185,40.55%, 24.80%, 65.35%, 9.73%
37187,21.36%, 33.89%, 55.24%, 10.72%
37189,1.89%, 41.09%, 42.98%, 15.64%
37191,14.86%, 52.29%, 37.44%, 10.16%
37193,19.09%, 52.57%, 33.48%, 13.86%
37195,0.31%, 44.36%, 44.06%, 11.47%
37197,26.18%, 56.34%, 30.15%, 13.29%
37199,3.16%, 43.38%, 46.54%, 9.96%
38001,9.10%, 39.79%, 28.84%, 30.69%
38003,9.37%, 42.30%, 32.94%, 24.31%
38005,9.60%, 33.30%, 42.90%, 23.24%
38007,1.33%, 41.15%, 18.14%, 39.82%
38009,12.69%, 43.54%, 30.85%, 25.24%
38011,1.78%, 37.34%, 26.53%, 35.55%
38013,2.95%, 36.15%, 30.05%, 33.20%
38015,23.30%, 50.90%, 27.61%, 20.94%
38017,13.62%, 47.65%, 34.03%, 17.91%
38019,21.15%, 48.85%, 27.70%, 23.13%
38021,19.48%, 49.48%, 30.00%, 20.13%
38023,7.35%, 31.79%, 39.14%, 28.15%
38025,5.56%, 37.24%, 31.69%, 30.26%
38027,0.99%, 36.59%, 35.60%, 26.75%
38029,11.23%, 43.09%, 24.49%, 31.85%
38031,12.27%, 41.39%, 29.12%, 28.66%
38033,13.55%, 45.15%, 22.89%, 31.60%
38035,8.92%, 44.06%, 35.14%, 20.41%
38037,13.83%, 45.94%, 21.18%, 32.11%
38039,7.18%, 44.02%, 36.85%, 18.79%
38041,19.26%, 46.46%, 25.30%, 27.20%
38043,14.61%, 43.19%, 27.35%, 28.58%
38045,17.12%, 45.96%, 28.85%, 24.57%
38047,21.06%, 47.31%, 25.77%, 26.24%
38049,4.36%, 38.90%, 34.54%, 26.09%
38051,33.11%, 55.21%, 21.91%, 22.10%
38053,11.49%, 42.85%, 25.47%, 31.36%
38055,5.96%, 40.05%, 34.09%, 25.08%
38057,17.86%, 45.33%, 26.37%, 27.47%
38059,12.57%, 43.76%, 31.19%, 24.19%
38061,11.43%, 30.92%, 42.35%, 26.18%
38063,1.04%, 39.17%, 38.12%, 22.03%
38065,7.82%, 40.96%, 24.92%, 33.14%
38067,17.71%, 46.45%, 28.74%, 24.01%
38069,13.90%, 45.21%, 31.30%, 22.79%
38071,8.39%, 41.56%, 33.17%, 24.89%
38073,2.20%, 37.96%, 40.17%, 21.53%
38075,4.49%, 39.22%, 34.73%, 25.69%
38077,14.28%, 46.66%, 32.38%, 20.46%
38079,30.70%, 24.82%, 55.52%, 18.30%
38081,6.43%, 36.20%, 42.64%, 20.54%
38083,24.26%, 50.13%, 23.49%, 25.87%
38085,20.22%, 26.83%, 47.05%, 24.80%
38087,11.96%, 42.24%, 27.10%, 30.28%
38089,12.81%, 42.06%, 28.12%, 29.25%
38091,6.93%, 36.72%, 43.65%, 19.49%
38093,7.26%, 40.39%, 33.13%, 25.80%
38095,8.42%, 34.15%, 42.57%, 22.88%
38097,8.37%, 44.34%, 35.98%, 19.22%
38099,10.30%, 43.09%, 32.79%, 23.44%
38101,16.25%, 46.63%, 30.39%, 22.65%
38103,9.71%, 40.16%, 30.45%, 29.15%
38105,4.88%, 36.95%, 30.33%, 32.07%
39001,6.73%, 43.89%, 37.16%, 18.53%
39003,24.38%, 53.48%, 29.10%, 17.17%
39005,18.60%, 47.30%, 28.70%, 23.74%
39007,12.99%, 30.80%, 43.79%, 25.02%
39009,24.19%, 27.85%, 52.04%, 19.67%
39011,27.06%, 51.49%, 24.43%, 23.84%
39013,29.66%, 25.77%, 55.44%, 18.38%
39015,2.45%, 38.93%, 36.48%, 24.21%
39017,18.07%, 48.34%, 30.27%, 21.00%
39019,4.07%, 33.89%, 37.96%, 27.55%
39021,11.09%, 43.10%, 32.00%, 24.56%
39023,4.22%, 37.79%, 42.01%, 19.79%
39025,22.62%, 49.99%, 27.37%, 22.26%
39027,17.23%, 47.37%, 30.13%, 22.10%
39029,9.99%, 31.58%, 41.56%, 26.52%
39031,3.13%, 35.27%, 38.41%, 25.23%
39033,10.88%, 41.36%, 30.48%, 27.66%
39035,23.49%, 29.24%, 52.72%, 17.55%
39037,16.71%, 45.44%, 28.72%, 25.45%
39039,8.48%, 41.80%, 33.32%, 24.33%
39041,24.31%, 49.43%, 25.12%, 25.07%
39043,5.78%, 34.77%, 40.56%, 24.34%
39045,19.45%, 47.50%, 28.06%, 24.11%
39047,19.23%, 48.74%, 29.51%, 21.44%
39049,2.17%, 41.89%, 39.72%, 17.77%
39051,14.79%, 44.45%, 29.65%, 25.52%
39053,3.10%, 42.04%, 38.94%, 18.55%
39055,16.62%, 44.92%, 28.30%, 26.10%
39057,12.62%, 46.47%, 33.85%, 19.26%
39059,4.15%, 35.17%, 39.32%, 25.10%
39061,10.92%, 47.70%, 36.79%, 14.91%
39063,27.77%, 52.63%, 24.85%, 21.91%
39065,11.25%, 44.28%, 33.02%, 21.70%
39067,19.69%, 29.24%, 48.93%, 21.45%
39069,16.94%, 46.38%, 29.44%, 23.79%
39071,14.13%, 46.06%, 31.92%, 21.75%
39073,1.65%, 35.57%, 37.21%, 26.77%
39075,34.34%, 56.08%, 21.74%, 21.48%
39077,6.33%, 38.74%, 32.41%, 27.59%
39079,3.15%, 42.09%, 38.94%, 18.54%
39081,26.33%, 27.74%, 54.07%, 17.81%
39083,8.21%, 41.59%, 33.38%, 24.29%
39085,2.91%, 38.46%, 35.55%, 25.36%
39087,8.44%, 37.17%, 45.61%, 16.79%
39089,13.27%, 44.54%, 31.27%, 22.84%
39091,23.82%, 49.84%, 26.02%, 23.80%
39093,11.94%, 31.03%, 42.97%, 25.65%
39095,18.07%, 31.18%, 49.25%, 18.77%
39097,20.38%, 48.79%, 28.41%, 22.53%
39099,26.69%, 24.82%, 51.52%, 23.41%
39101,8.05%, 42.13%, 34.08%, 23.35%
39103,8.41%, 39.75%, 31.34%, 28.53%
39105,3.01%, 38.07%, 41.08%, 20.40%
39107,20.33%, 46.82%, 26.33%, 26.49%
39109,16.73%, 45.90%, 29.17%, 24.52%
39111,31.77%, 24.02%, 55.79%, 19.83%
39113,1.25%, 40.02%, 41.27%, 18.28%
39115,4.73%, 40.54%, 35.81%, 23.13%
39117,10.17%, 40.72%, 30.54%, 28.32%
39119,7.19%, 40.81%, 33.61%, 25.15%
39121,0.37%, 37.79%, 37.41%, 24.29%
39123,6.80%, 34.26%, 41.06%, 24.41%
39125,3.77%, 38.40%, 34.63%, 26.39%
39127,1.92%, 34.78%, 36.70%, 28.12%
39129,15.45%, 45.91%, 30.45%, 22.82%
39131,8.45%, 35.93%, 44.39%, 19.24%
39133,12.68%, 29.69%, 42.37%, 27.46%
39135,13.63%, 44.33%, 30.71%, 24.64%
39137,31.62%, 54.92%, 23.30%, 21.45%
39139,6.92%, 41.50%, 34.58%, 23.58%
39141,1.37%, 39.84%, 38.46%, 20.67%
39143,3.25%, 39.21%, 35.96%, 24.32%
39145,8.28%, 35.48%, 43.76%, 20.40%
39147,1.85%, 37.33%, 35.49%, 26.64%
39149,15.09%, 44.25%, 26.30%, 29.16%
39151,4.68%, 35.33%, 40.02%, 24.22%
39153,12.57%, 32.10%, 44.67%, 22.84%
39155,25.83%, 24.01%, 50.73%, 24.90%
39157,4.36%, 35.72%, 40.08%, 23.81%
39159,29.46%, 52.91%, 23.45%, 23.23%
39161,23.95%, 50.83%, 26.88%, 21.82%
39163,6.21%, 36.83%, 43.04%, 19.58%
39165,27.38%, 53.02%, 25.65%, 21.05%
39167,6.50%, 43.47%, 36.98%, 19.29%
39169,10.47%, 43.71%, 33.24%, 22.59%
39171,15.53%, 43.60%, 27.84%, 28.07%
39173,0.33%, 38.68%, 39.01%, 21.96%
39175,13.21%, 42.24%, 29.02%, 28.05%
40001,5.30%, 45.48%, 40.18%, 13.88%
40003,27.13%, 51.46%, 24.33%, 23.71%
40005,15.00%, 30.21%, 45.21%, 24.29%
40007,39.26%, 59.61%, 20.35%, 19.82%
40009,0.43%, 37.25%, 37.69%, 24.67%
40011,12.77%, 43.73%, 30.96%, 24.90%
40013,18.90%, 25.63%, 46.47%, 27.57%
40015,10.42%, 31.89%, 42.31%, 25.34%
40017,23.51%, 50.70%, 21.83%, 27.19%
40019,6.66%, 32.38%, 39.04%, 28.24%
40021,12.02%, 32.94%, 44.96%, 21.82%
40023,27.79%, 25.73%, 53.52%, 20.35%
40025,35.10%, 59.42%, 24.32%, 15.64%
40027,13.84%, 44.10%, 30.27%, 25.24%
40029,26.21%, 25.50%, 51.71%, 22.07%
40031,9.76%, 44.21%, 34.45%, 21.01%
40033,13.07%, 29.44%, 42.51%, 27.60%
40035,10.84%, 33.86%, 44.70%, 21.16%
40037,3.71%, 39.84%, 36.13%, 23.71%
40039,15.58%, 45.85%, 30.27%, 23.44%
40041,0.02%, 38.95%, 38.97%, 21.64%
40043,14.34%, 44.72%, 30.37%, 24.59%
40045,19.07%, 46.47%, 25.75%, 27.39%
40047,25.01%, 51.38%, 26.37%, 21.81%
40049,6.98%, 33.57%, 40.55%, 25.41%
40051,4.62%, 39.40%, 34.79%, 25.50%
40053,14.40%, 42.90%, 28.27%, 28.50%
40055,7.12%, 34.69%, 41.81%, 23.03%
40057,17.82%, 30.79%, 48.60%, 20.24%
40059,26.39%, 51.01%, 23.88%, 24.62%
